ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_BM,fy_start,fy_end,Notes,BenMin_RetAge,BenMin_RetTenure,BenMin_RetPoints,BenMin_RetDate,BenMin_EligibleforRetirement,BenMin_AnnualBenefitAmount,BenMin_ERMatchContribRate,BenMin_ERMatchRatio,BenMin_EEAccountInterestRate,BenMin_BenefitFactor,BenMin_DollarAccrual,fy
85,Ohio PERS,1,General State Employees-Traditional Plan,4,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,4,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,5,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,5,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,5,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,6,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,6,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,6,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,7,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,7,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,7,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,8,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,8,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,8,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,9,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,9,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,9,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,10,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,10,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,10,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,11,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,11,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,1,General State Employees-Traditional Plan,11,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,1,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,1,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,1,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,2,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,2,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,2,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,3,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,3,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,3,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,4,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,4,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,4,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,5,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,5,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,5,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,6,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,6,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,6,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,7,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,7,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,7,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,8,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,8,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,8,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,9,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,9,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,9,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,10,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,10,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,10,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,11,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,11,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,2,General Local Employees-Traditional Plan,11,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,1,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,1,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,1,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,2,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,2,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,2,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,3,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,3,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,3,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,4,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,4,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,4,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,5,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,5,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,5,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,6,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,6,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,6,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,7,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,7,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,7,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,8,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,8,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,8,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,1,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,1,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,1,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,2,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,2,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,2,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,3,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,3,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,3,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,4,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,4,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,4,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,5,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,5,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,5,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,,1,2012,9999,,,,,,,,,0,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,,2,2012,9999,,,5,,,,,,.3333333333333333,,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,,3,2012,9999,,,10,,,,,,.6666666666666666,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,1,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,2,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,3,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,4,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,5,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,6,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,7,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,8,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,9,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,10,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,5,General State Employees-Combined Plan,11,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,1,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,2,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,3,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,4,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,5,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,6,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,7,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,8,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,9,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,10,,1,2012,9999,,,,,,,,,,,,,2013
85,Ohio PERS,6,General Local Employees-Combined Plan,11,,1,2012,9999,,,,,,,,,,,,,2013
86,Ohio Police and Fire,1,ALL,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,2013
86,Ohio Police and Fire,1,ALL,2,1/1/1800,1,2012,9999,,,,,,,,,,,,,2013
86,Ohio Police and Fire,1,ALL,3,1/1/1800,1,2012,9999,,,,,,,,,,,,,2013
86,Ohio Police and Fire,2,ALL,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,2013
86,Ohio Police and Fire,2,ALL,2,1/1/1800,1,2012,9999,,,,,,,,,,,,,2013
86,Ohio Police and Fire,2,ALL,3,1/1/1800,1,2012,9999,,,,,,,,,,,,,2013
87,Ohio Schools,0,ALL,1,,1,2012,9999,,,,,,1,,,1,,,,2013
87,Ohio Schools,0,ALL,2,,1,2012,9999,,,,,,1,,,1,,,,2013
88,Ohio TRS,1,ALL,1,,1,2012,9999,,,,,,1,,,,,,.086,2013
88,Ohio TRS,1,ALL,2,,1,2012,9999,,,,,,1,,,,,,.086,2013
88,Ohio TRS,1,ALL,3,,1,2012,9999,,,,,,1,,,,,,.086,2013
88,Ohio TRS,1,ALL,4,,1,2012,9999,,,,,,1,,,,,,.086,2013
88,Ohio TRS,2,ALL,1,,1,2012,9999,,,,,,1,,,,,,.086,2013
88,Ohio TRS,2,ALL,2,,1,2012,9999,,,,,,1,,,,,,.086,2013
91,Oregon PERS,1,ALL,1,1/1/1800,1,2012,9999,,,,,,1,,,1,,,,2013
91,Oregon PERS,1,ALL,2,  1/1/1996,1,2012,9999,,,,,,1,,,1,,,,2013
91,Oregon PERS,1,ALL,3, 8/28/2003,1,2012,9999,,,,,,,,,,,,,2013
91,Oregon PERS,2,ALL,1,1/1/1800,1,2012,9999,,,,,,1,,,1,,,,2013
91,Oregon PERS,2,ALL,2,  1/1/1996,1,2012,9999,,,,,,1,,,1,,,,2013
91,Oregon PERS,2,ALL,3, 8/28/2003,1,2012,9999,,,,,,,,,,,,,2013
91,Oregon PERS,3,ALL,1,1/1/1800,1,2012,9999,,,,,,1,,,1,,,,2013
91,Oregon PERS,3,ALL,2,  1/1/1996,1,2012,9999,,,,,,1,,,1,,,,2013
91,Oregon PERS,3,ALL,3, 8/28/2003,1,2012,9999,,,,,,,,,,,,,2013
91,Oregon PERS,4,ALL,1,1/1/1800,1,2012,9999,,,,,,1,,,1,,,,2013
91,Oregon PERS,4,ALL,2,  1/1/1996,1,2012,9999,,,,,,1,,,1,,,,2013
91,Oregon PERS,4,ALL,3, 8/28/2003,1,2012,9999,,,,,,,,,,,,,2013
92,Pennsylvania Schools,0,All,1,,1,2012,9999,,,,,,,,,,,,,2013
92,Pennsylvania Schools,0,All,2,,1,2012,9999,,,,,,,,,,,,,2013
92,Pennsylvania Schools,0,All,3,,1,2012,9999,,,,,,,,,,,,,2013
92,Pennsylvania Schools,0,All,4,,1,2012,9999,,,,,,,,,,,,,2013
93,Pennsylvania State Employees,1,General State Employees,1,,1,2012,9999,,,,,,,,,,,,,2013
93,Pennsylvania State Employees,1,General State Employees,2,,1,2012,9999,,,,,,,,,,,,,2013
93,Pennsylvania State Employees,1,General State Employees,3,,1,2012,9999,,,,,,,,,,,,,2013
93,Pennsylvania State Employees,2,State Police,1,,1,2012,9999,,,,,,,,,,,,,2013
93,Pennsylvania State Employees,2,State Police,2,,1,2012,9999,,,,,,,,,,,,,2013
93,Pennsylvania State Employees,3,Legislators,1,,1,2012,9999,,,,,,,,,,,,,2013
93,Pennsylvania State Employees,3,Legislators,2,,1,2012,9999,,,,,,,,,,,,,2013
93,Pennsylvania State Employees,4,Judges - Class E-1,0,,1,2012,9999,,,,,,,,,,,,,2013
95,Rhode Island ERS,1,All Employees,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,2013
95,Rhode Island ERS,1,All Employees,2,  7/1/1992,1,2012,9999,,,,,,,,,,,,,2013
95,Rhode Island ERS,1,All Employees,3,  7/1/1995,1,2012,9999,,,,,,,,,,,,,2013
95,Rhode Island ERS,1,All Employees,4, 6/30/2007,1,2012,9999,,,,,,,,,,,,,2013
95,Rhode Island ERS,2,All Employees,1,1/1/1800,1,2012,9999,,,,,,,,,,,,,2013
95,Rhode Island ERS,2,All Employees,2,  7/1/1992,1,2012,9999,,,,,,,,,,,,,2013
95,Rhode Island ERS,2,All Employees,3,  7/1/1995,1,2012,9999,,,,,,,,,,,,,2013
95,Rhode Island ERS,2,All Employees,4, 6/30/2007,1,2012,9999,,,,,,,,,,,,,2013
99,South Carolina Police RS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
99,South Carolina Police RS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
100,South Carolina RS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
100,South Carolina RS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
100,South Carolina RS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
100,South Carolina RS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
100,South Carolina RS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
100,South Carolina RS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
105,Texas ERS,1,All,1,,1,2012,9999,,,,,,,,,,,,,2013
105,Texas ERS,1,All,2,,1,2012,9999,,,,,,,,,,,,,2013
105,Texas ERS,1,All,3,,1,2012,9999,,,,,,,,,,,,,2013
105,Texas ERS,2,All,1,,1,2012,9999,,,,,,,,,,,,,2013
105,Texas ERS,2,All,2,,1,2012,9999,,,,,,,,,,,,,2013
105,Texas ERS,2,All,3,,1,2012,9999,,,,,,,,,,,,,2013
105,Texas ERS,3,All,1,,1,2012,9999,,,,,,,,,,,,,2013
105,Texas ERS,3,All,2,,1,2012,9999,,,,,,,,,,,,,2013
108,Texas Teachers,0,All,1,,1,2012,9999,,,,,,1,1.8,,,,,,2013
108,Texas Teachers,0,All,2,,1,2012,9999,,,,,,1,1.8,,,,,,2013
108,Texas Teachers,0,All,3,,1,2012,9999,,,,,,1,1.8,,,,,,2013
115,Virginia Retirement System,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
115,Virginia Retirement System,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
115,Virginia Retirement System,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
115,Virginia Retirement System,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
115,Virginia Retirement System,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
115,Virginia Retirement System,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
115,Virginia Retirement System,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
115,Virginia Retirement System,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
119,Washington PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
119,Washington PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
119,Washington PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
119,Washington PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
125,Wisconsin Retirement System,1,ALL,1,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,1,ALL,2,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,2,ALL,1,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,2,ALL,2,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,3,ALL,1,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,3,ALL,2,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,4,ALL,1,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,4,ALL,2,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,5,ALL,1,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,5,ALL,2,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,6,ALL,1,,1,2012,9999,,,,,,1,,,1,.05,,,2013
125,Wisconsin Retirement System,6,ALL,2,,1,2012,9999,,,,,,1,,,1,.05,,,2013
133,Minnesota Police and Fire,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,2013
133,Minnesota Police and Fire,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,2013
133,Minnesota Police and Fire,0,ALL,3,,1,2012,9999,,,,,,,,,,,,,2013
133,Minnesota Police and Fire,0,ALL,4,,1,2012,9999,,,,,,,,,,,,,2013
133,Minnesota Police and Fire,0,ALL,5,,1,2012,9999,,,,,,,,,,,,,2013
174,Colorado State and School,1,General state government employees,0,,1,2012,9999,,,,,,0,,,.5,,,,2013
174,Colorado State and School,1,General state government employees,0,,2,2012,9999,,,,,,1,,,1,,,,2013
174,Colorado State and School,2,Police and Fire,0,,1,2012,9999,,,,,,0,,,.5,,,,2013
174,Colorado State and School,2,Police and Fire,0,,2,2012,9999,,,,,,1,,,1,,,,2013
1,Alabama ERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,2014
1,Alabama ERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,2014
1,Alabama ERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,2014
1,Alabama ERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,2014
1,Alabama ERS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,2014
1,Alabama ERS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,2014
1,Alabama ERS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,2014
1,Alabama ERS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,2014
2,Alabama TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,,2014
2,Alabama TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,2014
3,Alaska PERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,.3,2014
3,Alaska PERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,.3,2014
3,Alaska PERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,.3,2014
3,Alaska PERS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,.3,2014
3,Alaska PERS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,.3,2014
3,Alaska PERS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,.3,2014
4,Alaska TRS,0,ALL,1,,1,2012,9999,,,,,,,,,,,,.3,2014
4,Alaska TRS,0,ALL,2,,1,2012,9999,,,,,,,,,,,,.3,2014
5,Arizona Public Safety,0,ALL,1,,1,2012,9999,,,5,,,,,,.25,,,,2014
5,Arizona Public Safety,0,ALL,1,,2,2012,9999,,,6,,,,,,.4,,,,2014
5,Arizona Public Safety,0,ALL,1,,3,2012,9999,,,7,,,,,,.55,,,,2014
5,Arizona Public Safety,0,ALL,1,,4,2012,9999,,,8,,,,,,.7,,,,2014
5,Arizona Public Safety,0,ALL,1,,5,2012,9999,,,9,,,,,,.85,,,,2014
5,Arizona Public Safety,0,ALL,1,,6,2012,9999,,,10,,,,,,1,,,,2014
5,Arizona Public Safety,0,ALL,2,,1,2012,9999,,,,,,,,,,,,,2014
6,Arizona SRS,1,ALL,1,,1,2012,9999,,,5,,,,,,.25,.02,,,2014
6,Arizona SRS,1,ALL,1,,2,2012,9999,,,6,,,,,,.4,.02,,,2014
6,Arizona SRS,1,ALL,1,,3,2012,9999,,,7,,,,,,.55,.02,,,2014
6,Arizona SRS,1,ALL,1,,4,2012,9999,,,8,,,,,,.7,.02,,,2014
6,Arizona SRS,1,ALL,1,,5,2012,9999,,,9,,,,,,.85,.02,,,2014
6,Arizona SRS,1,ALL,1,,6,2012,9999,,,10,,,,,,1,.02,,,2014
6,Arizona SRS,1,ALL,2,,1,2012,9999,,,5,,,,,,.25,.02,,,2014
6,Arizona SRS,1,ALL,2,,2,2012,9999,,,6,,,,,,.4,.02,,,2014
6,Arizona SRS,1,ALL,2,,3,2012,9999,,,7,,,,,,.55,.02,,,2014
6,Arizona SRS,1,ALL,2,,4,2012,9999,,,8,,,,,,.7,.02,,,2014
6,Arizona SRS,1,ALL,2,,5,2012,9999,,,9,,,,,,.85,.02,,,2014
6,Arizona SRS,1,ALL,2,,6,2012,9999,,,10,,,,,,1,.02,,,2014
6,Arizona SRS,2,ALL,1,,1,2012,9999,,,5,,,,,,.25,.02,,,2014
6,Arizona SRS,2,ALL,1,,2,2012,9999,,,6,,,,,,.4,.02,,,2014
6,Arizona SRS,2,ALL,1,,3,2012,9999,,,7,,,,,,.55,.02,,,2014
