ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_COLA,fy_start,fy_end,Notes,COLA_StartDate,COLA_EndDate,COLA_CPIPercentage,COLA_CPIRangeStart,COLA_CPIRangeEnd,COLA_FixedRate,COLA_compounded,COLA_PercentMax,COLA_PercentMin,COLA_DollarMax,COLA_DollarMin,COLA_MaxPensionBase,COLA_PensionBaseIndexed,COLA_PensionBaseStart,COLA_PensionBaseEnd,COLA_RetAge,COLA_RetTenure,COLA_RetPoints,COLA_RetDate,COLA_AgeStart,COLA_AgeEnd,COLA_RetPeriodStart,COLA_RetPeriodEnd,COLA_FundedRatioStart,COLA_FundedRatioEnd,COLA_MarketReturnStart,COLA_MarketReturnEnd,COLABasis_RetBoard,COLABasis_Legislature,COLABasis_InvestmentReturn,COLABasis_CPI,COLABasis_FundedRatio,COLABasis_AdHoc,COLABasis_automatic,COLABasis_NoCOLA,fy
43,LA County ERS,1,General,4,Tier IV (1979-1982),1,2014,9999,,,,1,,,,,.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
43,LA County ERS,1,General,5,Tier V (1982-2012),1,2014,9999,,,,1,,,,,.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
43,LA County ERS,1,General,6,Tier VI (2013+),1,2014,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
43,LA County ERS,2,Safety,1,Tier I (pre 1977),1,2014,9999,,,,1,,,,,.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
43,LA County ERS,2,Safety,2,Tier II (1977-2012),1,2014,9999,,,,1,,,,,.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
43,LA County ERS,2,Safety,3,Tier III (2013+),1,2014,9999,,,,1,,,,,.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
44,Louisiana SERS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
44,Louisiana SERS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
44,Louisiana SERS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
44,Louisiana SERS,2,ALL,0,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
44,Louisiana SERS,3,ALL,0,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,1,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,1,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,1,ALL,3,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,3,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,4,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,5,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,6,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,7,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,8,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,9,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,10,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,2,ALL,11,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,3,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,3,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,3,ALL,3,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,3,ALL,4,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,4,ALL,1,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,4,ALL,2,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,4,ALL,3,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
45,Louisiana TRS,4,ALL,4,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
47,Maine State and Teacher,1,ALL,1,,1,2014,9999,,,,1,0,9999,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
47,Maine State and Teacher,1,ALL,2,,1,2014,9999,,,,1,0,9999,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
47,Maine State and Teacher,1,ALL,3,,1,2014,9999,,,,1,0,9999,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
47,Maine State and Teacher,2,ALL,1,,1,2014,9999,,,,1,0,9999,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
47,Maine State and Teacher,2,ALL,2,,1,2014,9999,,,,1,0,9999,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
47,Maine State and Teacher,2,ALL,3,,1,2014,9999,,,,1,0,9999,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
47,Maine State and Teacher,3,ALL,1,,1,2014,9999,,,,1,0,9999,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
47,Maine State and Teacher,3,ALL,2,,1,2014,9999,,,,1,0,9999,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
47,Maine State and Teacher,3,ALL,3,,1,2014,9999,,,,1,0,9999,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
48,Maryland PERS,0,All Employees,1,Tier I (pre 1980),1,2014,9999,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
48,Maryland PERS,0,All Employees,2,Tier II (1980-1998),1,2014,9999,,,,1,,,,,.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
48,Maryland PERS,0,All Employees,3,Tier III (1998-2006),1,2014,9999,,,,1,,,,,.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
48,Maryland PERS,0,All Employees,4,Tier IV (2006-2011),1,2014,9999,,,,1,,,,,.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
48,Maryland PERS,0,All Employees,5,Tier V (2011+),1,2014,9999,,,,1,,,,,.025,0,,,,,,,,,,,,,,,,,.077,9999,,,,,,,,,2014
48,Maryland PERS,0,All Employees,5,Tier V (2011+),2,2014,9999,If market return is less than investment return assumption (7.7%),,,1,,,,,.01,0,,,,,,,,,,,,,,,,,0,.076,,,,,,,,,2014
49,Maryland Teachers,1,Teachers Retirement System - Plan A,0,,1,2014,9999,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
49,Maryland Teachers,2,Teachers Pension System,1,ACPS,1,2014,9999,,,,1,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
49,Maryland Teachers,2,Teachers Pension System,2,RCPB,1,2014,9999,,,,1,,,,,.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,1,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,1,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,2,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,2,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,3,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,3,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,4,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,4,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,5,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,5,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,6,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,1,All Employees,6,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,1,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,1,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,2,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,2,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,3,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,3,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,4,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,4,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,5,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,5,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,6,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,2,All Employees,6,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,1,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,1,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,2,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,2,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,3,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,3,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,4,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,4,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,5,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,5,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,6,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,3,All Employees,6,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,1,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,1,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,2,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,2,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,3,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,3,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,4,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,4,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,5,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,5,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,6,All Tiers,1,2014,9999,,,,1,,,,,.03,0,,,13,0,,,,,,,,,,,,,,,,,,,,,,,2014
50,Massachusetts SRS,4,All Employees,6,All Tiers,2,2014,9999,,,,1,,,,,,,,,9999,13.001,,,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,1,All Tiers,1,2014,9999,,,,1,,,,,.03,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,1,All Tiers,2,2014,9999,,,,1,,,,,,,,,,,30.001,9999,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,2,All Tiers,1,2014,9999,,,,1,,,,,.03,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,2,All Tiers,2,2014,9999,,,,1,,,,,,,,,,,30.001,9999,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,3,All Tiers,1,2014,9999,,,,1,,,,,.03,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,3,All Tiers,2,2014,9999,,,,1,,,,,,,,,,,30.001,9999,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,4,All Tiers,1,2014,9999,,,,1,,,,,.03,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,4,All Tiers,2,2014,9999,,,,1,,,,,,,,,,,30.001,9999,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,5,All Tiers,1,2014,9999,,,,1,,,,,.03,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,5,All Tiers,2,2014,9999,,,,1,,,,,,,,,,,30.001,9999,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,6,All Tiers,1,2014,9999,,,,1,,,,,.03,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,6,All Tiers,2,2014,9999,,,,1,,,,,,,,,,,30.001,9999,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,7,All Tiers,1,2014,9999,,,,1,,,,,.03,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,7,All Tiers,2,2014,9999,,,,1,,,,,,,,,,,30.001,9999,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,8,All Tiers,1,2014,9999,,,,1,,,,,.03,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,2014
51,Massachusetts Teachers,0,All Employees,8,All Tiers,2,2014,9999,,,,1,,,,,,,,,,,30.001,9999,,,,,,,,,,,,,,,,,,,,,2014
52,Michigan Municipal,1,General,0,All Tiers,1,2014,9999,no specific cola percentage stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
52,Michigan Municipal,2,Hybrid,0,All Tiers,1,2014,9999,no specific cola percentage stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
53,Michigan Public Schools,1,Basic: Option 1,0,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
53,Michigan Public Schools,2,Basic: Option 3,0,,1,2012,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
53,Michigan Public Schools,3,MIP: Option 1,1,,1,2012,9999,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
53,Michigan Public Schools,3,MIP: Option 1,1,,2,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
53,Michigan Public Schools,3,MIP: Option 1,2,,1,2012,9999,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
53,Michigan Public Schools,3,MIP: Option 1,2,,2,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
53,Michigan Public Schools,3,MIP: Option 1,3,,1,2012,9999,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
53,Michigan Public Schools,3,MIP: Option 1,3,,2,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
53,Michigan Public Schools,4,MIP: Option 3,1,,1,2012,9999,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
53,Michigan Public Schools,4,MIP: Option 3,1,,2,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
53,Michigan Public Schools,4,MIP: Option 3,2,,1,2012,9999,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
53,Michigan Public Schools,4,MIP: Option 3,2,,2,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
53,Michigan Public Schools,4,MIP: Option 3,3,,1,2012,9999,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
53,Michigan Public Schools,4,MIP: Option 3,3,,2,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
53,Michigan Public Schools,5,Pension Plan Plus,0,,1,2012,9999,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
53,Michigan Public Schools,5,Pension Plan Plus,0,,2,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
54,Michigan SERS,1,All,0,,1,2012,9999,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
54,Michigan SERS,1,All,0,,2,2012,9999,,,,,,,,,.03,,3.6,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
54,Michigan SERS,2,All,0,,1,2012,9999,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
54,Michigan SERS,2,All,0,,2,2012,9999,,,,,,,,,.03,,3.6,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
54,Michigan SERS,3,All,0,,1,2012,9999,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2014
54,Michigan SERS,3,All,0,,2,2012,9999,,,,,,,,,.03,,3.6,,,,,,,,,,,,2,9999,,,,,,,,,,,,,2014
56,Minnesota PERF,1,ALL,1,,1,2012,9999,,,,,,,.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
56,Minnesota PERF,2,ALL,1,,1,2012,9999,,,,,,,.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
56,Minnesota PERF,2,ALL,2,,1,2012,9999,,,,,,,.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
56,Minnesota PERF,2,ALL,3,,1,2012,9999,,,,,,,.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
56,Minnesota PERF,2,ALL,4,,1,2012,9999,,,,,,,.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
57,Minnesota State ERS,0,ALL,1,,1,2012,9999,,,,,,,.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
57,Minnesota State ERS,0,ALL,2,,1,2012,9999,,,,,,,.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
57,Minnesota State ERS,0,ALL,3,,1,2012,9999,,,,,,,.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
57,Minnesota State ERS,0,ALL,4,,1,2012,9999,,,,,,,.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
58,Minnesota Teachers,1,ALL,1,,1,2012,9999,,,,,,,.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
58,Minnesota Teachers,2,ALL,1,,1,2012,9999,,,,,,,.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
58,Minnesota Teachers,2,ALL,2,,1,2012,9999,,,,,,,.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
58,Minnesota Teachers,2,ALL,3,,1,2012,9999,,,,,,,.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
59,Mississippi PERS,1,ALL,1,,1,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
59,Mississippi PERS,1,ALL,2,,1,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
59,Mississippi PERS,1,ALL,3,,1,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
59,Mississippi PERS,2,ALL,1,,1,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
59,Mississippi PERS,2,ALL,2,,1,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
59,Mississippi PERS,2,ALL,3,,1,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
59,Mississippi PERS,3,ALL,1,,1,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
59,Mississippi PERS,3,ALL,2,,1,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
59,Mississippi PERS,3,ALL,3,,1,2012,9999,,,,,,,.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
60,Missouri DOT,1,All Employees,1,Closed Plan (pre 1997),1,2014,9999,Increases are made until the total of the increases reaches 65% of initial benefit; did not model this detail.,,,.8,,,,,.05,.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
60,Missouri DOT,1,All Employees,2,Closed Plan (1997-2000),1,2014,9999,,,,.8,,,,,.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
60,Missouri DOT,1,All Employees,3,Year 2000 Plan (2000-2010),1,2014,9999,,,,.8,,,,,.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
60,Missouri DOT,1,All Employees,4,2011 Tier (2011+),1,2014,9999,,,,.8,,,,,.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
60,Missouri DOT,2,All Employees,1,Closed Plan (pre 1997),1,2014,9999,Increases are made until the total of the increases reaches 65% of initial benefit; did not model this detail.,,,.8,,,,,.05,.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
60,Missouri DOT,2,All Employees,2,Closed Plan (1997-2000),1,2014,9999,,,,.8,,,,,.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
60,Missouri DOT,2,All Employees,3,Year 2000 Plan (2000-2010),1,2014,9999,,,,.8,,,,,.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
60,Missouri DOT,2,All Employees,4,2011 Tier (2011+),1,2014,9999,,,,.8,,,,,.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
62,Missouri PEERS,0,All Employees,0,All Tiers,1,2014,9999,,,,,0,.05,.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
62,Missouri PEERS,0,All Employees,0,All Tiers,2,2014,9999,,,,,.051,9999,.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
63,Missouri State ERS,0,All Employees,1,Tier I (pre 1997),1,2014,9999,Receive Tier II COLA when an aggregate increase of 65% is reached,,,,0,.05,.04,,,,,,,,,,65,5,,,,,,,,,,,,,,,,,,,2014
63,Missouri State ERS,0,All Employees,1,Tier I (pre 1997),2,2014,9999,Receive Tier II COLA when an aggregate increase of 65% is reached,,,.8,.051,.0624,,,,,,,,,,,65,5,,,,,,,,,,,,,,,,,,,2014
63,Missouri State ERS,0,All Employees,1,Tier I (pre 1997),3,2014,9999,Receive Tier II COLA when an aggregate increase of 65% is reached,,,,.0625,9999,.05,,,,,,,,,,65,5,,,,,,,,,,,,,,,,,,,2014
63,Missouri State ERS,0,All Employees,2,Tier II (1997-2000),1,2014,9999,,,,.8,0,.05,,,,,,,,,,,65,5,,,,,,,,,,,,,,,,,,,2014
