ppd_id,PlanName,EEGroupID,TierID,fy,source_InvestmentReturn,notes_InvestmentReturn,initials_InvestmentReturn,InvestmentReturn_1yr,InvestmentReturn_2yr,InvestmentReturn_3yr,InvestmentReturn_4yr,InvestmentReturn_5yr,InvestmentReturn_7yr,InvestmentReturn_8yr,InvestmentReturn_10yr,InvestmentReturn_12yr,InvestmentReturn_15yr,InvestmentReturn_20yr,InvestmentReturn_25yr,InvestmentReturn_30yr,InvestmentReturn_LongTerm,InvestmentReturn_LTStartYear,GrossReturns,GeoReturn_est,GeoGrowth_est,InvestmentReturn_1yr_est,InvestmentReturn_5yr_est,InvestmentReturn_10yr_est
52,Michigan Municipal,0,0,2007,pg 50,,JFP,.086000003,,.096000001,,.13600001,,,.081999995,,,,,,,,0,.066577174,.015701676,0,0,0
52,Michigan Municipal,0,0,2008,pg 70,,JFP,-.248,,-.025,,.025999999,,,.037999999,,,,,,,,0,.02098763,.01180766,0,0,0
52,Michigan Municipal,0,0,2009,pg 71,,JFP,.17299999,,-.014,,.030999999,,,.037999999,,,,,,,,0,.0368549,.013850385,0,0,0
52,Michigan Municipal,0,0,2010,pg 64,,JFP,.1443,,.0031999999,,.044899996,,,.055300001,,,,,,,,0,.047128972,.015848996,0,0,0
52,Michigan Municipal,0,0,2011,pg 72,,JFP,.023,,.11149999,,.0232,,,.059799999,,,,,,,,0,.044912111,.016213523,0,0,0
52,Michigan Municipal,0,0,2012,pg 70,,JFP,.11390001,,.092500001,,.028399998,,,.080600001,,,,,,,,0,.050494138,.018060243,0,0,0
52,Michigan Municipal,0,0,2013,pg 69,,JFP,.15000001,,.094300002,,.1196,,,.071900003,,,,,,,,0,.057832807,.020769279,0,0,0
52,Michigan Municipal,0,0,2014,2014 Plan CAFR p 65,,AW,.066799998,,.1097,,.098500006,,,.064000003,,,,,,,,0,.058470815,.022156667,0,0,0
52,Michigan Municipal,0,0,2015,2015 Plan CAFR p 68,Net of fees,TP,-.010199999,,.065499999,,.065099999,.090100005,,.0535,,,,,,,,1,.053748067,.021930669,0,0,0
52,Michigan Municipal,0,0,2016,2016 Plan CAFR p 70,Net of fees,TP,.1085,,.053200003,,.083000004,.081800006,,.051100001,,,,,,,,1,.057089414,.024310147,0,0,0
53,Michigan Public Schools,0,0,2001,pg 47,,cmg,-.115,,.055999998,,.094999999,,,.102,,,,,,,,,-.115,.0088499999,0,0,0
53,Michigan Public Schools,0,0,2002,pg 52,,cmg,-.105,,-.032000002,,.027000001,,,.081,,,,,,,,,-.11001405,.0079207495,0,0,0
53,Michigan Public Schools,0,0,2003,pg 51,,cmg,.148,,-.030999999,,.039000001,,,.083000004,,,,,,,,,-.031195683,.009093021,0,0,0
53,Michigan Public Schools,0,0,2004,pg 60,,cmg,.126,,.050000001,,.032000002,,,.093999997,,,,,,,,,.0059158378,.010238742,0,0,0
53,Michigan Public Schools,0,0,2005,pg 65,,cmg,.12800001,,.134,,.029000001,,,.090000004,,,,,,,,,.029226921,.011549301,0,0,0
53,Michigan Public Schools,0,0,2006,pg 69,,cmg,.12800001,,.127,,.079999998,,,.088,,,,,,,,,.04506699,.013027611,0,0,0
53,Michigan Public Schools,0,0,2007,pg 75,,cmg,.17200001,,.14300001,,.14,,,.081999995,,,,,,,,,.062321711,.01526836,0,0,0
53,Michigan Public Schools,0,0,2008,pg 77,,cmg,-.123,,.050999999,,.081,,,.059,,,,,,,,,.037167739,.013390351,0,0,0
53,Michigan Public Schools,0,0,2009,pg 79,,cmg,-.061000001,,-.012,,.041999999,,,.037,,,,,,,,,.025772003,.01257354,0,0,0
53,Michigan Public Schools,0,0,2010,pg 68,,cmg,.088,,-.035999998,,.035,,,.032000002,,,,,,,,,.031831183,.013680012,0,0,0
53,Michigan Public Schools,0,0,2011,pg 68,,JFP,.066,,.029000001,,.023,,,.050999999,,,,,,,,,.034891643,.014582893,0,0,0
53,Michigan Public Schools,0,0,2012,pg 70,,JFP,.13500001,,.096000001,,.016000001,,,.077,,,,,,,,,.042885497,.016551582,0,0,0
53,Michigan Public Schools,0,0,2013,pg 66,,JFP,.125,,.108,,.068000004,,,.074000001,,,,,,,,,.04898341,.018620532,0,0,0
53,Michigan Public Schools,0,0,2014,P 68,,CM ,.156,,.138,,.11399999,,,.077,,,,,,,,,.05628749,.021525333,0,0,0
53,Michigan Public Schools,0,0,2015,2015 Plan CAFR p 68; 1 yr return (directed by plan) located in 2015 plan AV p35,,JT/CC,.021400001,,.101,,.1,,,.062700003,,,,,,,,,.053925022,.021985976,0,0,0
53,Michigan Public Schools,0,0,2016,2016 Plan CAFR p 72,,LO,.075999998,,.085000001,,.102,,,.061999999,,,,,,,,,.055291347,.02365691,0,0,0
54,Michigan SERS,0,0,2001,pg 46,,cmg,-.115,,.056999996,,.094999999,,,.102,,,,,,,,,-.115,.0088499999,0,0,0
54,Michigan SERS,0,0,2002,pg 46,,cmg,-.103,,-.030999999,,.027999999,,,.079999998,,,,,,,,,-.1090202,.0079384502,0,0,0
54,Michigan SERS,0,0,2003,pg 44,,cmg,.147,,-.030999999,,.039999999,,,.083000004,,,,,,,,,-.030756174,.009105402,0,0,0
54,Michigan SERS,0,0,2004,pg 51,,cmg,.124,,.050000001,,.033,,,.093000002,,,,,,,,,.0058109532,.010234471,0,0,0
54,Michigan SERS,0,0,2005,pg 60,,cmg,.12800001,,.133,,.029000001,,,.090000004,,,,,,,,,.029141067,.011544484,0,0,0
54,Michigan SERS,0,0,2006,pg 64,,cmg,.12800001,,.127,,.079999998,,,.088,,,,,,,,,.044994343,.013022179,0,0,0
54,Michigan SERS,0,0,2007,pg 67,,cmg,.17200001,,.14300001,,.14,,,.081999995,,,,,,,,,.062258411,.015261994,0,0,0
54,Michigan SERS,0,0,2008,pg 70,,cmg,-.125,,.050000001,,.079999998,,,.059999999,,,,,,,,,.036817726,.013354245,0,0,0
54,Michigan SERS,0,0,2009,pg 73,,cmg,-.063000001,,-.012999999,,.040999997,,,.037,,,,,,,,,.025221381,.012512927,0,0,0
54,Michigan SERS,0,0,2010,pg 61,,cmg,.085000001,,-.037999999,,.033,,,.030999999,,,,,,,,,.031047951,.013576525,0,0,0
54,Michigan SERS,0,0,2011,pg 53,,JFP,.064999998,,.027000001,,.021,,,.050000001,,,,,,,,,.034089249,.014459,0,0,0
54,Michigan SERS,0,0,2012,pg 55,,JFP,.134,,.093999997,,.015,,,.075000003,,,,,,,,,.042067718,.016396506,0,0,0
54,Michigan SERS,0,0,2013,pg 60,,JFP,.125,,.107,,.067000002,,,.072999999,,,,,,,,,.048224103,.018446069,0,0,0
54,Michigan SERS,0,0,2014,P 63,,CM,.155,,.138,,.112,,,.075999998,,,,,,,,,.055512235,.021305209,0,0,0
54,Michigan SERS,0,0,2015,2015 Plan CAFR p 61,,JT,.021400001,,.1,,.1,,,.062700003,,,,,,,,,.053203057,.021761142,0,0,0
54,Michigan SERS,0,0,2016,2016 Plan CAFR p 68,,LO,.075999998,,.083999999,,.102,,,.061000001,,,,,,,,,.054613609,.023414988,0,0,0
55,Minneapolis ERF,0,0,2001,hardcopy- p. 40 Investment Results,,,-.063000001,,.050000001,,.102,,,,,,,,,,,,-.063000001,.0093700001,0,0,0
55,Minneapolis ERF,0,0,2002,hardcopy- p. 43 Investment Results,,,-.072999999,,-.015,,.046999998,,,,,,,,,,,,-.068013407,.0086859902,0,0,0
55,Minneapolis ERF,0,0,2003,hardcopy- p. 47 Investment Results,,,.022,,-.039999999,,-.0089999996,,,,,,,,,,,,-.038926195,.0088770818,0,0,0
55,Minneapolis ERF,0,0,2004,hardcopy- p. 48 Investment Results,,,.16500001,,.035,,.046999998,,,,,,,,,,,,.0084376149,.010341801,0,0,0
55,Minneapolis ERF,0,0,2005,pg 49,,cmg,.10399999,,.096999995,,.027000001,,,,,,,,,,,,.026864273,.011417347,0,0,0
55,Minneapolis ERF,0,0,2006,hardcopy- p. 48 Investment Results,,,.10399999,,.126,,.061999999,,,,,,,,,,,,.039335389,.012604752,0,0,0
55,Minneapolis ERF,0,0,2007,hardcopy- p. 46 Investment Results,,,.169,,.126,,.11300001,,,,,,,,,,,,.056938771,.014734955,0,0,0
55,Minneapolis ERF,0,0,2008,hardcopy- p. 47 Investment Results,,,-.050000001,,.07,,.096000001,,,,,,,,,,,,.042939343,.013998207,0,0,0
55,Minneapolis ERF,0,0,2009,hardcopy- p. 43 Investment Results,,,-.175,,-.029000001,,.022,,,,,,,,,,,,.016125554,.01154852,0,0,0
55,Minneapolis ERF,0,0,2010,2010 PERA CAFR p 54,,JFP,.152,,-.037999999,,.034000002,,,.029000001,,,,,,,,1,.028958559,.013303896,0,0,0
55,Minneapolis ERF,0,0,2011,2011 PERA CAFR p 46,,JFP,.233,,.049000002,,.053000003,,,.059,,,,,,,,1,.046020444,.016403703,0,0,0
55,Minneapolis ERF,0,0,2012,2012 PERA CAFR p 46,,JFP,.024,,.133,,.023,,,.07,,,,,,,,1,.044167463,.016797392,0,0,0
55,Minneapolis ERF,0,0,2013,2013 PERA CAFR p 46,,JFP,.142,,.13,,.061999999,,,.081999995,,,,,,,,1,.051385909,.019182622,0,0,0
55,Minneapolis ERF,0,0,2014,2014 PERA CAFR p 48,,JFP,.186,,.115,,.145,,,.083999999,,,,,,,,1,.06047266,.02275059,0,0,0
56,Minnesota PERF,0,0,2001,page 35,,jp,-.071000002,,.044,,.108,,,,,,,,,,,1,-.071000002,.0092900004,0,0,0
56,Minnesota PERF,0,0,2002,page 36,,jp,-.079999998,,-.022,,.050000001,,,,,,,,,,,1,-.075510949,.0085468004,0,0,0
56,Minnesota PERF,0,0,2003,page 36,,jp,.024,,-.044,,.014,,,.081999995,,,,,,,,1,-.043464337,.0087519232,0,0,0
56,Minnesota PERF,0,0,2004,page 36,,jp,.16500001,,.030999999,,.022,,,.096000001,,,,,,,,1,.0048641581,.010195991,0,0,0
56,Minnesota PERF,0,0,2005,page 38,,jp,.107,,.096999995,,.024,,,.091000006,,,,,,,,1,.02450813,.011286962,0,0,0
56,Minnesota PERF,0,0,2006,page 38,,jp,.123,,.132,,.064000003,,,.086000003,,,,,,,,1,.040302083,.012675258,0,0,0
56,Minnesota PERF,0,0,2007,page 38,,jp,.183,,.138,,.119,,,.083000004,,,,,,,,1,.059581842,.01499483,0,0,0
56,Minnesota PERF,0,0,2008,page 40,,jp,-.050000001,,.081,,.103,,,.056999996,,,,,,,,1,.045221042,.014245088,0,0,0
56,Minnesota PERF,0,0,2009,page 40,,jp,-.18799999,,-.029999999,,.025999999,,,.024,,,,,,,,1,.016306201,.011567012,0,0,0
56,Minnesota PERF,0,0,2010,2010 PERA CAFR p 54,,JFP,.152,,-.037999999,,.034000002,,,.029000001,,,,,,,,1,.029123195,.013325198,0,0,0
56,Minnesota PERF,0,0,2011,2011 PERA CAFR p 46,,JFP,.233,,.049000002,,.053000003,,,.059,,,,,,,,1,.046172597,.016429968,0,0,0
56,Minnesota PERF,0,0,2012,2012 PERA CAFR p 46,,JFP,.024,,.133,,.023,,,.07,,,,,,,,1,.044306684,.016824288,0,0,0
56,Minnesota PERF,0,0,2013,2013 PERA CAFR p 46,,JFP,.142,,.13,,.061999999,,,.081999995,,,,,,,,1,.051515307,.019213337,0,0,0
56,Minnesota PERF,0,0,2014,2014 PERA CAFR p 48,,CM,.186,,.115,,.145,,,.083999999,,,,,,,,,.060593855,.022787018,0,0,0
56,Minnesota PERF,0,0,2015,2015 PERA CAFR p 50,,TP,.044,,.122,,.123,,,.078000002,,,.083999999,,,,,,.059479438,.023789646,0,0,0
56,Minnesota PERF,0,0,2016,2016 PERA CAFR p 71,,LO,-.001,,.072999999,,.077,,,.064999998,,,.075000003,,,,,,.055594433,.023765856,0,0,0
57,Minnesota State Employees,0,0,2001,print p.53,,kmc,-.071000002,,.044,,.108,,,,,,,,,,,1,-.071000002,.0092900004,0,0,0
57,Minnesota State Employees,0,0,2002,page 51,,kmc,-.081999995,,-.02,,.050000001,,,,,,,,,,,1,-.076516382,.0085282205,0,0,0
57,Minnesota State Employees,0,0,2003,page 53,,kmc,.024,,-.044,,.014,,,.081999995,,,,,,,,1,-.044157982,.0087328972,0,0,0
57,Minnesota State Employees,0,0,2004,page 53,,kmc,.16500001,,.030999999,,.022,,,.096000001,,,,,,,,1,.0043175905,.010173825,0,0,0
57,Minnesota State Employees,0,0,2005,page 55,,kmc,.107,,.096999995,,.024,,,.091000006,,,,,,,,1,.024062302,.011262425,0,0,0
57,Minnesota State Employees,0,0,2006,page 59,,kmc,.123,,.132,,.064000003,,,.086000003,,,,,,,,1,.039924815,.012647702,0,0,0
57,Minnesota State Employees,0,0,2007,page 63,,kmc,.183,,.138,,.119,,,.083000004,,,,,,,,1,.059252471,.014962232,0,0,0
57,Minnesota State Employees,0,0,2008,page 77,,kmc,-.050000001,,.081,,.103,,,.056999996,,,,,,,,1,.044936743,.014214121,0,0,0
57,Minnesota State Employees,0,0,2009,page 75,,kmc,-.18799999,,-.029999999,,.025999999,,,.024,,,,,,,,1,.016060479,.011541866,0,0,0
57,Minnesota State Employees,0,0,2010,page 77,,kmc,.152,,-.037999999,,.034000002,,,.029000001,,,,,,,,1,.028899252,.01329623,0,0,0
57,Minnesota State Employees,0,0,2011,page 83,,jp,.233,,.049000002,,.053000003,,,.059,,,,,,,,1,.045965638,.016394252,0,0,0
57,Minnesota State Employees,0,0,2012,page 83,,JFP,.024,,.133,,.023,,,.07,,,,,,,,1,.044117309,.016787713,0,0,0
57,Minnesota State Employees,0,0,2013,page 81,,JFP,.142,,.13,,.061999999,,,.081999995,,,,,,,,1,.051339291,.019171568,0,0,0
57,Minnesota State Employees,0,0,2014,p. 115,,CM,.186,,.115,,.145,,,.083999999,,,,,,,,,.060428999,.022737481,0,0,0
57,Minnesota State Employees,0,0,2015,2015 CAFR p 123,,TP,.044,,.122,,.123,,,.078000002,,,,,,,,,.059325732,.02373793,0,0,0
57,Minnesota State Employees,0,0,2016,2016 CAFR p 131,,LO,-.001,,.072999999,,.077,,,.064999998,,,,,,,,,.055450864,.023714192,0,0,0
58,Minnesota Teachers,0,0,2001,page 34,,kmc,-.071000002,,.044,,.108,,,,,,,,,,,1,-.071000002,.0092900004,0,0,0
58,Minnesota Teachers,0,0,2002,page 38,,kmc,-.081999995,,-.02,,.050000001,,,,,,,,,,,1,-.076516382,.0085282205,0,0,0
58,Minnesota Teachers,0,0,2003,page 42,,kmc,.024,,-.044,,.014,,,.081999995,,,,,,,,1,-.044157982,.0087328972,0,0,0
58,Minnesota Teachers,0,0,2004,page 42,,kmc,.16500001,,.030999999,,.022,,,.096000001,,,,,,,,1,.0043175905,.010173825,0,0,0
58,Minnesota Teachers,0,0,2005,page 44,,kmc,.107,,.096999995,,.024,,,.091000006,,,,,,,,1,.024062302,.011262425,0,0,0
58,Minnesota Teachers,0,0,2006,page 46,,kmc,.123,,.132,,.064000003,,,.086000003,,,,,,,,1,.039924815,.012647702,0,0,0
58,Minnesota Teachers,0,0,2007,page 44,,kmc,.183,,.138,,.119,,,.083000004,,,,,,,,1,.059252471,.014962232,0,0,0
58,Minnesota Teachers,0,0,2008,page 46,,kmc,-.050000001,,.081,,.103,,,.056999996,,,,,,,,1,.044936743,.014214121,0,0,0
58,Minnesota Teachers,0,0,2009,page 50,,kmc,-.18799999,,-.029999999,,.025999999,,,.024,,,,,,,,1,.016060479,.011541866,0,0,0
58,Minnesota Teachers,0,0,2010,page 47,,kmc,.152,,-.037999999,,.034000002,,,.029000001,,,,,,,,1,.028899252,.01329623,0,0,0
58,Minnesota Teachers,0,0,2011,page 47,,kmc,.233,,.049000002,,.053000003,,,.059,,,,,,,,1,.045965638,.016394252,0,0,0
58,Minnesota Teachers,0,0,2012,page 47,,JFP,.024,,.133,,.023,,,.07,,,,,,,,1,.044117309,.016787713,0,0,0
58,Minnesota Teachers,0,0,2013,page 47,,JFP,.142,,.13,,.061999999,,,.081999995,,,,,,,,1,.051339291,.019171568,0,0,0
58,Minnesota Teachers,0,0,2014,p. 57,,CM,.186,,.115,,.145,,,.083999999,,,,,,,,1,.060428999,.022737481,0,0,0
58,Minnesota Teachers,0,0,2015,2015 CAFR p 59,,TP,.044,,.122,,.123,,,.078000002,,,,,,,,,.059325732,.02373793,0,0,0
58,Minnesota Teachers,0,0,2016,2016 CAFR p 63,,LO,-.001,,.072999999,,.077,,,.064999998,,,,,,,,,.055450864,.023714192,0,0,0
59,Mississippi PERS,0,0,2001,pg 70,,cmg,-.071000002,,.039000001,,.098999999,,,,,,,,,,,,-.071000002,.0092900004,0,0,0
59,Mississippi PERS,0,0,2002,pg 78,,cmg,-.066,,-.02,,.045000002,,,,,,,,,,,,-.068503357,.0086768596,0,0,0
59,Mississippi PERS,0,0,2003,pg 58,,cmg,.035,,-.035,,.016000001,,,,,,,,,,,,-.035206623,.0089805499,0,0,0
59,Mississippi PERS,0,0,2004,pg 4,,cmg,.146,,.035,,.022,,,,,,,,,,,,.0072143148,.01029171,0,0,0
59,Mississippi PERS,0,0,2005,pg 5,,cmg,.098000005,,.092,,.025,,,,,,,,,,,,.024750123,.011300298,0,0,0
59,Mississippi PERS,0,0,2006,pg 60,,cmg,.107,,.117,,.061000001,,,,,,,,,,,,.03802127,.01250943,0,0,0
59,Mississippi PERS,0,0,2007,pg 1p,,cmg,.189,,.131,,.11399999,,,,,,,,,,,,.058354937,.014873712,0,0,0
59,Mississippi PERS,0,0,2008,pg 9,,cmg,-.081999995,,.064999998,,.088,,,,,,,,,,,,.039699312,.013654067,0,0,0
59,Mississippi PERS,0,0,2009,pg 9,,cmg,-.19399999,,-.041999999,,.014,,,,,,,,,,,,.010699148,.011005179,0,0,0
59,Mississippi PERS,0,0,2010,pg 8,,cmg,.141,,.055,,.021,,,.023029789,,,,,,,,,.023029776,.01255691,0,0,1
59,Mississippi PERS,0,0,2011,pg 10,,cmg,.25400001,,.049000002,,.046999998,,,.054184102,,,,,,,,,.042138595,.015746363,0,0,1
59,Mississippi PERS,0,0,2012,p 81,,JFP,.0060000001,,.12899999,,.012999999,,,.062041704,,,,,,,,,.039078094,.015840841,0,0,1
59,Mississippi PERS,0,0,2013,p 85,,JFP,.134,,.127,,.055999998,,,.071787871,,,,,,,,,.046088826,.017963514,0,0,1
59,Mississippi PERS,0,0,2014,p. 86,,CM,.186,,.10600001,,.141,,,.075471357,,,,,,,,,.055510536,.021304728,0,0,1
59,Mississippi PERS,0,0,2015,2015 Plan CAFR p 83,,JT,.034000002,,.116,,.119,,,.069031909,,,,,,,,,.054062676,.022029091,0,0,1
59,Mississippi PERS,0,0,2016,2016 Plan CAFR p 91,,LO,.012,,.074000001,,.071999997,,,.059482895,,,,,,,,,.051383279,.022293439,0,0,1
60,Missouri DOT and Highway Patrol,0,0,2001,page 34,,kmc,-.035099998,,,,.081299998,,,.092100002,,,,,,,,,-.035099998,.0096490001,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2002,page 32,,kmc,-.056900002,,,,.0392,,,.072999999,,,,,,,,,-.046062268,.0090999715,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2003,page 38,,kmc,.032000002,,-.0298,,.0185,,,,,,,,,,,,-.020720683,.0093911709,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2004,page 50,,kmc,.1524,,.038800001,,.024800001,,,,,,,,,,,,.019954385,.010822386,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2005,page 49,,kmc,.1138,,.098199993,,.037999999,,,,,,,,,,,,.03806857,.012053972,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2006,page 54,,kmc,.1497,,.13609999,,.071999997,,,,,,,,,,,,.055891085,.013858453,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2007,page 44,,kmc,.18090001,,.1464,,.1228,,,,,,,,,,,,.072904639,.016365446,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2008,page 31,,kmc,-.0241,,.098300003,,.1106,,,,,,,,,,,,.060270425,.01597104,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2009,page 31,,kmc,-.24700001,,-.046100002,,.020599999,,,,,,,,,,,,.020711785,.012026194,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2010,page 31,,kmc,.12909999,,-.059999999,,.024,,,.031065024,,,,,,,,,.031065028,.013578773,0,0,1
60,Missouri DOT and Highway Patrol,0,0,2011,page 52,,JFP,.21780001,,.012,,.0361,,,.055347357,,,,,,,,1,.046785906,.01653623,0,0,1
60,Missouri DOT and Highway Patrol,0,0,2012,page 53,,JFP,.0275,,.122,,.0074999998,,,.064431787,,,,,,,,1,.045165014,.016990978,0,0,1
60,Missouri DOT and Highway Patrol,0,0,2013,page 56,,JFP,.13420001,,.1236,,.038199998,,,.073799998,,,,,,,,1,.051758427,.019271167,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2014,p. 60,,CM,.1759,,.1107,,.13500001,,,.076300003,,,,,,,,1,.060173705,.022660965,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2015,2015 Plan CAFR p 60,,TP,.066199996,,.1245,,.1221,,,.071999997,,,,,,,,,.060574397,.024161123,0,0,0
60,Missouri DOT and Highway Patrol,0,0,2016,2016 Plan CAFR p 61,,LO,.0101,,.081899993,,.081,,,.057700001,,,,,,,,,.05734713,.024405148,0,0,0
61,Missouri Local,0,0,2001,print p.21,,kmc,-.041999999,,.068999998,,.11300001,,,,,,,,,,,,-.041999999,.0095800003,0,0,0
61,Missouri Local,0,0,2002,print p.23,,kmc,-.048,,.016000001,,.066,,,,,,,,,,,,-.045004711,.0091201598,0,0,0
61,Missouri Local,0,0,2003,print p.23,,kmc,.017999999,,-.024,,.034000002,,,,,,,,,,,,-.024448777,.0092843231,0,0,0
61,Missouri Local,0,0,2004,print p.23,,kmc,.16399999,,.039999999,,.044,,,,,,,,,,,,.019590555,.010806952,0,0,0
61,Missouri Local,0,0,2005,page 26,,jp,.124,,.1,,.039000001,,,.098000005,,,,,,,,,.039666153,.012147014,0,0,0
61,Missouri Local,0,0,2006,page 26,,jp,.092,,.126,,.067000002,,,.088999994,,,,,,,,,.048210956,.01326454,0,0,0
61,Missouri Local,0,0,2007,page 27,,jp,.18000001,,.131,,.11399999,,,.091000006,,,,,,,,,.066095993,.015652156,0,0,0
61,Missouri Local,0,0,2008,page 27,,jp,-.023,,.079999998,,.105,,,.07,,,,,,,,,.054529157,.015292156,0,0,0
61,Missouri Local,0,0,2009,page 27,,jp,-.184,,-.02,,.029000001,,,.037,,,,,,,,,.024906676,.012478399,0,0,0
61,Missouri Local,0,0,2010,page 12,,jp,.15000001,,-.025,,.035999998,,,.037999999,,,,,,,,,.036777765,.014350159,0,0,0
61,Missouri Local,0,0,2011,page 28,,jp,.23200001,,.050000001,,.058000002,,,.063000001,,.081,,,,,,,.053166509,.017679397,0,0,0
61,Missouri Local,0,0,2012,page 29,,JFP,.035999998,,.13850001,,.031400003,,,.071699999,,.070799999,,,,,,1,.051725168,.018315855,0,0,0
61,Missouri Local,0,0,2013,page 28,,JFP,.145,,.13500001,,.066,,,.083999999,,.068000004,.085000001,,,,,1,.058622144,.020971654,0,0,0
61,Missouri Local,0,0,2014,p. 39,,CM,.1904,,.122,,.15010001,,,.086800002,,.0726,,,,,,,.067530766,.024964657,0,0,0
61,Missouri Local,0,0,2015,CAFR p 43,,TP,.021600001,,.1168,,.12180001,,,.076499999,,.063900001,,,,,,,.064405471,.025503892,0,0,0
61,Missouri Local,0,0,2016,CAFR p 49,,LO,-.0019,,.066700004,,.0757,,,.0669,,.067000002,,,,,,,.060135268,.025455438,0,0,0
62,Missouri PEERS,0,0,2001,page 39,,kmc,-.017000001,,.053000003,,.105,,,,,,,,,,,,-.017000001,.0098299999,0,0,0
62,Missouri PEERS,0,0,2002,page 43,,kmc,-.027999999,,.0099999998,,.059999999,,,,,,,,,,,,-.022515474,.0095547596,0,0,0
62,Missouri PEERS,0,0,2003,page 45,,kmc,.046999998,,0,,.035,,,,,,,,,,,,.00012777434,.010003834,0,0,0
62,Missouri PEERS,0,0,2004,page 48,,kmc,.12100001,,.045000002,,.039000001,,,,,,,,,,,,.029065501,.011214298,0,0,0
62,Missouri PEERS,0,0,2005,page 52,,kmc,.093000002,,.086999997,,.041999999,,,,,,,,,,,,.041545983,.012257227,0,0,0
62,Missouri PEERS,0,0,2006,page 55,,kmc,.098000005,,.10399999,,.064999998,,,,,,,,,,,,.050749268,.013458435,0,0,0
62,Missouri PEERS,0,0,2007,page 5-investment section-pension section would not open,,kmc,.16600001,,.1184,,.1043,,,.081800006,,,,,,,,,.06648846,.015692536,0,0,0
62,Missouri PEERS,0,0,2008,page 60,,kmc,-.046,,.068999998,,.083999999,,,,,,,,,,,,.051732246,.014970679,0,0,0
62,Missouri PEERS,0,0,2009,page 60,,kmc,-.189,,-.034000002,,.016000001,,,,,,,,,,,,.021791968,.01214122,0,0,0
62,Missouri PEERS,0,0,2010,page 61,,kmc,.127,,-.045000002,,.022,,,.031854901,,,,,,,,,.03185489,.013683156,0,0,1
62,Missouri PEERS,0,0,2011,page 64,,JFP,.214,,.035,,.043000001,,,.054000001,,,.081999995,,,,,,.047217317,.016611351,0,0,0
62,Missouri PEERS,0,0,2012,page 54,,JFP,.016000001,,.116,,.015,,,.058000002,,,,.081999995,,,,,.04457964,.016877133,0,0,0
62,Missouri PEERS,0,0,2013,page 61,,JFP,.123,,.115,,.048,,,.066,,,,.085000001,,,,,.050412491,.01895302,0,0,0
62,Missouri PEERS,0,0,2014,2014 CAFR Investment section p  12 -14,,CM,.169,,.103,,.131,,,.071000002,,,,,,,,,.058468815,.022156082,0,0,0
62,Missouri PEERS,0,0,2015,2015 Plan CAFR p 82,,JT,.045000002,,.112,,.11300001,,,.066,,,,,,,,,.057565518,.023153104,0,0,0
62,Missouri PEERS,0,0,2016,2016 Plan CAFR p 71,,LO,.017999999,,.075999998,,.074000001,,,.058000002,,,,,,,,,.055048227,.02356986,0,0,0
63,Missouri State Employees,0,0,2001,page 59,,kmc,-.022,,-.056999996,,.107,,,.111,,,,,,,,,-.022,.00978,0,0,0
63,Missouri State Employees,0,0,2002,page 66,,kmc,.061999999,,-.0020000001,,.051999997,,,.090000004,,,,,,,,,.019134928,.01038636,0,0,0
63,Missouri State Employees,0,0,2003,page 64,,kmc,.07,,-.0060000001,,.033,,,.083999999,,.096000001,,,,,,,.035815448,.011113405,0,0,0
63,Missouri State Employees,0,0,2004,page 67,,kmc,.171,,.071000002,,.071999997,,,.068000004,,.071000002,,,,,,,.068073183,.013013798,0,0,0
63,Missouri State Employees,0,0,2005,page 69,,kmc,.126,,.122,,.053000003,,,.098000005,,.096999995,,,,,,,.07941509,.014653536,0,0,0
63,Missouri State Employees,0,0,2006,page 54,,kmc,.115,,.13699999,,.081,,,.093000002,,,,,,,,,.085266046,.016338693,0,0,0
63,Missouri State Employees,0,0,2007,page 71,,kmc,.18700001,,.142,,.133,,,.092,,.103,,,,,,,.099247359,.019394029,0,0,0
63,Missouri State Employees,0,0,2008,page 75,,kmc,.016000001,,.10399999,,.12100001,,,.075999998,,.096000001,,,,,,,.088479407,.019704333,0,0,0
63,Missouri State Employees,0,0,2009,page 81,,kmc,-.191,,-.0080000004,,.041999999,,,.043000001,,.081999995,,,,,,,.053176451,.015940804,0,0,0
63,Missouri State Employees,0,0,2010,page 75,,kmc,.14300001,,-.02,,.045000002,,,.049000002,,.079999998,,,,,,,.061831608,.018220341,0,0,0
63,Missouri State Employees,0,0,2011,page 80,,kmc,.20999999,,.039000001,,.061999999,,,.071000002,,.083000004,,,,,,,.074516021,.022046611,0,0,0
63,Missouri State Employees,0,0,2012,page 77,,JFP,.022,,.123,,.030999999,,,.081,,.071000002,.085000001,,,,,,.070038483,.022531638,0,0,0
