ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_ECR,fy_start,fy_end,Notes,EEContribution_StartDate,EEContribution_EndDate,EEContribution_TenureStart,EEContribution_TenureEnd,EEContribution_SalaryStart,EEContribution_SalaryEnd,EEContribution_Rate,EEContribution_PercentReqCont,EEContribution_PercentNC,EEContribution_RefundRate,EEContribution_LinkedRefund,EEContribution_MaxDiff,fy
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,5,,5,2012,9999,,  1/1/2013,12/31/2013,,,,,.126,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,5,,6,2012,9999,,  1/1/2014,  1/1/8000,,,,,.13,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,,1,2012,9999,,  1/1/2009,12/31/2009,,,,,.101,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,,2,2012,9999,,  1/1/2010,12/31/2010,,,,,.111,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,,3,2012,9999,,  1/1/2011,12/31/2011,,,,,.116,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,,4,2012,9999,,  1/1/2012,12/31/2012,,,,,.121,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,,5,2012,9999,,  1/1/2013,12/31/2013,,,,,.126,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,,6,2012,9999,,  1/1/2014,  1/1/8000,,,,,.13,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,,1,2012,9999,,  1/1/2009,12/31/2009,,,,,.101,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,,2,2012,9999,,  1/1/2010,12/31/2010,,,,,.111,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,,3,2012,9999,,  1/1/2011,12/31/2011,,,,,.116,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,,4,2012,9999,,  1/1/2012,12/31/2012,,,,,.121,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,,5,2012,9999,,  1/1/2013,12/31/2013,,,,,.126,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,,6,2012,9999,,  1/1/2014,  1/1/8000,,,,,.13,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,,1,2012,9999,,  1/1/2009,12/31/2009,,,,,.101,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,,2,2012,9999,,  1/1/2010,12/31/2010,,,,,.111,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,,3,2012,9999,,  1/1/2011,12/31/2011,,,,,.116,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,,4,2012,9999,,  1/1/2012,12/31/2012,,,,,.121,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,,5,2012,9999,,  1/1/2013,12/31/2013,,,,,.126,,,.01,,,2013
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,,6,2012,9999,,  1/1/2014,  1/1/8000,,,,,.13,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,1,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,2,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,3,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,4,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,5,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,6,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,7,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,8,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,9,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,10,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,5,State Gov. Employees-Combined Plan,11,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,1,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,2,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,3,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,4,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,5,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,6,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,7,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,8,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,9,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,10,,1,2012,9999,,,,,,,,0,,,.01,,,2013
85,Ohio PERS,6,General Local Gov. Employees-Combined Plan,11,,1,2012,9999,,,,,,,,0,,,.01,,,2013
86,Ohio Police & Fire,1,All,1,,1,2012,9999,,  9/9/1988,  7/1/2013,,,,,.1,,,0,,,2013
86,Ohio Police & Fire,1,All,1,,2,2012,9999,,  7/2/2013,  7/1/2014,,,,,.1075,,,0,,,2013
86,Ohio Police & Fire,1,All,1,,3,2012,9999,,  7/2/2014,  7/1/2015,,,,,.115,,,0,,,2013
86,Ohio Police & Fire,1,All,1,,4,2012,9999,,  7/2/2015,  1/1/8000,,,,,.1225,,,0,,,2013
86,Ohio Police & Fire,1,All,2,,1,2012,9999,,  9/9/1988,  7/1/2013,,,,,.1,,,0,,,2013
86,Ohio Police & Fire,1,All,2,,2,2012,9999,,  7/2/2013,  7/1/2014,,,,,.1075,,,0,,,2013
86,Ohio Police & Fire,1,All,2,,3,2012,9999,,  7/2/2014,  7/1/2015,,,,,.115,,,0,,,2013
86,Ohio Police & Fire,1,All,2,,4,2012,9999,,  7/2/2015,  1/1/8000,,,,,.1225,,,0,,,2013
86,Ohio Police & Fire,1,All,3,,1,2012,9999,,  9/9/1988,  7/1/2013,,,,,.1,,,0,,,2013
86,Ohio Police & Fire,1,All,3,,2,2012,9999,,  7/2/2013,  7/1/2014,,,,,.1075,,,0,,,2013
86,Ohio Police & Fire,1,All,3,,3,2012,9999,,  7/2/2014,  7/1/2015,,,,,.115,,,0,,,2013
86,Ohio Police & Fire,1,All,3,,4,2012,9999,,  7/2/2015,  1/1/8000,,,,,.1225,,,0,,,2013
86,Ohio Police & Fire,2,All,1,,1,2012,9999,,  9/9/1988,  7/1/2013,,,,,.1,,,0,,,2013
86,Ohio Police & Fire,2,All,1,,2,2012,9999,,  7/2/2013,  7/1/2014,,,,,.1075,,,0,,,2013
86,Ohio Police & Fire,2,All,1,,3,2012,9999,,  7/2/2014,  7/1/2015,,,,,.115,,,0,,,2013
86,Ohio Police & Fire,2,All,1,,4,2012,9999,,  7/2/2015,  1/1/8000,,,,,.1225,,,0,,,2013
86,Ohio Police & Fire,2,All,2,,1,2012,9999,,  9/9/1988,  7/1/2013,,,,,.1,,,0,,,2013
86,Ohio Police & Fire,2,All,2,,2,2012,9999,,  7/2/2013,  7/1/2014,,,,,.1075,,,0,,,2013
86,Ohio Police & Fire,2,All,2,,3,2012,9999,,  7/2/2014,  7/1/2015,,,,,.115,,,0,,,2013
86,Ohio Police & Fire,2,All,2,,4,2012,9999,,  7/2/2015,  1/1/8000,,,,,.1225,,,0,,,2013
86,Ohio Police & Fire,2,All,3,,1,2012,9999,,  9/9/1988,  7/1/2013,,,,,.1,,,0,,,2013
86,Ohio Police & Fire,2,All,3,,2,2012,9999,,  7/2/2013,  7/1/2014,,,,,.1075,,,0,,,2013
86,Ohio Police & Fire,2,All,3,,3,2012,9999,,  7/2/2014,  7/1/2015,,,,,.115,,,0,,,2013
86,Ohio Police & Fire,2,All,3,,4,2012,9999,,  7/2/2015,  1/1/8000,,,,,.1225,,,0,,,2013
87,Ohio Schools,0,ALL,1,,1,2012,9999,,,,,,,,.1,,,0,,,2013
87,Ohio Schools,0,ALL,2,,1,2012,9999,,,,,,,,.1,,,0,,,2013
88,Ohio TRS,1,ALL,1,,1,2012,9999,,1/1/1800, 6/30/2014,,,,,.11,,,.03,,,2013
88,Ohio TRS,1,ALL,1,,2,2012,9999,,  7/1/2014, 6/30/2015,,,,,.12,,,.03,,,2013
88,Ohio TRS,1,ALL,1,,3,2012,9999,,  7/1/2015, 6/30/2016,,,,,.13,,,.03,,,2013
88,Ohio TRS,1,ALL,1,,4,2012,9999,,  7/1/2016,  1/1/8000,,,,,.14,,,.03,,,2013
88,Ohio TRS,1,ALL,2,,1,2012,9999,,1/1/1800, 6/30/2014,,,,,.11,,,.03,,,2013
88,Ohio TRS,1,ALL,2,,2,2012,9999,,  7/1/2014, 6/30/2015,,,,,.12,,,.03,,,2013
88,Ohio TRS,1,ALL,2,,3,2012,9999,,  7/1/2015, 6/30/2016,,,,,.13,,,.03,,,2013
88,Ohio TRS,1,ALL,2,,4,2012,9999,,  7/1/2016,  1/1/8000,,,,,.14,,,.03,,,2013
88,Ohio TRS,1,ALL,3,,1,2012,9999,,1/1/1800, 6/30/2014,,,,,.11,,,.03,,,2013
88,Ohio TRS,1,ALL,3,,2,2012,9999,,  7/1/2014, 6/30/2015,,,,,.12,,,.03,,,2013
88,Ohio TRS,1,ALL,3,,3,2012,9999,,  7/1/2015, 6/30/2016,,,,,.13,,,.03,,,2013
88,Ohio TRS,1,ALL,3,,4,2012,9999,,  7/1/2016,  1/1/8000,,,,,.14,,,.03,,,2013
88,Ohio TRS,1,ALL,4,,1,2012,9999,,1/1/1800, 6/30/2014,,,,,.11,,,.03,,,2013
88,Ohio TRS,1,ALL,4,,2,2012,9999,,  7/1/2014, 6/30/2015,,,,,.12,,,.03,,,2013
88,Ohio TRS,1,ALL,4,,3,2012,9999,,  7/1/2015, 6/30/2016,,,,,.13,,,.03,,,2013
88,Ohio TRS,1,ALL,4,,4,2012,9999,,  7/1/2016,  1/1/8000,,,,,.14,,,.03,,,2013
88,Ohio TRS,2,ALL,1,,1,2012,9999,,1/1/1800, 6/30/2014,,,,,.11,,,.03,,,2013
88,Ohio TRS,2,ALL,1,,2,2012,9999,,  7/1/2014, 6/30/2015,,,,,.12,,,.03,,,2013
88,Ohio TRS,2,ALL,1,,3,2012,9999,,  7/1/2015, 6/30/2016,,,,,.13,,,.03,,,2013
88,Ohio TRS,2,ALL,1,,4,2012,9999,,  7/1/2016,  1/1/8000,,,,,.14,,,.03,,,2013
88,Ohio TRS,2,ALL,2,,1,2012,9999,,1/1/1800, 6/30/2014,,,,,.11,,,.03,,,2013
88,Ohio TRS,2,ALL,2,,2,2012,9999,,  7/1/2014, 6/30/2015,,,,,.12,,,.03,,,2013
88,Ohio TRS,2,ALL,2,,3,2012,9999,,  7/1/2015, 6/30/2016,,,,,.13,,,.03,,,2013
88,Ohio TRS,2,ALL,2,,4,2012,9999,,  7/1/2016,  1/1/8000,,,,,.14,,,.03,,,2013
91,Oregon Public Employees Retirement System: Tier One,1,ALL,1,1/1/1800,1,2012,9999,,1/1/1800,12/31/2003,,,,,.06,,,,2,,2013
91,Oregon Public Employees Retirement System: Tier One,1,ALL,1,1/1/1800,2,2012,9999,,  1/1/2004,  1/1/8000,,,,,0,,,,2,,2013
91,Oregon Public Employees Retirement System: Tier One,1,ALL,2,  1/1/1996,1,2012,9999,,1/1/1800,12/31/2003,,,,,.06,,,,1,,2013
91,Oregon Public Employees Retirement System: Tier One,1,ALL,2,  1/1/1996,2,2012,9999,, 8/28/2003,  1/1/8000,,,,,0,,,,1,,2013
91,Oregon Public Employees Retirement System: Tier One,1,ALL,3, 8/28/2003,1,2012,9999,,,,,,,,0,,,,,,2013
91,Oregon Public Employees Retirement System: Tier One,2,ALL,1,1/1/1800,1,2012,9999,,1/1/1800,12/31/2003,,,,,.06,,,,2,,2013
91,Oregon Public Employees Retirement System: Tier One,2,ALL,1,1/1/1800,2,2012,9999,,  1/1/2004,  1/1/8000,,,,,0,,,,2,,2013
91,Oregon Public Employees Retirement System: Tier One,2,ALL,2,  1/1/1996,1,2012,9999,,1/1/1800,12/31/2003,,,,,.06,,,,1,,2013
91,Oregon Public Employees Retirement System: Tier One,2,ALL,2,  1/1/1996,2,2012,9999,, 8/28/2003,  1/1/8000,,,,,0,,,,1,,2013
91,Oregon Public Employees Retirement System: Tier One,2,ALL,3, 8/28/2003,1,2012,9999,,,,,,,,0,,,,,,2013
91,Oregon Public Employees Retirement System: Tier One,3,ALL,1,1/1/1800,1,2012,9999,,1/1/1800,12/31/2003,,,,,.06,,,,2,,2013
91,Oregon Public Employees Retirement System: Tier One,3,ALL,1,1/1/1800,2,2012,9999,,  1/1/2004,  1/1/8000,,,,,0,,,,2,,2013
91,Oregon Public Employees Retirement System: Tier One,3,ALL,2,  1/1/1996,1,2012,9999,,1/1/1800,12/31/2003,,,,,.06,,,,1,,2013
91,Oregon Public Employees Retirement System: Tier One,3,ALL,2,  1/1/1996,2,2012,9999,, 8/28/2003,  1/1/8000,,,,,0,,,,1,,2013
91,Oregon Public Employees Retirement System: Tier One,3,ALL,3, 8/28/2003,1,2012,9999,,,,,,,,0,,,,,,2013
91,Oregon Public Employees Retirement System: Tier One,4,ALL,1,1/1/1800,1,2012,9999,,1/1/1800,12/31/2003,,,,,.06,,,,2,,2013
91,Oregon Public Employees Retirement System: Tier One,4,ALL,1,1/1/1800,2,2012,9999,,  1/1/2004,  1/1/8000,,,,,0,,,,2,,2013
91,Oregon Public Employees Retirement System: Tier One,4,ALL,2,  1/1/1996,1,2012,9999,,1/1/1800,12/31/2003,,,,,.06,,,,1,,2013
91,Oregon Public Employees Retirement System: Tier One,4,ALL,2,  1/1/1996,2,2012,9999,, 8/28/2003,  1/1/8000,,,,,0,,,,1,,2013
91,Oregon Public Employees Retirement System: Tier One,4,ALL,3, 8/28/2003,1,2012,9999,,,,,,,,0,,,,,,2013
92,Pennsylvania Schools,0,Teachers TC,1,,1,2012,9999,,,,,,,,.0525,,,.04,,,2013
92,Pennsylvania Schools,0,Teachers TC,2,,1,2012,9999,,,,,,,,.0625,,,.04,,,2013
92,Pennsylvania Schools,0,Teachers TD,3,,1,2012,9999,,,,,,,,.075,,,.04,,,2013
92,Pennsylvania Schools,0,Teachers TE,4,,1,2012,9999,,,,,,,,.075,,,.04,,,2013
93,Pennsylvania State Employees,1,General State Employees,1,,1,2012,9999,,,,,,,,.0625,,,.04,,,2013
93,Pennsylvania State Employees,1,General State Employees,2,,1,2012,9999,,,,,,,,.0625,,,.04,,,2013
93,Pennsylvania State Employees,1,General State Employees,3,,1,2012,9999,,,,,,,,.0625,,,.04,,,2013
93,Pennsylvania State Employees,2,State Police,1,,1,2012,9999,,,,,,,,.05,,,.04,,,2013
93,Pennsylvania State Employees,2,State Police,2,,2,2012,9999,,,,,,,,.0625,,,.04,,,2013
93,Pennsylvania State Employees,3,Legislators,1,,1,2012,9999,,,,,,,,.0625,,,.04,,,2013
93,Pennsylvania State Employees,3,Legislators,2,,1,2012,9999,,,,,,,,.0625,,,.04,,,2013
93,Pennsylvania State Employees,4,Judges - Class E-1,0,,1,2012,9999,,,,1,10,,,.1,,,.04,,,2013
93,Pennsylvania State Employees,4,Judges - Class E-1,0,,2,2012,9999,,,,11,9999,,,.075,,,.04,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule A,1,1/1/1800,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.11,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,2,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,2,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,3,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,3,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,4,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,4,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,5,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,5,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,6,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,6,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,7,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,7,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,8,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,8,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,9,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,9,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,10,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,10,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,11,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,11,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,12,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,12,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,13,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,13,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,14,  7/1/2007,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule B2,14,  7/1/2007,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,15,  7/1/2007,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,1,General state government employees: Schedule AB,15,  7/1/2007,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule A,1,1/1/1800,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.11,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,2,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,2,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,3,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,3,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,4,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,4,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,5,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,5,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,6,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,6,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,7,  7/1/1992,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,7,  7/1/1992,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,8,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,8,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,9,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,9,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,10,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,10,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,11,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,11,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,12,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,12,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,13,  7/1/1995,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,13,  7/1/1995,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,14,  7/1/2007,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule B2,14,  7/1/2007,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,15,  7/1/2007,1,2012,9999,,1/1/1800, 6/30/2012,,,,,.0875,,,0,,,2013
95,Rhode Island ERS,2,General state government employees: Schedule AB,15,  7/1/2007,2,2012,9999,,  7/1/2012,  1/1/8000,,,,,.0375,,,0,,,2013
99,South Carolina Police RS,0,ALL,1,,1,2012,9999,,1/1/1800, 6/30/2013,,,,,.07,,,.04,,.05,2013
99,South Carolina Police RS,0,ALL,1,,2,2012,9999,,  7/1/2013, 6/30/2014,,,,,.075,,,.04,,.05,2013
99,South Carolina Police RS,0,ALL,1,,3,2012,9999,,  7/1/2014,  1/1/8000,,,,,.08,,,.04,,.05,2013
99,South Carolina Police RS,0,ALL,2,,1,2012,9999,,1/1/1800, 6/30/2013,,,,,.07,,,.04,,.05,2013
99,South Carolina Police RS,0,ALL,2,,2,2012,9999,,  7/1/2013, 6/30/2014,,,,,.075,,,.04,,.05,2013
99,South Carolina Police RS,0,ALL,2,,3,2012,9999,,  7/1/2014,  1/1/8000,,,,,.08,,,.04,,.05,2013
100,South Carolina RS,1,ALL,1,,1,2012,9999,,1/1/1800, 6/30/2013,,,,,.07,,,.04,,.029,2013
100,South Carolina RS,1,ALL,1,,2,2012,9999,,  7/1/2013, 6/30/2014,,,,,.075,,,.04,,.029,2013
100,South Carolina RS,1,ALL,1,,3,2012,9999,,  7/1/2014,  1/1/8000,,,,,.08,,,.04,,.029,2013
100,South Carolina RS,1,ALL,2,,1,2012,9999,,1/1/1800, 6/30/2013,,,,,.07,,,.04,,.029,2013
100,South Carolina RS,1,ALL,2,,2,2012,9999,,  7/1/2013, 6/30/2014,,,,,.075,,,.04,,.029,2013
100,South Carolina RS,1,ALL,2,,3,2012,9999,,  7/1/2014,  1/1/8000,,,,,.08,,,.04,,.029,2013
100,South Carolina RS,2,ALL,1,,1,2012,9999,,1/1/1800, 6/30/2013,,,,,.07,,,.04,,.029,2013
100,South Carolina RS,2,ALL,1,,2,2012,9999,,  7/1/2013, 6/30/2014,,,,,.075,,,.04,,.029,2013
100,South Carolina RS,2,ALL,1,,3,2012,9999,,  7/1/2014,  1/1/8000,,,,,.08,,,.04,,.029,2013
100,South Carolina RS,2,ALL,2,,1,2012,9999,,1/1/1800, 6/30/2013,,,,,.07,,,.04,,.029,2013
100,South Carolina RS,2,ALL,2,,2,2012,9999,,  7/1/2013, 6/30/2014,,,,,.075,,,.04,,.029,2013
100,South Carolina RS,2,ALL,2,,3,2012,9999,,  7/1/2014,  1/1/8000,,,,,.08,,,.04,,.029,2013
100,South Carolina RS,3,ALL,1,,1,2012,9999,,1/1/1800, 6/30/2013,,,,,.07,,,.04,,.029,2013
