ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_NRB,fy_start,fy_end,Notes,normal_BenefitFactor,normal_BenefitAmount,normal_RetAge,normal_RetTenure,normal_RetPoints,normal_RetDate,normal_ServiceDateStart,normal_ServiceDateEnd,normal_AgeStart,normal_AgeEnd,normal_TenureStart,normal_TenureEnd,normal_SalaryStart,normal_SalaryEnd,Y,fy
23,Denver Public Schools,0,All Employees,4,PERA2,2,2014,9999,,0,,,,,,,,,,41,9999,,,,2014
24,Duluth Teachers,0,All Employees ,1,Old Plan,1,2014,9999,,.0145,,,,,,,,,,,,,,,2014
24,Duluth Teachers,0,All Employees ,2,New Plan: Tier 1,1,2014,9999,,.012,,,,,,1/1/1800, 6/30/2013,,,0,10,,,,2014
24,Duluth Teachers,0,All Employees ,2,New Plan: Tier 1,2,2014,9999,,.017,,,,,,  7/1/2013,  1/1/8000,,,11,9999,,,,2014
24,Duluth Teachers,0,All Employees ,2,New Plan: Tier 1,3,2014,9999,,.014,,,,,,1/1/1800, 6/30/2013,,,0,10,,,,2014
24,Duluth Teachers,0,All Employees ,2,New Plan: Tier 1,4,2014,9999,,.019,,,,,,  7/1/2013,  1/1/8000,,,11,9999,,,,2014
24,Duluth Teachers,0,All Employees ,3,New Plan: Tier 2A,1,2014,9999,,.017,,,,,,1/1/1800, 6/30/2013,,,,,,,,2014
24,Duluth Teachers,0,All Employees ,3,New Plan: Tier 2A,2,2014,9999,,.019,,,,,,  7/1/2013,  1/1/8000,,,,,,,,2014
24,Duluth Teachers,0,All Employees ,4,New Plan: Tier 2B,1,2014,9999,,.017,,,,,,1/1/1800, 6/30/2013,,,,,,,,2014
24,Duluth Teachers,0,All Employees ,4,New Plan: Tier 2B,2,2014,9999,,.019,,,,,,  7/1/2013,  1/1/8000,,,,,,,,2014
25,Fairfax County Schools,0,All Employees,1,Tier 1 (1988-2001),1,2014,9999,,.019055,,,,,,,,,,,,,,,2014
25,Fairfax County Schools,0,All Employees,2,Tier 2 (2001+),1,2014,9999,,.008,,,,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,1,2012,9999,,.0163,,63,6,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,2,2012,9999,,.0163,,63,31,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,3,2012,9999,,.0163,,,31,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,4,2012,9999,,.0165,,64,6,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,5,2012,9999,,.0165,,64,32,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,6,2012,9999,,.0165,,,32,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,7,2012,9999,,.0168,,65,6,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,8,2012,9999,,.0168,,65,33,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,9,2012,9999,,.0168,,,33,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,1,1/1/1800,10,2012,9999,,.016,,,,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,1,2012,9999,,.0163,,66,8,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,2,2012,9999,,.0163,,66,34,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,3,2012,9999,,.0163,,,34,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,4,2012,9999,,.0165,,67,8,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,5,2012,9999,,.0165,,67,35,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,6,2012,9999,,.0165,,,35,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,7,2012,9999,,.0168,,68,8,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,8,2012,9999,,.0168,,68,36,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,9,2012,9999,,.0168,,,36,,,,,,,,,,,,2014
26,Florida Retirement System,1,Regular Class,2,1/1/1800,10,2012,9999,,.016,,,,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,1,2012,9999,,.0163,,63,6,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,2,2012,9999,,.0163,,63,31,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,3,2012,9999,,.0163,,,31,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,4,2012,9999,,.0165,,64,6,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,5,2012,9999,,.0165,,64,32,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,6,2012,9999,,.0165,,,32,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,7,2012,9999,,.0168,,65,6,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,8,2012,9999,,.0168,,65,33,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,9,2012,9999,,.0168,,,33,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,1,1/1/1800,10,2012,9999,,.016,,,,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,1,2012,9999,,.0163,,66,8,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,2,2012,9999,,.0163,,66,34,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,3,2012,9999,,.0163,,,34,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,4,2012,9999,,.0165,,67,8,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,5,2012,9999,,.0165,,67,35,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,6,2012,9999,,.0165,,,35,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,7,2012,9999,,.0168,,68,8,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,8,2012,9999,,.0168,,68,36,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,9,2012,9999,,.0168,,,36,,,,,,,,,,,,2014
26,Florida Retirement System,2,Senior Mgmt.,2,1/1/1800,10,2012,9999,,.016,,,,,,,,,,,,,,,2014
26,Florida Retirement System,3,Special Risk,1,1/1/1800,1,2012,9999,,.02,,,,,, 12/1/1970, 9/30/1974,,,,,,,,2014
26,Florida Retirement System,3,Special Risk,1,1/1/1800,2,2012,9999,,.03,,,,,, 10/1/1974,  1/1/8000,,,,,,,,2014
26,Florida Retirement System,3,Special Risk,2,1/1/1800,1,2012,9999,,.02,,,,,, 12/1/1970, 9/30/1974,,,,,,,,2014
26,Florida Retirement System,3,Special Risk,2,1/1/1800,2,2012,9999,,.03,,,,,, 10/1/1974,  1/1/8000,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,1,2012,9999,,.016,,,,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,2,2012,9999,,.0163,,56,6,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,3,2012,9999,,.0168,,58,6,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,4,2012,9999,,.0163,,56,26,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,5,2012,9999,,.0163,,,26,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,6,2012,9999,,.0165,,57,6,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,7,2012,9999,,.0168,,58,28,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,8,2012,9999,,.0165,,57,27,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,9,2012,9999,,.0165,,,27,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,1,1/1/1800,10,2012,9999,,.0168,,,28,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,1,2012,9999,,.016,,,,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,2,2012,9999,,.0163,,61,8,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,3,2012,9999,,.0168,,63,8,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,4,2012,9999,,.0163,,61,31,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,5,2012,9999,,.0163,,,31,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,6,2012,9999,,.0165,,62,8,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,7,2012,9999,,.0168,,63,33,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,8,2012,9999,,.0165,,62,32,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,9,2012,9999,,.0165,,,32,,,,,,,,,,,,2014
26,Florida Retirement System,4,Special Risk Admin,2,1/1/1800,10,2012,9999,,.0168,,,33,,,,,,,,,,,,2014
26,Florida Retirement System,5,Elected Officials,1,,1,2012,9999,,.03,,,,,,,,,,,,,,,2014
26,Florida Retirement System,5,Elected Officials,2,,1,2012,9999,,.03,,,,,,,,,,,,,,,2014
27,Georgia ERS,0,All,1,,1,2011,9999,,.02,,,,,,,,,,,,,,,2014
27,Georgia ERS,0,All,1,,2,2011,9999,,.0202,,,29,,,,,,,,,,,,2014
27,Georgia ERS,0,All,1,,3,2011,9999,,.0205,,,30,,,,,,,,,,,,2014
27,Georgia ERS,0,All,1,,4,2011,9999,,.0208,,,31,,,,,,,,,,,,2014
27,Georgia ERS,0,All,1,,5,2011,9999,,.0211,,,32,,,,,,,,,,,,2014
27,Georgia ERS,0,All,1,,6,2011,9999,,.0214,,,33,,,,,,,,,,,,2014
27,Georgia ERS,0,All,1,,7,2011,9999,,.0217,,,34,,,,,,,,,,,,2014
27,Georgia ERS,0,All,1,,8,2011,9999,,.022,,,35,,,,,,,,,,,,2014
27,Georgia ERS,0,All,2,  7/1/1982,1,2011,9999,,.02,,,,,,,,,,,,,,,2014
27,Georgia ERS,0,All,3,  1/1/2009,1,2011,9999,,.01,,,,,,,,,,,,,,,2014
28,Georgia Teachers,0,ALL,0,,1,2012,9999,,.02,,,,,,,,,,,,,,,2014
29,Hawaii ERS,1,Police & Fire,1,Tier I (pre 1971) Contributory,1,2014,9999,,.02,,,,,,,,,,,,,,,2014
29,Hawaii ERS,1,Police & Fire,2,Tier II (1971-2012) Contributory,1,2014,9999,,.02,,,,,,,,,,,,,,,2014
29,Hawaii ERS,1,Police & Fire,3,Tier III (2012+) Contributory,1,2014,9999,,.0225,,,,,,,,,,,,,,,2014
29,Hawaii ERS,2,Teachers,1,Tier I (pre 1971) Non-Contributory,1,2014,9999,,.013,,,,,,,,,,,,,,,2014
29,Hawaii ERS,2,Teachers,2,Tier II (1971-2006) Non-Contributory,1,2014,9999,,.0125,,,,,,,,,,,,,,,2014
29,Hawaii ERS,2,Teachers,3,Tier III (2006-2012) Hybrid Plan,1,2014,9999,,.02,,,,,,,,,,,,,,,2014
29,Hawaii ERS,2,Teachers,4,Tier IV (2012+) Hybrid Plan,1,2014,9999,,.0175,,,,,,,,,,,,,,,2014
29,Hawaii ERS,3,General Employees,1,Tier I (pre 1971) Non-Contributory,1,2014,9999,,.013,,,,,,,,,,,,,,,2014
29,Hawaii ERS,3,General Employees,2,Tier II (1971-2006) Non-Contributory,1,2014,9999,,.0125,,,,,,,,,,,,,,,2014
29,Hawaii ERS,3,General Employees,3,Tier III (2006-2012) Hybrid Plan,1,2014,9999,,.02,,,,,,,,,,,,,,,2014
29,Hawaii ERS,3,General Employees,4,Tier IV (2012+) Hybrid Plan,1,2014,9999,,.0175,,,,,,,,,,,,,,,2014
30,Houston Firefighters,0,All Employees,1,All Tiers,1,2014,9999,,.025,,,,,,,,,,1,20,,,,2014
30,Houston Firefighters,0,All Employees,1,All Tiers,2,2014,9999,,.03,,,,,,,,,,21,9999,,,,2014
30,Houston Firefighters,0,All Employees,2,All Tiers,1,2014,9999,,.025,,,,,,,,,,1,20,,,,2014
30,Houston Firefighters,0,All Employees,2,All Tiers,2,2014,9999,,.03,,,,,,,,,,21,9999,,,,2014
31,Idaho PERS,1,State and Local Employees,0,,1,2012,9999,,.02,,,,,,,,,,,,,,,2014
31,Idaho PERS,2,Teachers,0,,1,2012,9999,,.02,,,,,,,,,,,,,,,2014
31,Idaho PERS,3,Police and Fire,0,,1,2012,9999,,.023,,,,,,,,,,,,,,,2014
33,Illinois SERS,1,General State Government Employees - SS covered,1,,1,2012,9999,,.0167,,,,,,,,,,,,,,,2014
33,Illinois SERS,1,General State Government Employees - SS covered,2,,1,2012,9999,,.0167,,,,,,,,,,,,,,,2014
33,Illinois SERS,2,General State Government Employees - Non-SS covered,1,,1,2012,9999,,.022,,,,,,,,,,,,,,,2014
33,Illinois SERS,2,General State Government Employees - Non-SS covered,2,,1,2012,9999,,.022,,,,,,,,,,,,,,,2014
33,Illinois SERS,3,State Police and Firefighters- SS covered,1,,1,2012,9999,,.025,,,,,,,,,,,,,,,2014
33,Illinois SERS,3,State Police and Firefighters- SS covered,2,,1,2012,9999,,.025,,,,,,,,,,,,,,,2014
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,1,,1,2012,9999,,.03,,,,,,,,,,,,,,,2014
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,2,,1,2012,9999,,.03,,,,,,,,,,,,,,,2014
34,Illinois TRS,0,All,1,,1,2012,9999,,.0167,,,,,,1/1/1800,6/31/1998,,,0,10,,,,2014
34,Illinois TRS,0,All,1,,2,2012,9999,,.019,,,,,,1/1/1800,6/31/1998,,,11,20,,,,2014
34,Illinois TRS,0,All,1,,3,2012,9999,,.021,,,,,,1/1/1800,6/31/1998,,,21,30,,,,2014
34,Illinois TRS,0,All,1,,4,2012,9999,,.023,,,,,,1/1/1800,6/31/1998,,,31,9999,,,,2014
34,Illinois TRS,0,All,1,,5,2012,9999,,.022,,,,,,  7/1/1998,  1/1/8000,,,,,,,,2014
34,Illinois TRS,0,All,2,  1/1/2011,1,2012,9999,,.022,,,10,,,,,,,,,,,,2014
35,Illinois University Retirement System,1,General - Traditional,1,,1,2012,9999,,.022,,,,,,,,,,,,,,,2014
35,Illinois University Retirement System,1,General - Traditional,2,,1,2012,9999,,.022,,,,,,,,,,,,,,,2014
35,Illinois University Retirement System,1,General - Traditional,3,,1,2012,9999,,.022,,,,,,,,,,,,,,,2014
35,Illinois University Retirement System,2,Police and Fire - Traditional,1,,1,2012,9999,,.0225,,,,,,,,,,0,10,,,,2014
35,Illinois University Retirement System,2,Police and Fire - Traditional,1,,2,2012,9999,,.025,,,,,,,,,,11,20,,,,2014
35,Illinois University Retirement System,2,Police and Fire - Traditional,1,,3,2012,9999,,.0275,,,,,,,,,,21,9999,,,,2014
35,Illinois University Retirement System,2,Police and Fire - Traditional,2,,1,2012,9999,,.0225,,,,,,,,,,0,10,,,,2014
35,Illinois University Retirement System,2,Police and Fire - Traditional,2,,2,2012,9999,,.025,,,,,,,,,,11,20,,,,2014
35,Illinois University Retirement System,2,Police and Fire - Traditional,2,,3,2012,9999,,.0275,,,,,,,,,,21,9999,,,,2014
35,Illinois University Retirement System,2,Police and Fire - Traditional,3,,1,2012,9999,,.0225,,,,,,,,,,0,10,,,,2014
35,Illinois University Retirement System,2,Police and Fire - Traditional,3,,2,2012,9999,,.025,,,,,,,,,,11,20,,,,2014
35,Illinois University Retirement System,2,Police and Fire - Traditional,3,,3,2012,9999,,.0275,,,,,,,,,,21,9999,,,,2014
35,Illinois University Retirement System,3,General - Portable,1,,1,2012,9999,,.022,,,,,,,,,,,,,,,2014
35,Illinois University Retirement System,3,General - Portable,2,,1,2012,9999,,.022,,,,,,,,,,,,,,,2014
35,Illinois University Retirement System,3,General - Portable,3,,1,2012,9999,,.022,,,,,,,,,,,,,,,2014
35,Illinois University Retirement System,4,Police and Fire - Portable,1,,1,2012,9999,,.0225,,,,,,,,,,0,10,,,,2014
35,Illinois University Retirement System,4,Police and Fire - Portable,1,,2,2012,9999,,.025,,,,,,,,,,11,20,,,,2014
35,Illinois University Retirement System,4,Police and Fire - Portable,1,,3,2012,9999,,.0275,,,,,,,,,,21,9999,,,,2014
35,Illinois University Retirement System,4,Police and Fire - Portable,2,,1,2012,9999,,.0225,,,,,,,,,,0,10,,,,2014
35,Illinois University Retirement System,4,Police and Fire - Portable,2,,2,2012,9999,,.025,,,,,,,,,,11,20,,,,2014
35,Illinois University Retirement System,4,Police and Fire - Portable,2,,3,2012,9999,,.0275,,,,,,,,,,21,9999,,,,2014
35,Illinois University Retirement System,4,Police and Fire - Portable,3,,1,2012,9999,,.0225,,,,,,,,,,0,10,,,,2014
35,Illinois University Retirement System,4,Police and Fire - Portable,3,,2,2012,9999,,.025,,,,,,,,,,11,20,,,,2014
35,Illinois University Retirement System,4,Police and Fire - Portable,3,,3,2012,9999,,.0275,,,,,,,,,,21,9999,,,,2014
36,Indiana PERF,1,ALL,0,,1,2012,9999,,.011,,,,,,,,,,,,,,,2014
36,Indiana PERF,2,ALL,0,,1,2012,9999,,.011,,,,,,,,,,,,,,,2014
37,Indiana Teachers,0,ALL,0,,1,2012,9999,,.011,,,,,,,,,,,,,,,2014
38,Iowa PERS,1,Regular EE State,0,,1,2012,9999,,.02,,,,,,,,,,0,30,,,,2014
38,Iowa PERS,1,Regular EE State,0,,2,2012,9999,,.01,,,,,,,,,,31,9999,,,,2014
38,Iowa PERS,2,Regular EE School,0,,1,2012,9999,,.02,,,,,,,,,,0,30,,,,2014
38,Iowa PERS,2,Regular EE School,0,,2,2012,9999,,.01,,,,,,,,,,31,9999,,,,2014
38,Iowa PERS,3,Regular EE Other,0,,1,2012,9999,,.02,,,,,,,,,,0,30,,,,2014
38,Iowa PERS,3,Regular EE Other,0,,2,2012,9999,,.01,,,,,,,,,,31,9999,,,,2014
38,Iowa PERS,4,Sheriff and Deputies,0,,1,2012,9999,,.0273,,,,,,,,,,0,22,,,,2014
38,Iowa PERS,4,Sheriff and Deputies,0,,2,2012,9999,,.015,,,,,,,,,,23,9999,,,,2014
38,Iowa PERS,5,Protection,0,,1,2012,9999,,.0273,,,,,,,,,,0,22,,,,2014
38,Iowa PERS,5,Protection,0,,2,2012,9999,,.015,,,,,,,,,,23,9999,,,,2014
39,Kansas PERS,1,ALL,1,,1,2012,9999,,.0175,,,,,,1/1/1800,12/31/2013,,,,,,,,2014
39,Kansas PERS,1,ALL,1,,2,2012,9999,,.0185,,,,,,  1/1/2014,  1/1/8000,,,,,,,,2014
39,Kansas PERS,1,ALL,2,,1,2012,9999,,.0175,,,,,,1/1/1800,12/31/2013,,,,,,,,2014
39,Kansas PERS,1,ALL,2,,2,2012,9999,,.0185,,,,,,  1/1/2014,  1/1/8000,,,,,,,,2014
39,Kansas PERS,1,ALL,3,,1,2012,9999,,.0175,,,,,,1/1/1800,12/31/2011,,,,,,,,2014
39,Kansas PERS,1,ALL,3,,2,2012,9999,,.0185,,,,,,  1/1/2012,  1/1/8000,,,,,,,,2014
39,Kansas PERS,1,ALL,4,,1,2012,9999,,,,,,,,,,,,,,,,,2014
39,Kansas PERS,2,ALL,1,,1,2012,9999,,.0175,,,,,,1/1/1800,12/31/2013,,,,,,,,2014
39,Kansas PERS,2,ALL,1,,2,2012,9999,,.0185,,,,,,  1/1/2014,  1/1/8000,,,,,,,,2014
39,Kansas PERS,2,ALL,2,,1,2012,9999,,.0175,,,,,,1/1/1800,12/31/2013,,,,,,,,2014
39,Kansas PERS,2,ALL,2,,2,2012,9999,,.0185,,,,,,  1/1/2014,  1/1/8000,,,,,,,,2014
39,Kansas PERS,2,ALL,3,,1,2012,9999,,.0175,,,,,,1/1/1800,12/31/2011,,,,,,,,2014
39,Kansas PERS,2,ALL,3,,2,2012,9999,,.0185,,,,,,  1/1/2012,  1/1/8000,,,,,,,,2014
39,Kansas PERS,2,ALL,4,,1,2012,9999,,,,,,,,,,,,,,,,,2014
39,Kansas PERS,3,ALL,1,,1,2012,9999,,.0175,,,,,,1/1/1800,12/31/2013,,,,,,,,2014
39,Kansas PERS,3,ALL,1,,2,2012,9999,,.0185,,,,,,  1/1/2014,  1/1/8000,,,,,,,,2014
39,Kansas PERS,3,ALL,2,,1,2012,9999,,.0175,,,,,,1/1/1800,12/31/2013,,,,,,,,2014
39,Kansas PERS,3,ALL,2,,2,2012,9999,,.0185,,,,,,  1/1/2014,  1/1/8000,,,,,,,,2014
39,Kansas PERS,3,ALL,3,,1,2012,9999,,.0175,,,,,,1/1/1800,12/31/2011,,,,,,,,2014
39,Kansas PERS,3,ALL,3,,2,2012,9999,,.0185,,,,,,  1/1/2012,  1/1/8000,,,,,,,,2014
39,Kansas PERS,3,ALL,4,,1,2012,9999,,,,,,,,,,,,,,,,,2014
40,Kentucky County,1,Non-Hazardous,1,Hired pre 2004,1,2014,9999,,.022,,,,,,,,,,,,,,,2014
40,Kentucky County,1,Non-Hazardous,2,2004-2008,1,2014,9999,,.02,,,,,,,,,,,,,,,2014
40,Kentucky County,1,Non-Hazardous,3,2008-2014,1,2014,9999,,.011,,,,,,,,,,1,10,,,,2014
40,Kentucky County,1,Non-Hazardous,3,2008-2014,2,2014,9999,,.013,,,,,,,,,,11,20,,,,2014
40,Kentucky County,1,Non-Hazardous,3,2008-2014,3,2014,9999,,.015,,,,,,,,,,21,26,,,,2014
40,Kentucky County,1,Non-Hazardous,3,2008-2014,4,2014,9999,,.0175,,,,,,,,,,27,30,,,,2014
40,Kentucky County,1,Non-Hazardous,3,2008-2014,5,2014,9999,,.02,,,,,,,,,,31,9999,,,,2014
40,Kentucky County,1,Non-Hazardous,4,2014+,1,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2008",.011,,,,,,,,,,1,10,,,,2014
40,Kentucky County,1,Non-Hazardous,4,2014+,2,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2009",.013,,,,,,,,,,11,20,,,,2014
40,Kentucky County,1,Non-Hazardous,4,2014+,3,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2010",.015,,,,,,,,,,21,26,,,,2014
40,Kentucky County,1,Non-Hazardous,4,2014+,4,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2011",.0175,,,,,,,,,,27,30,,,,2014
40,Kentucky County,1,Non-Hazardous,4,2014+,5,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2012",.02,,,,,,,,,,31,9999,,,,2014
40,Kentucky County,2,Hazardous,1,Hired pre 2008,1,2014,9999,,.025,,,,,,,,,,,,,,,2014
40,Kentucky County,2,Hazardous,2,2008-2014,1,2014,9999,,.013,,,,,,,,,,1,10,,,,2014
40,Kentucky County,2,Hazardous,2,2008-2015,2,2014,9999,,.015,,,,,,,,,,11,20,,,,2014
40,Kentucky County,2,Hazardous,2,2008-2016,3,2014,9999,,.0225,,,,,,,,,,21,25,,,,2014
40,Kentucky County,2,Hazardous,2,2008-2017,4,2014,9999,,.025,,,,,,,,,,26,9999,,,,2014
40,Kentucky County,2,Hazardous,3,2014+,1,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2008",.013,,,,,,,,,,1,10,,,,2014
40,Kentucky County,2,Hazardous,3,2014+,2,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2009",.015,,,,,,,,,,11,20,,,,2014
40,Kentucky County,2,Hazardous,3,2014+,3,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2010",.0225,,,,,,,,,,21,25,,,,2014
40,Kentucky County,2,Hazardous,3,2014+,4,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2011",.025,,,,,,,,,,26,9999,,,,2014
41,Kentucky ERS,1,Non-Hazardous,1,Hired pre 2004,1,2014,9999,,.0197,,,,,,,,,,,,,,,2014
41,Kentucky ERS,1,Non-Hazardous,2,2004-2008,1,2014,9999,,.02,,,,,,,,,,,,,,,2014
41,Kentucky ERS,1,Non-Hazardous,3,2008-2014,1,2014,9999,,.011,,,,,,,,,,1,10,,,,2014
41,Kentucky ERS,1,Non-Hazardous,3,2008-2014,2,2014,9999,,.013,,,,,,,,,,11,20,,,,2014
41,Kentucky ERS,1,Non-Hazardous,3,2008-2014,3,2014,9999,,.015,,,,,,,,,,21,26,,,,2014
41,Kentucky ERS,1,Non-Hazardous,3,2008-2014,4,2014,9999,,.0175,,,,,,,,,,27,30,,,,2014
41,Kentucky ERS,1,Non-Hazardous,3,2008-2014,5,2014,9999,,.02,,,,,,,,,,31,9999,,,,2014
41,Kentucky ERS,1,Non-Hazardous,4,2014+,1,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2008",.011,,,,,,,,,,1,10,,,,2014
41,Kentucky ERS,1,Non-Hazardous,4,2014+,2,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2009",.013,,,,,,,,,,11,20,,,,2014
41,Kentucky ERS,1,Non-Hazardous,4,2014+,3,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2010",.015,,,,,,,,,,21,26,,,,2014
41,Kentucky ERS,1,Non-Hazardous,4,2014+,4,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2011",.0175,,,,,,,,,,27,30,,,,2014
41,Kentucky ERS,1,Non-Hazardous,4,2014+,5,2014,9999,"While AV doesn't specify this tier's normal retirement benefit, plan CAFR explains that it's the same benefit factor rules for anyone in KERS hired after 2012",.02,,,,,,,,,,31,9999,,,,2014
41,Kentucky ERS,2,Hazardous,1,Hired pre 2008,1,2014,9999,,.0249,,,,,,,,,,,,,,,2014
41,Kentucky ERS,2,Hazardous,2,2008-2014,1,2014,9999,,.013,,,,,,,,,,1,10,,,,2014
41,Kentucky ERS,2,Hazardous,2,2008-2015,2,2014,9999,,.015,,,,,,,,,,11,20,,,,2014
41,Kentucky ERS,2,Hazardous,2,2008-2016,3,2014,9999,,.0225,,,,,,,,,,21,25,,,,2014
