ppd_id,PlanName_check,EEGroupID,EEGroupName_check,TierID,TierName,TierDesc,TierHireDate,TierClosedDate,TierFutureAge,TierFutureTenure,TierFuturePoints,TierFutureDateStart,TierFutureDateEnd,notes_TierBasics,SubTierID
35,Illinois Universities,1,All,3,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,
35,Illinois Universities,2,All,1,,Members hired prior to July 1st 2005,1/1/1800,6/31/2005,,,,,,,
35,Illinois Universities,2,All,2,,Members hired on or after July 1st 2005 and before January 1st 2011.,  7/1/2005,12/31/2010,,,,,,,
35,Illinois Universities,2,All,3,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,
35,Illinois Universities,3,All,1,,Members hired prior to July 1st 2005,1/1/1800,6/31/2005,,,,,,,
35,Illinois Universities,3,All,2,,Members hired on or after July 1st 2005 and before January 1st 2011.,  7/1/2005,12/31/2010,,,,,,,
35,Illinois Universities,3,All,3,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,
35,Illinois Universities,4,All,1,,Members hired prior to July 1st 2005,1/1/1800,6/31/2005,,,,,,,
35,Illinois Universities,4,All,2,,Members hired on or after July 1st 2005 and before January 1st 2011.,  7/1/2005,12/31/2010,,,,,,,
35,Illinois Universities,4,All,3,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,
36,Indiana PERF,0,All Groups,0,,,,,,,,,,,
36,Indiana PERF,1,All Groups,0,,,,,,,,,,,
36,Indiana PERF,2,All Groups,0,,,,,,,,,,,
37,Indiana Teachers,0,All Groups,0,,,,,,,,,,,
38,Iowa PERS,0,All Groups,0,,,,,,,,,,,
38,Iowa PERS,1,All Groups,0,,,,,,,,,,,
38,Iowa PERS,2,All Groups,0,,,,,,,,,,,
38,Iowa PERS,3,All Groups,0,,,,,,,,,,,
38,Iowa PERS,4,All Groups,0,,,,,,,,,,,
38,Iowa PERS,5,All Groups,0,,,,,,,,,,,
39,Kansas PERS,0,State General Employees,0,,,,,,,,,,,
39,Kansas PERS,1,State General Employees,1,Tier 1,,1/1/1800, 6/30/1993,,,,,,,
39,Kansas PERS,1,State General Employees,2,Tier 2,,  7/1/1993, 6/30/2009,,,,,,,
39,Kansas PERS,1,State General Employees,3,Tier 3,,  7/1/2009,12/31/2014,,,,,,,
39,Kansas PERS,1,State General Employees,4,Cash Balance Plan,,  1/1/2015,  1/1/8000,,,,,,,
39,Kansas PERS,2,Local General Employees,1,Tier 1,,1/1/1800, 6/30/1993,,,,,,,
39,Kansas PERS,2,Local General Employees,2,Tier 2,,  7/1/1993, 6/30/2009,,,,,,,
39,Kansas PERS,2,Local General Employees,3,Tier 3,,  7/1/2009,12/31/2014,,,,,,,
39,Kansas PERS,2,Local General Employees,4,Cash Balance Plan,,  1/1/2015,  1/1/8000,,,,,,,
39,Kansas PERS,3,Teachers,1,Tier 1,,1/1/1800, 6/30/1993,,,,,,,
39,Kansas PERS,3,Teachers,2,Tier 2,,  7/1/1993, 6/30/2009,,,,,,,
39,Kansas PERS,3,Teachers,3,Tier 3,,  7/1/2009,12/31/2014,,,,,,,
39,Kansas PERS,3,Teachers,4,Cash Balance Plan,,  1/1/2015,  1/1/8000,,,,,,,
40,Kentucky County,0,Non-Hazardous,0,,,,,,,,,,,
40,Kentucky County,1,Non-Hazardous,2,2004-2008,,  8/1/2004, 8/30/2008,,,,,,,
40,Kentucky County,1,Non-Hazardous,3,2008-2014,,  9/1/2008,12/31/2013,,,,,,,
40,Kentucky County,1,Non-Hazardous,4,2014+,,  1/1/2014,  1/1/8000,,,,,,,
40,Kentucky County,2,Hazardous,1,Hired pre 2008,,1/1/1800, 8/30/2008,,,,,,,
40,Kentucky County,2,Hazardous,3,2014+,,  1/1/2014,  1/1/8000,,,,,,,
41,Kentucky ERS,0,Non-Hazardous,0,,,,,,,,,,,
41,Kentucky ERS,1,Non-Hazardous,1,Hired pre 2004,,1/1/1800, 7/31/2004,,,,,,,
41,Kentucky ERS,1,Non-Hazardous,2,2004-2008,,  8/1/2004, 8/30/2008,,,,,,,
41,Kentucky ERS,1,Non-Hazardous,3,2008-2014,,  9/1/2008,12/31/2013,,,,,,,
41,Kentucky ERS,1,Non-Hazardous,4,2014+,,  1/1/2014,  1/1/8000,,,,,,,
41,Kentucky ERS,2,Hazardous,1,Hired pre 2008,,1/1/1800, 8/30/2008,,,,,,,
41,Kentucky ERS,2,Hazardous,2,2008-2014,,  9/1/2008,12/31/2013,,,,,,,
41,Kentucky ERS,2,Hazardous,3,2014+,,  1/1/2014,  1/1/8000,,,,,,,
42,Kentucky Teachers,0,Non-University,0,,,,,,,,,,,
42,Kentucky Teachers,1,Non-University,1,Pre 2002,,1/1/1800, 6/30/2002,,,,,,,
42,Kentucky Teachers,1,Non-University,2,2002-2004,,  7/1/2002, 6/30/2004,,,,,,,
42,Kentucky Teachers,1,Non-University,3,2004-2008,,  7/1/2004, 6/30/2008,,,,,,,
42,Kentucky Teachers,1,Non-University,4,2008+,,  7/1/2008,  1/1/8000,,,,,,,
42,Kentucky Teachers,2,University,1,Pre 2008,,1/1/1800, 6/30/2008,,,,,,,
42,Kentucky Teachers,2,University,4,2008+,,  7/1/2008,  1/1/8000,,,,,,,
43,LA County ERS,0,General,0,,,,,,,,,,,
43,LA County ERS,1,General,1,Tier I (pre 1977),,1/1/1800, 8/31/1977,,,,,,,
43,LA County ERS,1,General,2,Tier II (1977-1978),,  9/1/1977, 9/30/1978,,,,,,,
43,LA County ERS,1,General,3,Tier III (1978- 1979),, 10/1/1978, 5/31/1979,,,,,,,
43,LA County ERS,1,General,4,Tier IV (1979-1982),,  6/1/1979,  1/3/1982,,,,,,,
43,LA County ERS,1,General,5,Tier V (1982-2012),,  1/4/1982,12/31/2012,,,,,,,
43,LA County ERS,1,General,6,Tier VI (2013+),,  1/1/2013,  1/1/8000,,,,,,,
43,LA County ERS,2,Safety,1,Tier I (pre 1977),,1/1/1800, 8/31/1977,,,,,,,
43,LA County ERS,2,Safety,2,Tier II (1977-2012),,  9/1/1977,12/31/2012,,,,,,,
43,LA County ERS,2,Safety,3,Tier III (2013+),,  1/1/2013,  1/1/8000,,,,,,,
44,Louisiana SERS,0,Rank & File - Traditional DB ,0,,,,,,,,,,,
44,Louisiana SERS,1,Rank & File - Traditional DB ,1,,,1/1/1800, 6/30/2006,,,,,,,
44,Louisiana SERS,1,Rank & File - Traditional DB ,2,,,  7/1/2006,12/31/2010,,,,,,,
44,Louisiana SERS,1,Rank & File - Traditional DB ,3,,,  1/1/2011,  1/1/8000,,,,,,,
44,Louisiana SERS,5,Corrections - Secondary ,1,,,1/1/1800, 6/30/2003,,,,,,,
44,Louisiana SERS,5,Corrections - Secondary ,2,,,  7/1/2003,12/31/2010,,,,,,,
44,Louisiana SERS,11,Hazardous Duty (Act 992),1,,,1/1/1800,  1/1/8000,,,,,,,
45,Louisiana Teachers,0,Regular Teachers,0,,,,,,,,,,,
45,Louisiana Teachers,1,Regular Teachers,1,,,1/1/1800, 6/30/1999,,,,,,,
45,Louisiana Teachers,1,Regular Teachers,2,,,  7/1/1999,12/31/2010,,,,,,,
45,Louisiana Teachers,1,Regular Teachers,3,,,  1/1/2011,  1/1/8000,,,,,,,
45,Louisiana Teachers,2,Higher Education,1,,,1/1/1800,12/31/1971,,,,,,,
45,Louisiana Teachers,2,Higher Education,2,,,  1/1/1972,12/31/1972,,,,,,,
45,Louisiana Teachers,2,Higher Education,3,,,  1/1/1973,12/31/1973,,,,,,,
45,Louisiana Teachers,2,Higher Education,4,,,  1/1/1974,12/31/1974,,,,,,,
45,Louisiana Teachers,2,Higher Education,5,,,  1/1/1975,12/31/1975,,,,,,,
45,Louisiana Teachers,2,Higher Education,6,,,  1/1/1976,12/31/1976,,,,,,,
45,Louisiana Teachers,2,Higher Education,7,,,  1/1/1977,12/31/1977,,,,,,,
45,Louisiana Teachers,2,Higher Education,8,,,  1/1/1978,12/31/1978,,,,,,,
45,Louisiana Teachers,2,Higher Education,9,,,  1/1/1979, 6/30/1999,,,,,,,
45,Louisiana Teachers,2,Higher Education,10,,,  7/1/1999,12/31/2010,,,,,,,
45,Louisiana Teachers,2,Higher Education,11,,,  1/1/2011,  1/1/8000,,,,,,,
45,Louisiana Teachers,3,Lunch Plan A,1,,,1/1/1800, 6/30/1983,,,,,,,
45,Louisiana Teachers,3,Lunch Plan A,2,,,  7/1/1983, 6/30/1999,,,,,,,
45,Louisiana Teachers,3,Lunch Plan A,3,,,  7/1/1999,12/31/2010,,,,,,,
45,Louisiana Teachers,3,Lunch Plan A,4,,,  1/1/2011,  1/1/8000,,,,,,,
45,Louisiana Teachers,4,Lunch Plan B,1,,,1/1/1800, 6/30/1983,,,,,,,
45,Louisiana Teachers,4,Lunch Plan B,2,,,  7/1/1983, 6/30/1999,,,,,,,
45,Louisiana Teachers,4,Lunch Plan B,3,,,  7/1/1999,12/31/2010,,,,,,,
45,Louisiana Teachers,4,Lunch Plan B,4,,,  1/1/2011,  1/1/8000,,,,,,,
47,Maine State and Teacher,0,Teachers,0,,,,,,,,,,,
47,Maine State and Teacher,1,Teachers,1,Tier 1,,1/1/1800,  7/1/1983,,,,,,,
47,Maine State and Teacher,1,Teachers,2,Tier 2,,  7/2/1983,  7/1/2006,,,,,,,
47,Maine State and Teacher,1,Teachers,3,Tier 3,(non-vested by 2011),  7/2/2006,  1/1/8000,,,,,,,
47,Maine State and Teacher,2,State Employees regular Plan,1,Tier 1,,1/1/1800,  7/1/1983,,,,,,,
47,Maine State and Teacher,2,State Employees regular Plan,2,Tier 2,,  7/2/1983,  7/1/2006,,,,,,,
47,Maine State and Teacher,2,State Employees regular Plan,3,Tier 3,(non-vested by 2011),  7/2/2006,  1/1/8000,,,,,,,
47,Maine State and Teacher,3,State Employees 1998 Special Plan,1,Tier 1,,1/1/1800,  7/1/1983,,,,,,,
47,Maine State and Teacher,3,State Employees 1998 Special Plan,2,Tier 2,,  7/2/1983,  7/1/2006,,,,,,,
47,Maine State and Teacher,3,State Employees 1998 Special Plan,3,Tier 3,(non-vested by 2011),  7/2/2006,  1/1/8000,,,,,,,
48,Maryland PERS,0,All Employees,0,,,,,,,,,,,
48,Maryland PERS,0,All Employees,1,Tier I (pre 1980) -- Employees Retirement System; Plan A,,1/1/1800,12/31/1979,,,,,,,
48,Maryland PERS,0,All Employees,2,Tier II (1980-1998) (NCPS),,  1/1/1980, 6/30/1998,,,,,,,
48,Maryland PERS,0,All Employees,3,Tier III (1998-2006) (ECPS),,  7/1/1998, 6/30/2006,,,,,,,
48,Maryland PERS,0,All Employees,4,Tier IV (2006-2011) (ACPS),,  7/1/2006, 6/30/2011,,,,,,,
48,Maryland PERS,0,All Employees,5,Tier V (2011+) (RCPB),,  7/1/2011,  1/1/8000,,,,,,,
49,Maryland Teachers,0,Teachers Pension System,0,,,,,,,,,,,
49,Maryland Teachers,2,Teachers Pension System,1,Alternate Contributory Pension Selection (ACPS),,  1/1/1980, 6/30/2011,,,,,,,
49,Maryland Teachers,2,Teachers Pension System,2,Reformed Contributory Pension Benefit (RCPB),,  7/1/2011,  1/1/8000,,,,,,,
50,Massachusetts SRS,0,General Employees,0,,,,,,,,,,,
50,Massachusetts SRS,1,General Employees,2,Tier II (1975-1977),,  1/1/1975,12/31/1977,,,,,,,
50,Massachusetts SRS,1,General Employees,3,Tier III (1978),,  1/1/1978,12/31/1978,,,,,,,
50,Massachusetts SRS,1,General Employees,4,Tier IV (1979-1983),,  1/1/1979,12/31/1983,,,,,,,
50,Massachusetts SRS,1,General Employees,5,Tier V (1984- 1996),,  1/1/1983, 6/30/1996,,,,,,,
50,Massachusetts SRS,1,General Employees,6,Tier VI (1996-2012),,  7/1/1996,12/31/2012,,,,,,,
50,Massachusetts SRS,1,General Employees,7,Tier VII (2012+),,  4/2/2012,  1/1/8000,,,,,,,
50,Massachusetts SRS,2,Hazardous Duty,1,Tier I (pre 1975),,1/1/1800,12/31/1974,,,,,,,
50,Massachusetts SRS,2,Hazardous Duty,3,Tier III (1978),,  1/1/1978,12/31/1978,,,,,,,
50,Massachusetts SRS,2,Hazardous Duty,4,Tier IV (1979-1983),,  1/1/1979,12/31/1983,,,,,,,
50,Massachusetts SRS,2,Hazardous Duty,5,Tier V (1984- 1996),,  1/1/1983, 6/30/1996,,,,,,,
50,Massachusetts SRS,2,Hazardous Duty,6,Tier VI (1996-2012),,  7/1/1996,12/31/2012,,,,,,,
50,Massachusetts SRS,2,Hazardous Duty,7,Tier VII (2012+),,  4/2/2012,  1/1/8000,,,,,,,
50,Massachusetts SRS,3,State Police,1,Tier I (pre 1975),,1/1/1800,12/31/1974,,,,,,,
50,Massachusetts SRS,3,State Police,2,Tier II (1975-1977),,  1/1/1975,12/31/1977,,,,,,,
50,Massachusetts SRS,3,State Police,4,Tier IV (1979-1983),,  1/1/1979,12/31/1983,,,,,,,
50,Massachusetts SRS,3,State Police,5,Tier V (1984- 1996),,  1/1/1983, 6/30/1996,,,,,,,
50,Massachusetts SRS,3,State Police,6,Tier VI (1996-2012),,  7/1/1996,12/31/2012,,,,,,,
50,Massachusetts SRS,3,State Police,7,Tier VII (2012+),,  4/2/2012,  1/1/8000,,,,,,,
50,Massachusetts SRS,4,Corrections,1,Tier I (pre 1975),,1/1/1800,12/31/1974,,,,,,,
50,Massachusetts SRS,4,Corrections,2,Tier II (1975-1977),,  1/1/1975,12/31/1977,,,,,,,
50,Massachusetts SRS,4,Corrections,3,Tier III (1978),,  1/1/1978,12/31/1978,,,,,,,
50,Massachusetts SRS,4,Corrections,5,Tier V (1984- 1996),,  1/1/1983, 6/30/1996,,,,,,,
50,Massachusetts SRS,4,Corrections,6,Tier VI (1996-2012),,  7/1/1996,12/31/2012,,,,,,,
50,Massachusetts SRS,4,Corrections,7,Tier VII (2012+),,  4/2/2012,  1/1/8000,,,,,,,
51,Massachusetts Teachers,0,All Employees,0,,,,,,,,,,,
51,Massachusetts Teachers,0,All Employees,1,Pre 1975,,1/1/1800,12/31/1974,,,,,,,
51,Massachusetts Teachers,0,All Employees,2,1975-1978,,  1/1/1975,12/31/1977,,,,,,,
51,Massachusetts Teachers,0,All Employees,3,1978-1979,,  1/1/1988,12/31/1978,,,,,,,
51,Massachusetts Teachers,0,All Employees,4,1979-1984,,  1/1/1979,12/31/1983,,,,,,,
51,Massachusetts Teachers,0,All Employees,5,1984-6/1996,,  1/1/1984, 6/30/1996,,,,,,,
51,Massachusetts Teachers,0,All Employees,6,7/1996-6/2001,,  7/1/1996, 6/30/2001,,,,,,,
51,Massachusetts Teachers,0,All Employees,7,7/2001-4/2012,,  7/1/2001,  4/1/2012,,,,,,,
51,Massachusetts Teachers,0,All Employees,8,4/2012+,,  4/2/2012,  1/1/8000,,,,,,,
52,Michigan Municipal,0,General,0,,,,,,,,,,,
52,Michigan Municipal,1,General,0,,,,,,,,,,,
52,Michigan Municipal,2,Hybrid,0,,,,,,,,,,,
53,Michigan Public Schools,0,Basic Members-Option 1,0,,,,,,,,,,,
53,Michigan Public Schools,1,Basic Members-Option 1,0,,,,,,,,,,,
53,Michigan Public Schools,2,Basic Members-Option 3,0,,,,,,,,,,,
53,Michigan Public Schools,3,MIP Members-Option 1,1,,,1/1/1800,12/31/1989,,,,,,,
53,Michigan Public Schools,3,MIP Members-Option 1,2,,,  1/1/1990, 6/30/2008,,,,,,,
53,Michigan Public Schools,3,MIP Members-Option 1,3,MIP Plus,,  7/1/2008, 6/30/2010,,,,,,,
53,Michigan Public Schools,4,MIP Members-Option 3,1,,,1/1/1800,12/31/1989,,,,,,,
53,Michigan Public Schools,4,MIP Members-Option 3,2,,,  1/1/1990, 6/30/2008,,,,,,,
53,Michigan Public Schools,4,MIP Members-Option 3,3,MIP Plus,,  7/1/2008, 6/30/2010,,,,,,,
53,Michigan Public Schools,5,Pension Plus Plan Members,0,,,,,,,,,,,
54,Michigan SERS,0,General state government employees-DB Classified,0,,,,,,,,,,,
54,Michigan SERS,1,General state government employees-DB Classified,0,,,,,,,,,,,
54,Michigan SERS,2,Correction Officers-DB Classified,0,,,,,,,,,,,
54,Michigan SERS,3,Conservation Officers-DB Classified,0,,,,,,,,,,,
56,Minnesota GERF,0,Basic Plan,0,,,,,,,,,,,
56,Minnesota GERF,1,Basic Plan,1,,,1/1/1800, 6/30/1968,,,,,,,
56,Minnesota GERF,2,Coordinated Plan,1,,,1/1/1800, 6/30/1989,,,,,,,
56,Minnesota GERF,2,Coordinated Plan,2,,,  7/1/1989, 6/30/2006,,,,,,,
56,Minnesota GERF,2,Coordinated Plan,3,,,  7/1/2006, 6/30/2010,,,,,,,
56,Minnesota GERF,2,Coordinated Plan,4,,,  7/1/2010,  1/1/8000,,,,,,,
57,Minnesota State Employees,0,All Groups,0,,,,,,,,,,,
57,Minnesota State Employees,0,All Groups,1,,,1/1/1800, 6/30/1989,,,,,,,
57,Minnesota State Employees,0,All Groups,2,,,  7/1/1989, 6/30/2006,,,,,,,
57,Minnesota State Employees,0,All Groups,3,,,  7/1/2006, 6/30/2010,,,,,,,
57,Minnesota State Employees,0,All Groups,4,,,  7/1/2010,  1/1/8000,,,,,,,
58,Minnesota Teachers,0,Basic Plan,0,,,,,,,,,,,
58,Minnesota Teachers,1,Basic Plan,1,,,1/1/1800, 6/30/1978,,,,,,,
58,Minnesota Teachers,2,Coordinated Plan,1,,,1/1/1800, 6/30/1989,,,,,,,
58,Minnesota Teachers,2,Coordinated Plan,2,,,  7/1/1989, 6/30/2006,,,,,,,
58,Minnesota Teachers,2,Coordinated Plan,3,,,  7/1/2006,  1/1/8000,,,,,,,
59,Mississippi PERS,0,All Employees,0,,,,,,,,,,,
59,Mississippi PERS,1,All Employees,1,Tier 1,,1/1/1800, 6/30/2007,,,,,,,
59,Mississippi PERS,1,All Employees,2,Tier 2,,  7/1/2007, 6/30/2011,,,,,,,
59,Mississippi PERS,1,All Employees,3,Tier 3,,  7/1/2011,  1/1/8000,,,,,,,
59,Mississippi PERS,2,All Employees,1,Tier 1,,1/1/1800, 6/30/2007,,,,,,,
59,Mississippi PERS,2,All Employees,2,Tier 2,,  7/1/2007, 6/30/2011,,,,,,,
59,Mississippi PERS,2,All Employees,3,Tier 3,,  7/1/2011,  1/1/8000,,,,,,,
59,Mississippi PERS,3,All Employees,1,Tier 1,,1/1/1800, 6/30/2007,,,,,,,
59,Mississippi PERS,3,All Employees,2,Tier 2,,  7/1/2007, 6/30/2011,,,,,,,
59,Mississippi PERS,3,All Employees,3,Tier 3,,  7/1/2011,  1/1/8000,,,,,,,
60,Missouri DOT and Highway Patrol,0,All Employees,0,,,,,,,,,,,
60,Missouri DOT and Highway Patrol,1,All Employees,1,Closed Plan (pre 1997),,1/1/1800, 8/27/1997,,,,,,,
60,Missouri DOT and Highway Patrol,1,All Employees,2,Closed Plan (1997-2000),, 8/28/1997, 6/30/2000,,,,,,,
60,Missouri DOT and Highway Patrol,1,All Employees,3,Year 2000 Plan (2000-2010),,  7/1/2000,12/31/2010,,,,,,,
60,Missouri DOT and Highway Patrol,1,All Employees,4,2011 Tier (2011+),,  1/1/2011,  1/1/8000,,,,,,,
60,Missouri DOT and Highway Patrol,2,All Employees,1,Closed Plan (pre 1997),,1/1/1800, 8/27/1997,,,,,,,
60,Missouri DOT and Highway Patrol,2,All Employees,2,Closed Plan (1997-2000),, 8/28/1997, 6/30/2000,,,,,,,
60,Missouri DOT and Highway Patrol,2,All Employees,3,Year 2000 Plan (2000-2010),,  7/1/2000,12/31/2010,,,,,,,
60,Missouri DOT and Highway Patrol,2,All Employees,4,2011 Tier (2011+),,  1/1/2011,  1/1/8000,,,,,,,
62,Missouri PEERS,0,All Employees,0,,,,,,,,,,,
63,Missouri State Employees,0,All Employees,0,,,,,,,,,,,
63,Missouri State Employees,0,All Employees,1,Tier I (pre 1997),,1/1/1800, 8/27/1997,,,,,,,
63,Missouri State Employees,0,All Employees,2,Tier II (1997-2000),, 8/28/1997, 6/30/2000,,,,,,,
63,Missouri State Employees,0,All Employees,3,Tier III (2000-2010),,  7/1/2000,12/31/2010,,,,,,,
63,Missouri State Employees,0,All Employees,4,Tier IV (2011+),,  1/1/2011,  1/1/8000,,,,,,,
64,Missouri Teachers,0,All Employees,0,,,,,,,,,,,
65,Montana PERS,0,All Employees,0,,,,,,,,,,,
65,Montana PERS,0,All Employees,1,Tier I (pre 2007),,1/1/1800, 6/30/2007,,,,,,,
65,Montana PERS,0,All Employees,2,Tier II (2007-2011),,  7/1/2007, 6/30/2011,,,,,,,
65,Montana PERS,0,All Employees,3,Tier III (20112013),,  7/1/2011, 6/30/2013,,,,,,,
65,Montana PERS,0,All Employees,4,Tier IV (2013+),,  7/1/2013,  1/1/8000,,,,,,,
66,Montana Teachers,0,All Employees,0,,,,,,,,,,,
66,Montana Teachers,0,All Employees,1,Tier 1,,1/1/1800, 6/30/2013,,,,,,,
66,Montana Teachers,0,All Employees,2,Tier 2,,  7/1/2013,  1/1/8000,,,,,,,
67,Nebraska Schools,0,All Employees,0,,,,,,,,,,,
67,Nebraska Schools,0,All Employees,1,Hired pre 7/1/1996,,1/1/1800, 6/30/2013,,,,,,,
67,Nebraska Schools,0,All Employees,2,Hired 7/1/2013+,,  7/1/2013,  1/1/8000,,,,,,,
68,Nevada Police Officer and Firefighter,0,All Employees,0,,,,,,,,,,,
68,Nevada Police Officer and Firefighter,0,All Employees,1,Hired pre 7/1/1985,,1/1/1800, 6/30/1985,,,,,,,
68,Nevada Police Officer and Firefighter,0,All Employees,2,Hired between 7/1/1985 and 12/31/2009,,  7/1/1985,12/31/2009,,,,,,,
68,Nevada Police Officer and Firefighter,0,All Employees,3,2010+,,  1/1/2010,  1/1/8000,,,,,,,
69,Nevada Regular Employees,0,All Employees,0,,,,,,,,,,,
69,Nevada Regular Employees,0,All Employees,1,Hired pre 7/1/1985,,1/1/1800, 6/30/1985,,,,,,,
69,Nevada Regular Employees,0,All Employees,2,Hired between 7/1/1985 and 12/31/2009,,  7/1/1985,12/31/2009,,,,,,,
69,Nevada Regular Employees,0,All Employees,3,2010+,,  1/1/2010,  1/1/8000,,,,,,,
70,New Hampshire Retirement System,0,Group I: general,0,,,,,,,,,,,
70,New Hampshire Retirement System,1,Group I: general,1,"Tier 1: Hired pre 2009, VESTED by 2012",,1/1/1800, 6/30/2009,,10,,  1/1/2012,  1/1/8000,,
70,New Hampshire Retirement System,1,Group I: general,2,"Tier 1b: Hired pre 2009, NOTVESTED by 2012",,1/1/1800, 6/30/2009,,,,,,,
70,New Hampshire Retirement System,1,Group I: general,3,"Tier 2: Hired 2009-2011, (Automatically NOTVESTED by 2012)",,  7/1/2009, 6/30/2011,,,,,,,
70,New Hampshire Retirement System,1,Group I: general,4,Tier 3: Hired post 2011,,  7/1/2011,  1/1/8000,,,,,,,
70,New Hampshire Retirement System,2,Group I: teachers,1,"Tier 1: Hired pre 2009, VESTED by 2012",,1/1/1800, 6/30/2009,,10,,  1/1/2012,  1/1/8000,,
70,New Hampshire Retirement System,2,Group I: teachers,2,"Tier 1b: Hired pre 2009, NOTVESTED by 2012",,1/1/1800, 6/30/2009,,,,,,,
70,New Hampshire Retirement System,2,Group I: teachers,3,"Tier 2: Hired 2009-2011, (Automatically NOTVESTED by 2012)",,  7/1/2009, 6/30/2011,,,,,,,
70,New Hampshire Retirement System,2,Group I: teachers,4,Tier 3: Hired post 2011,,  7/1/2011,  1/1/8000,,,,,,,
70,New Hampshire Retirement System,3,Group II: police,1,"Tier 1: Hired pre 2009, VESTED by 2012",,1/1/1800, 6/30/2009,,10,,  1/1/2012,  1/1/8000,,
70,New Hampshire Retirement System,3,Group II: police,2,"Tier 1b: Hired pre 2009, NOTVESTED by 2012",,1/1/1800, 6/30/2009,,,,,,,
70,New Hampshire Retirement System,3,Group II: police,3,"Tier 2: Hired 2009-2011, (Automatically NOTVESTED by 2012)",,  7/1/2009, 6/30/2011,,,,,,,
70,New Hampshire Retirement System,3,Group II: police,4,Tier 3: Hired post 2011,,  7/1/2011,  1/1/8000,,,,,,,
70,New Hampshire Retirement System,4,Group II: fire,1,"Tier 1: Hired pre 2009, VESTED by 2012",,1/1/1800, 6/30/2009,,10,,  1/1/2012,  1/1/8000,,
70,New Hampshire Retirement System,4,Group II: fire,2,"Tier 1b: Hired pre 2009, NOTVESTED by 2012",,1/1/1800, 6/30/2009,,,,,,,
70,New Hampshire Retirement System,4,Group II: fire,3,"Tier 2: Hired 2009-2011, (Automatically NOTVESTED by 2012)",,  7/1/2009, 6/30/2011,,,,,,,
70,New Hampshire Retirement System,4,Group II: fire,4,Tier 3: Hired post 2011,,  7/1/2011,  1/1/8000,,,,,,,
71,New Jersey PERS,0,General State Employees,0,,,,,,,,,,,
71,New Jersey PERS,1,General State Employees,1,Class B,Members hired before July 1st 2007,1/1/1800, 6/30/2007,,,,,,,
71,New Jersey PERS,1,General State Employees,2,Class D,Members hired on or after July 1st 2007 and before November 2nd 2008,  7/1/2007, 11/1/2008,,,,,,,
71,New Jersey PERS,1,General State Employees,3,Class E,Members hired on or after November 2nd 2008 and before May 22nd 2010, 11/2/2008, 5/21/2010,,,,,,,
71,New Jersey PERS,1,General State Employees,4,Class F,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/28/2011,,,,,,,
71,New Jersey PERS,1,General State Employees,5,Class G,Members hired after June 28th 2011., 6/29/2011,  1/1/8000,,,,,,,
71,New Jersey PERS,2,General Local Employees,1,Class B,Members hired before July 1st 2007,1/1/1800, 6/30/2007,,,,,,,
71,New Jersey PERS,2,General Local Employees,2,Class D,Members hired on or after July 1st 2007 and before November 2nd 2008,  7/1/2007, 11/1/2008,,,,,,,
71,New Jersey PERS,2,General Local Employees,3,Class E,Members hired on or after November 2nd 2008 and before May 22nd 2010, 11/2/2008, 5/21/2010,,,,,,,
71,New Jersey PERS,2,General Local Employees,4,Class F,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/27/2011,,,,,,,
71,New Jersey PERS,2,General Local Employees,5,Class G,Members hired after June 28th 2011., 6/28/2011,  1/1/8000,,,,,,,
72,New Jersey Police & Fire,0,State Police and Fire,0,,,,,,,,,,,
72,New Jersey Police & Fire,1,State Police and Fire,1,,Members hired on or before January 18th 2000.,1/1/1800, 6/30/1949,,,,,,,
72,New Jersey Police & Fire,1,State Police and Fire,2,,Members hired on or before January 18th 2000.,  7/1/1950, 1/18/2000,,,,,,,
72,New Jersey Police & Fire,1,State Police and Fire,3,,Members hired after January 18th 2000 and on or before May 21 2010., 1/19/2000, 5/21/2010,,,,,,,
72,New Jersey Police & Fire,1,State Police and Fire,4,,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/28/2011,,,,,,,
72,New Jersey Police & Fire,1,State Police and Fire,5,,Members hired after June 28th 2011., 6/29/2011,  1/1/8000,,,,,,,
72,New Jersey Police & Fire,2,Local Police and Fire,1,,Members hired on or before January 18th 2000.,1/1/1800, 6/30/1949,,,,,,,
72,New Jersey Police & Fire,2,Local Police and Fire,2,,Members hired on or before January 18th 2000.,  7/1/1950, 1/18/2000,,,,,,,
72,New Jersey Police & Fire,2,Local Police and Fire,3,,Members hired after January 18th 2000 and on or before May 21 2010., 1/19/2000, 5/21/2010,,,,,,,
72,New Jersey Police & Fire,2,Local Police and Fire,4,,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/28/2011,,,,,,,
72,New Jersey Police & Fire,2,Local Police and Fire,5,,Members hired after June 28th 2011., 6/29/2011,  1/1/8000,,,,,,,
73,New Jersey Teachers,0,All Employees,0,,,,,,,,,,,
73,New Jersey Teachers,0,All Employees,1,Class A,Members hired before July 1st 2007,1/1/1800,12/31/1955,,,,,,,
