PlanName,DataEntryCode,source_FundingAndMethods,notes_FundingAndMethods,initials_FundingAndMethods,AssetValMeth,PhaseIn,AssetValMeth_note,ActCostMeth,ActCostMeth_note,FundingMeth,FundingMeth_note,ppd_id,EEGroupID,TierID,fy,scaled_check,MktAssets_Smooth,ActAssets_Smooth,NetFlows_smooth,AssetValMethCode,SmoothingReset,GainlossConcept,GainLossBase_1,GainLossBase_2,GainLoss,GainLossPeriod,PhaseInPercent,PhaseInPeriods,PhaseInType,GainLossRecognition,AssetSmoothingBaseline,ExpectedReturnMethod,AddSubtractGainLoss,UpperCorridor,LowerCorridor,ActCostMethCode,FundMethCode_1,FundMethCode_2,PayrollGrowthAssumption,TotAmortPeriod,RemainingAmortPeriod,UAALYearEstablished,WageInflation
Kentucky County,,,,,,,,,,,,40,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky County,,,,,,,,,,,,40,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky County,,,,,,,,,,,,40,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky County,,,,,,,,,,,,40,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky County,,,,,,,,,,,,40,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky County,,,,,,,,,,,,40,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky County,,p. 99-100 (p. 30-31 of CERS Portion of Val) Development of Actuarial Value of Assets,Combine Hazardous and Non-Hazardous,JP,,42262.081; -120252.295; 137577.783;  89255.419; -354139.618;,,,,,,40,0,0,2013,0,7611488.324000001,7438785.893,-215602.212,0,0,0,1,4,,0,.2,5,0,0,4,2,1,,,,,,.045,,,,.045
Kentucky County,,p. 33-34  (p. 30-31 of CERS Portion of Val) Development of Actuarial Value of Assets,Combine Hazardous and Non-Hazardous,JFP,,120416.353; 42262.081; -120252.295; 137577.783;  89255.419,,,,,,40,0,0,2014,0,8590298.571000001,8084773.719,-239125.782,0,0,0,1,4,,0,.2,5,0,0,4,2,1,,,,,,.045,,,,.045
Kentucky County,,p. 116-117 (p. 32-33 of CERS Val) Development of Actuarial Value of Assets,Combine Hazardous and Non-Hazardous,JP,,-101725.462; 120416.353; 42262.081; -120252.295; 137577.783,,,,,,40,0,0,2015,0,8499851.92,8571631.469000001,-305979.405,0,0,0,1,4,,0,.2,5,0,0,4,2,1,,,,,,.04,,,,.04
Kentucky County,,p. 113-114 Development of Actuarial Value of Assets,Combine Hazardous and Non-Hazardous,TP,,-135638.436; -101725.462; 120416.353; 42262.081; -120252.295,,,,,,40,0,0,2016,0,8109856.181,8674491.52,-392326.976,0,0,0,1,4,,0,.2,5,0,0,4,2,1,,,,,,.04,,,,.04
Kentucky ERS,,,,,,,,,,,,41,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,,,,,,,,,,,41,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky ERS,,p. 39-40 (p. 30-31 of ERS Portion of Val) Development of Actuarial Value of Assets,Combine Hazardous and Non-Hazardous,JP,,17637.388; -56416.361; 77890.784; 61728.554; -271501.656,,,,,,41,0,0,2013,0,3260590.252,3141779.66,-547605.3840000001,0,0,0,1,4,,0,.2,5,0,0,4,2,1,,,,,,.045,,,,.045
Kentucky ERS,,p. 97-98 (p. 30-31 of ERS Portion of Val) Development of Actuarial Value of Assets,Combine Hazardous and Non-Hazardous,JP,,37524.914; 17637.388; -56416.361; 77890.784; 61728.554,,,,,,41,0,0,2014,0,3119923.859,2951853.977,-570727.284,0,0,0,1,4,,0,.2,5,0,0,4,2,1,,,,,,.045,,,,.045
Kentucky ERS,,p. 41-42 (p. 32-33 of ERS Portion of Val) Development of Actuarial Value of Assets,Combine Hazardous and Non-Hazardous,JP,,-35283.117; 37524.914; 17637.388; -56416.361; 77890.784,,,,,,41,0,0,2015,0,2857978.382,2907677.697,-335441.818,0,0,0,1,4,,0,.2,5,0,0,4,2,1,,,,,,.04,,,,.04
Kentucky ERS,,p. 40-41 Development of Actuarial Value of Assets,Combine Hazardous and Non-Hazardous,TP,,-45127.555; -35283.117; 37524.914; 17637.388; -56416.361,,,,,,41,0,0,2016,0,2478101.322,2671773.682,-375948.144,0,0,0,1,4,,0,.2,5,0,0,4,2,1,,,,,,.04,,,,.04
Kentucky Teachers,,,,,,,,,,,,42,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,,,,,,,,,,,42,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Teachers,,2013 TRS AV p 23,,JFP,,191479.441; -160195.981; 363670.625; 133378.916; -611235.941,,,,,,42,0,0,2013,0,16108808.305,14962758.316,-728186.847,0,0,0,1,2,,0,.2,5,0,0,4,1,1,,,,,,.04,,,,.035
Kentucky Teachers,,2014 TRS AV p 24,,JFP,,325163.609; 191479.441; -160195.981; 363670.625; 133378.916,,,,,,42,0,0,2014,0,18092570.615,16174199.191,-819485.646,0,0,0,1,2,,0,.2,5,0,0,4,1,1,,,,,,.04,,,,.035
Kentucky Teachers,,2015 TRS AV p 23,,JP,,-92160.668; 325163.609; 191479.441; -160195.981; 363670.625,,,,,,42,0,0,2015,0,18049130.737,17219519.677,-905618.637,0,0,0,1,2,,0,.2,5,0,0,4,1,1,,,,,,.04,,,,.035
Kentucky Teachers,,2016 TRS AV p 24,,TP,,-312346.803; -92160.668; 325163.609; 191479.441; -160195.981,,,,,,42,0,0,2016,0,16812831.883,17496894.437,-991083.994,0,0,0,1,2,,0,.2,5,0,0,4,1,1,,,,,,.04,,,,.035
LA County ERS,,,,,,,,,,,,43,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA County ERS,,,,,,,,,,,,43,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,.0385,,,,.0385
LA County ERS,,p. 22 Exhibit 5: Five-Year Smoothing of Gains and Losses on Market Value,flow p 50,jp,,1736508; -3347734; 4321.645; 1461.263; 0 ,,,,,,43,0,0,2013,0,41773519,40372042,-832177,0,0,1,1,2,,0,.8,5,1,1,1,,0,,,,,,.035,,,,.035
LA County ERS,,p. 25 Exhibit 5: Five-Year Smoothing of Gains and Losses on Market Value,,JFP,,3751951; 1736508; -3347734; 4321645; 0,,,,,,43,0,0,2014,0,47722277,44153576,-902958,0,0,1,1,2,,0,.8,5,1,1,1,,0,,,,,,.035,,,,.035
LA County ERS,,p. 20 Exhibit 5: Five-Year Smoothing of Gains and Losses on Market Value,,JP,,-1620278; 3751951; 1736508; -3347734; 0,,,,,,43,0,0,2015,0,48818350,47838345,-832177,0,0,1,1,2,,0,.8,5,1,1,1,,0,,,,,,.035,,,,.035
LA County ERS,,p. 22 Exhibit 5: Five-Year Smoothing of Gains and Losses on Market Value,,TP,,-3609283; -1620278; 3751951; 1736508; 0,,,,,,43,0,0,2016,0,47846694,49858205,-987391,0,0,1,1,2,,0,.8,5,1,1,1,,0,,,,,,.0325,,,,.0325
Louisiana SERS,,,,,,,,,,,,44,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,,,,,,,,,,,44,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana SERS,,p. 13-14 Actuarial Value of Assets,flow p 18,jp,,357019.760; -802801.828; 1187600.194; 560609.610; 0,,,,,,44,0,0,2013,0,10327598.351,9936501.640000001,-294670.8639999999,0,0,1,1,2,,0,.8,5,1,1,1,,0,1.2,.8,,,,,,,,.03
Louisiana SERS,,p. 13-14 Actuarial Value of Assets,flow p 18,JFP,,963342.789; 357019.760; -802801.828; 1187600.194; 0,,,,,,44,0,0,2014,0,11624853.426,10723568.031,-473266.3059999999,0,0,1,1,2,,0,.8,5,1,1,1,,0,1.2,.8,,,,.03,,,,.0275
Louisiana SERS,,p. 13-14 Actuarial Value of Assets,flows p 12: EXHIBIT 2: State of Revenues and Expenses,JP,,-733893.730; 963342.789; 357019.760; -802801.828; 0,,,,,,44,0,0,2015,0,11415150.926,11442012.698,-362511.6300000001,0,0,1,1,2,,0,.8,5,1,1,1,,0,1.2,.8,,,,,,,,.03
Louisiana SERS,,2016 LASERS AV p 17,flow p 15,TP,,-1166526.680; -733893.730; 963342.789; 357019.760; 0,,,,,,44,0,0,2016,0,10723714.826,11640531.339,-394706.8670000001,0,0,1,1,2,,0,.8,5,1,1,1,,0,1.2,.8,,,,,,,,.03
Louisiana Teachers,,,,,,,,,,,,45,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana Teachers,,,,,,,,,,,,45,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,.03
Louisiana Teachers,,p. 13-14 Actuarial Value of Assets,flow p 18,jp,,603108.919; -1245166.296; 1970321.330; 382530.364; 0,,,,,,45,0,0,2013,0,15490236.86,14890214.898,-453730.5519999999,0,0,1,1,2,,0,.8,5,1,1,1,,0,1.2,.8,,,,,,,,.025
Louisiana Teachers,,p. 13-14 Actuarial Value of Assets,flow p 18,JFP,,1595397.918; 603108.919; -1245166.296; 1970321.330; 0,,,,,,45,0,0,2014,0,17900035.458,16365854.025,-408264.5350000002,0,0,1,1,2,,0,.8,5,1,1,1,,0,1.2,.8,,,,.025,,,,.025
Louisiana Teachers,,p. 13-14 Actuarial Value of Assets,flows: EXHIBIT 2: State of Revenues and Expenses,JP,,-923787.158; 1595397.918; 603108.919; -1245166.296; 0,,,,,,45,0,0,2015,0,17896379.678,17685960.345,-435638.679,0,0,1,1,2,,0,.8,5,1,1,1,,0,1.2,.8,,,,,,,,.025
Louisiana Teachers,,2016 TRSL AV p 17,flow p 15,TP,,-1185490.155; -923787.158; 1595397.918; 603108.919; 0,,,,,,45,0,0,2016,0,17537950.955,18281834.423,-539020.9299999999,0,0,1,1,2,,0,.8,5,1,1,1,,0,1.2,.8,,,,,,,,.025
Maine Local,,,,,,,,,,,,46,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,,,,,,,,,,,46,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Local,,p. 18 Development of Actuarial Value of Assets,Contains Maine State/Teacher and Local,jp,,,,,,,,46,0,0,2013,1,11344181.577,11451993.55,-360735.452,0,0,1,1,4,,0,.3333333333333333,1,,,4,2,1,,,,,,.035,,,,.035
Maine Local,,,,JFP,,,,,,,,46,0,0,2014,1,12898321.939,12498925.846,-340037.46,0,0,1,1,4,,0,.3333333333333333,1,,,4,2,1,,,,,,.035,,,,.035
Maine Local,,,,JP,,,,,,,,46,0,0,2015,1,12746883.2,12912976.273,-380141.945,0,0,1,1,4,,0,.3333333333333333,1,,,4,2,1,,,,,,.035,,,,.035
Maine Local,,2016 LDRP AV p 18,,TP,,,,,,,,46,0,0,2016,1,12424092.601,13112869.07,-363057.142,0,0,1,1,4,,0,.3333333333333333,1,,,4,2,1,,,,,,.035,,,,.035
Maine State and Teacher,,,,,,,,,,,,47,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,,,,,,,,,,,47,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine State and Teacher,,p. 18 Development of Actuarial Value of Assets,Contains Maine State/Teacher and Local,jp,,,,,,,,47,0,0,2013,1,11344181.577,11451993.55,-360735.452,0,0,1,1,4,,0,.3333333333333333,1,,,4,2,1,,,,,,.035,,,,.035
Maine State and Teacher,,,,JFP,,,,,,,,47,0,0,2014,1,12898321.939,12498925.846,-340037.46,0,0,1,1,4,,0,.3333333333333333,1,,,4,2,1,,,,,,.035,,,,.035
Maine State and Teacher,,,,JP,,,,,,,,47,0,0,2015,1,12746883.2,12912976.273,-380141.945,0,0,1,1,4,,0,.3333333333333333,1,,,4,2,1,,,,,,.035,,,,.035
Maine State and Teacher,,2016 SAT AV p 22,,TP,,,,,,,,47,0,0,2016,1,12424092.601,13112869.07,-363057.142,0,0,1,1,4,,0,.3333333333333333,1,,,4,2,1,,,,,,.035,,,,.035
Maryland PERS,,,,,,,,,,,,48,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,,,,,,,,,,,48,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland PERS,,2013 MSRPS AV p 35,Contains total MSRPS,JFP,,197918.098; -557930.236; 764446.381; 365473.435; -862239.781,,,,,,48,0,0,2013,1,40363217.244,39350969.353,-661303.2340000001,0,0,0,1,2,989590.487,0,.2,5,0,0,4,1,1,1.2,.8,,,,.0345,,,,
Maryland PERS,,2014 MSRPS AV p 33,Contains total MSRPS,JFP,,525173.015; 197918.098; -557930.236; 764446.381; 365473.435,,,,,,48,0,0,2014,1,45339988.796,42996956.526,-729496.421,0,0,0,1,2,2625865.073,0,.2,5,0,0,4,1,1,1.2,.8,,,,.034,,,,.034
Maryland PERS,,2015 MSRPS AV p 34,Contains total MSRPS,JP,,-448552.290; 525173.015; 197918.098; -557930.236; 764446.381,,,,,,48,0,0,2015,1,45789839.914,46170624.066,-747819.553,0,0,0,1,2,-2242761.452,0,.2,5,0,0,4,1,1,1.2,.8,,,,.032,,,,.032
Maryland PERS,,2016 MSRPS AV p 34,Contains total MSRPS,TP,,-585090.141; -448552.290; 525173.015; 197918.098; -557930.236,,,,,,48,0,0,2016,1,45365925.991,47803679.296,-921444.493,0,0,0,1,2,-2925450.697,0,.2,5,0,0,4,1,1,1.2,.8,,,,.032,,,,.032
Maryland Teachers,,,,,,,,,,,,49,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,,,,,,,,,,,49,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland Teachers,,2013 TCS AV p 35,Contains total MSRPS,JFP,,197918.098; -557930.236; 764446.381; 365473.435; -862239.781,,,,,,49,0,0,2013,1,40363217.244,39350969.353,-661303.2340000001,0,0,0,1,2,989590.487,0,.2,5,0,0,4,1,1,1.2,.8,,,,.0345,,,,
Maryland Teachers,,2014 TCS AV p 33,Contains total MSRPS,JFP,,525173.015; 197918.098; -557930.236; 764446.381; 365473.435,,,,,,49,0,0,2014,1,45339988.796,42996956.526,-729496.421,0,0,0,1,2,2625865.073,0,.2,5,0,0,4,1,1,1.2,.8,,,,.034,,,,
Maryland Teachers,,2015 TCS AV p 34,Contains total MSRPS,JP,,-448552.290; 525173.015; 197918.098; -557930.236; 764446.381,,,,,,49,0,0,2015,1,45789839.914,46170624.066,-747819.553,0,0,0,1,2,-2242761.452,0,.2,5,0,0,4,1,1,1.2,.8,,,,.032,,,,.032
Maryland Teachers,,2016 MSRPS AV p 34,Contains total MSRPS,TP,,-448552.290; 525173.015; 197918.098; -557930.236; 764446.381,,,,,,49,0,0,2016,1,45365925.991,47803679.296,-921444.493,0,0,0,1,2,-2925450.697,0,.2,5,0,0,4,1,1,1.2,.8,,,,.032,,,,.032
Massachusetts SERS,,,,,,,,,,,,50,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2011,,,,,,,,,,624953,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,,,,,,,,,,,50,0,0,2012,,,,,,,,,,-1749678,,,,,,,,,,,,,,,,,,
Massachusetts SERS,,1/1/2013 SERS AV p. 18,,JP,,173289; -349936; 124991; 194285; -1639689  ,Expected Actuarial Assets includes unrecognized gain/losses from prior years.,,,,,50,0,0,2013,0,20405004,20317389,-797683,0,0,1,1,4,866444,0,.2,5,0,0,4,2,1,1.1,.9,,,,.04,,,,
Massachusetts SERS,,1/1/2014 SERS AV p. 19,,JFP,,298734; 173289; -349936; 124991; 194285,Expected Actuarial Assets includes unrecognized gain/losses from prior years.,,,,,50,0,0,2014,0,22721053,21581133,-772125,0,0,1,1,4,1493668,0,.2,5,0,0,4,2,1,1.1,.9,,,,,,,,.04
Massachusetts SERS,,1/1/2015 SERS AV p. 15,,JP,,31621; 298734; 173289; -349936; 124991,Expected Actuarial Assets includes unrecognized gain/losses from prior years.,,,,,50,0,0,2015,0,23739487,22720160,-832848,0,0,1,1,4,158105,0,.2,5,0,0,4,2,1,1.1,.9,,,,,,,,
Massachusetts SERS,2,1/1/2016 SERS AV p.17,why do we use 2015 data for year 2016?,TP,,-288783; 31621; 298734; 173289; -349936,Expected Actuarial Assets includes unrecognized gain/losses from prior years.,,,,,50,0,0,2016,0,23176451,23465963,-847109,0,0,1,1,4,-1443914,0,.2,5,0,0,4,2,1,1.1,.9,,,,,,,,
