system_id,RetirementSystemName,NumberofPlans,NumberofEmployers,RetirementSystemDesc,RetirementSystemStateAbbrev
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
12,Colorado Public Employees Retirement Association,4,400,"Since June 30th, 2011, Colorado PERA administers pension and other benefits for state employees, and public school teachers (including those in the Denver school district), and employees (except non-public safety personnel) of political subdivisions that have elected to participate.  Prior to June 30th 2011, Denver Public Schools Retirement System (DPSRS) administered the pension and other benefits for all full-time employees of the Denver School District.",CO
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
13,Connecticut State Employees Retirement System,1,1,"CT SERS administers pension and other benefits for state employees. Assets are managed by the state treasurer, who serves as sole trustee. The system is administered by the Retirement Division of the state comptroller.",CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
14,Connecticut Teachers Retirement Board,1,1,The CT TRB administers pension and other benefits for public school teachers in Connecticut.,CT
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
15,Contra Costa County Employees' Retirement Association,1,1368,The CCCERA administers pension benefits for substantially all employees of Contra Costa County and 18 agencies and special districts in the county. The County issued $322.7 million in pension obligation bonds in April 2003 to reduce the plan's unfunded li,CA
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
16,District of Columbia Retirement Board,2,1,"The DCRB administers pension and other benefits for public school teachers, police, and firefighters employed by the District of Columbia.",DC
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
17,Delaware Public Employees Retirement System,9,139,"Delaware PERS administers pension and other benefits for substantially all public employees in Delaware. The system administers the following plans: State Employees' Pension Plan, Special Pension Plan, New State Police Pension Plan, Judiciary Pension Plan",DE
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
18,Denver Employees Retirement Plan,1,2,,CO
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
20,Duluth Teachers Retirement Fund Association,1,590,"The Duluth Teachers RFA provides pension, death, and disability benefits for certificated employees of Duluth Public Schools.",MN
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
21,Educational Employees' Supplementary Retirement System of Fairfax County,1,1,"The ERFC administers supplemental pension and other benefits for certificated and non-certificated employees of county school districts. System members also participate in the Virginia Retirement System. Membership figures are as of 6/30/03, the data of t",VA
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
22,Florida Retirement System,1,1014,"The Florida Retirement System administers pension and other benefits for most public employees in the state, including state employees; teachers and school district employees; and employees of political subdivisions that have elected to participate. FRS a",FL
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
23,Georgia Employees Retirement System,7,487,"ERS of Georgia administers pension and other benefits for state employees, non-certificated employees of public school districts, and political subdivisions that are adjuncts of the state, such as county tax commissioners, county health departments and co",GA
24,Georgia Teachers Retirement System,1,294,"TRS of Georgia administers pension and other benefits for certificated teachers employed by school districts, public libraries, public colleges and universities, and other educational agencies.",GA
24,Georgia Teachers Retirement System,1,294,"TRS of Georgia administers pension and other benefits for certificated teachers employed by school districts, public libraries, public colleges and universities, and other educational agencies.",GA
24,Georgia Teachers Retirement System,1,294,"TRS of Georgia administers pension and other benefits for certificated teachers employed by school districts, public libraries, public colleges and universities, and other educational agencies.",GA
