ppd_id,PlanName_check,EEGroupID,EEGroupName,source_EEGroupBasics,notes_EEGroupBasics,initials_EEGroupBasics_check,EEGroupType,EEGroupTypesCovered,EEStateorLocalEmployeesOnly,EEGroupSocSecCovered,EEGroupEmployerType,EEGroupCostSharing,EEGroupCostStructure_check,EEGroupCostStructure,EEGroupInceptionYear,EEGroupClosed,EEGroupYearClosed
77,New York City Teachers,1,Basic Plans,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,,,
77,New York City Teachers,2,Age 55 Plans,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,,,
78,New York State Teachers,0,All Employees,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1921,0,0
79,North Carolina Local Government,1,General Employees,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1941,0,0
79,North Carolina Local Government,2,Law Enforcement,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1941,0,0
79,North Carolina Local Government,3,Firefighters,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1941,0,0
80,North Carolina Teachers and State Employees,1,Classroom Teachers,,,,2,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1945,0,0
80,North Carolina Teachers and State Employees,2,Other Education,,,,5,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1945,0,0
80,North Carolina Teachers and State Employees,3,General Employees,,,,1,,1,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1945,0,0
80,North Carolina Teachers and State Employees,4,Law Enforcement Officers,,,,3,,1,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1945,0,0
81,North Dakota PERS,1,General Employees,,,,1,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1977,0,0
81,North Dakota PERS,2,Judges,,,,7,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1977,0,
81,North Dakota PERS,3,National Guard,,,,3,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1977,0,0
81,North Dakota PERS,4,Law Enforcement,,,,3,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1977,0,0
82,North Dakota Teachers,0,All Employees,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1913,0,0
83,NY State & Local ERS,0,All Employees,,,,0,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1921,0,
84,New York State Police & Fire,0,All Employees,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1966,0,0
85,Ohio PERS,1,General State Employees-Traditional Plan,,,,1,,1,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1935,0,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,,,,1,,2,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1935,0,0
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,,,,3,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1935,0,0
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,,,,3,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1935,0,0
85,Ohio PERS,5,General State Employees-Combined Plan,,,,1,,1,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1935,0,0
85,Ohio PERS,6,General Local Employees-Combined Plan,,,,1,,2,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1935,0,0
86,Ohio Police & Fire,1,State and Local Police,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1967,0,0
86,Ohio Police & Fire,2,State and Local Fire,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1967,0,0
87,Ohio School Employees,0,All Groups,,,,5,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1937,0,0
88,Ohio Teachers,1,Traditional Plan,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1919,0,0
88,Ohio Teachers,2,Combined Plan,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1919,0,0
89,Oklahoma PERS,1,General Employee,,,,1,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1964,0,0
89,Oklahoma PERS,2,Hazardous Duty,,,,3,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1964,0,0
90,Oklahoma Teachers,0,All Employees,,Excludes EESIP ,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1943,0,0
91,Oregon PERS,1,General State and Local Employees,,,,1,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1946,0,0
91,Oregon PERS,2,Teachers,,,,2,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1946,0,0
91,Oregon PERS,3,State and Local Police Officers and Firefighters,,,,3,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1946,0,0
91,Oregon PERS,4,Independent Employers,,,,1,,2,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1946,0,0
92,Pennsylvania School Employees,0,All Groups,,,,,,,,,,,,,,
93,Pennsylvania State ERS,1,General State Employees,,,,1,,1,Plan covers state employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1923,0,0
93,Pennsylvania State ERS,2,State Police,,,,3,,1,Plan covers state employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1923,0,0
93,Pennsylvania State ERS,3,Legislators,,,,4,,1,Plan covers state employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1923,0,0
93,Pennsylvania State ERS,4,Judges - Class E-1,,,,6,,1,Plan covers state employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1923,0,0
94,Phoenix ERS,0,All Employees,,,,0,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1953,0,0
95,Rhode Island ERS,1,General state government employees,,,,1,,1,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1936,0,0
95,Rhode Island ERS,2,Teachers,,,,2,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1936,0,0
97,San Diego County,1,General,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1939,0,0
97,San Diego County,2,Safety,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1939,0,0
98,San Francisco City & County,1,General ,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1922,0,0
98,San Francisco City & County,2,Police and Fire,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1922,0,0
99,South Carolina Police,0,State and Local Police,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1962,0,0
100,South Carolina RS,1,General State Employees,,,,1,,1,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1945,0,0
100,South Carolina RS,2,General Local Employees,,,,1,,2,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1945,0,0
100,South Carolina RS,3,Teachers,,,,2,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1945,0,0
101,South Dakota RS,1,Class A Members,,,,0,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1974,0,0
101,South Dakota RS,2,Class B Public Safety Members,,,,3,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1974,0,0
101,South Dakota RS,3,Class B Judicial Members,,,,7,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1974,0,0
102,St. Louis School Employees,0,All Employees,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1944,0,0
103,St. Paul Teachers,0,All Employees,,,,2,,,Plan covers teachers,Single employer ,1,0,Plan members covered by Social Security,1909,0,0
105,Texas ERS,1,Regular Employees,,,,1,,,Plan covers state and local employees,Single employer ,1,0,"cost-sharing, multiemployer",1947,0,0
105,Texas ERS,2,Certified Peace Officer/Custodial Officer,,,,3,,,Plan covers state and local employees,Single employer ,1,0,"cost-sharing, multiemployer",1947,0,0
105,Texas ERS,3,Elected Officials,,,,4,,,Plan covers state and local employees,Single employer ,1,0,"cost-sharing, multiemployer",1947,0,0
106,Texas LECOS,0,All Employees,,Only modeling Employee Class,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members covered by Social Security,1979,0,0
108,Texas Teachers,0,Teachers,,,,,,,,,,,,,,
110,TN State and Teachers,1,State,,,,1,,,Plan covers state employees,Teachers are covered under a cost sharing plan; state employees are covered under a multi-employer agent plan,2,1,Plan members covered by Social Security,1972,0,0
110,TN State and Teachers,2,Teachers,,,,2,,,Plan covers state employees,Teachers are covered under a cost sharing plan; state employees are covered under a multi-employer agent plan,2,1,Plan members covered by Social Security,1972,0,0
111,University of California,1,Regular,,,,0,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1961,0,0
111,University of California,2,"CNA, UPTE, or AFSCME",,,,0,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,2013,0,0
112,Utah Noncontributory,0,All Employees,,,,0,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1963,0,0
113,Vermont State Employees,1,Old General (Plan A),,,,1,,,Plan covers state employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1944,0,0
113,Vermont State Employees,2,Police (Plan C),,,,3,,,Plan covers state employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1944,0,0
113,Vermont State Employees,3,Judges (Plan D),,,,7,,,Plan covers state employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1944,0,0
113,Vermont State Employees,4,New General (Plan F),,,,1,,,Plan covers state employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1944,0,0
114,Vermont Teachers,1,Group A,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1947,1,1981
114,Vermont Teachers,2,Group C,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1947,0,0
115,Virginia Retirement System,1,State Employees,,,,1,,1,Plan covers state and local employees,"Multiple employer, agent plan",1,0,"cost-sharing, multiemployer",1942,0,0
115,Virginia Retirement System,2,Local General Employees,,,,1,,2,Plan covers state and local employees,"Multiple employer, agent plan",0,0,"agent, multiemployer",1942,0,0
115,Virginia Retirement System,3,Teachers,,,,2,,,Plan covers state and local employees,"Multiple employer, agent plan",1,0,"cost-sharing, multiemployer",1942,0,0
115,Virginia Retirement System,4,Local Safety Employees,,,,3,,2,Plan covers state and local employees,"Multiple employer, agent plan",2,0,"agent, multiemployer",1942,0,0
117,Washington LEOFF Plan 2,0,All Employees,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1977,0,0
119,Washington PERS 2/3,1,Plan 2,,,,1,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1977,0,0
119,Washington PERS 2/3,2,Plan 3,,,,1,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",2002,0,0
120,Washington School Employees Plan 2/3,1,Plan 2,,,,0,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,2000,0,0
120,Washington School Employees Plan 2/3,2,Plan 3,,,,0,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,2000,0,0
122,Washington Teachers Plan 2/3,0,All Employees,,,,2,,,Plan covers teachers,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1977,0,0
125,Wisconsin Retirement System,1,General State and Local Employees,,,,1,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1982,0,0
125,Wisconsin Retirement System,2,Public School Employees,,,,2,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1982,0,0
125,Wisconsin Retirement System,3,Universities,,,,2,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1982,0,0
125,Wisconsin Retirement System,4,Executive Group and Elected Officials,,,,4,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1982,0,0
125,Wisconsin Retirement System,5,Protective Occupation-SS,,,,3,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1982,0,0
125,Wisconsin Retirement System,6,Protective Occupation-No SS,,,,3,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"agent, multiemployer",1982,0,0
126,Wyoming Public Employees,0,All Employees,,,,1,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1949,0,0
127,Arizona State Corrections Officers,0,All Employees,,,,3,,,Plan covers police and/or fire,"Multiple employer, agent plan",2,0,Plan members covered by Social Security,1968,0,0
128,Connecticut Municipal,1,General- Social Security,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1947,0,0
128,Connecticut Municipal,2,General- No Social Security,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1947,0,0
128,Connecticut Municipal,3,Police and Fire- Social Security,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1947,0,0
128,Connecticut Municipal,4,Police and Fire- No Social Security,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1947,0,0
129,Iowa Municipal Fire and Police,0,All Employees,,,,3,,,Plan covers police and/or fire,"Multiemployer, cost sharing plan",3,1,Plan members covered by Social Security,1992,0,0
130,Louisiana Municipal Police,1,Hazardous ,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,Plan members not covered by Social Security,1973,0,0
130,Louisiana Municipal Police,2,Non-Hazardous,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,Plan members not covered by Social Security,1973,0,0
131,Louisiana Schools,0,All Employees,,,,,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,Plan members not covered by Social Security,1946,0,0
132,Louisiana State Parochial Employees,1,Plan A,,,,0,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"Plan A members are not covered by Social Security, Plan B members are covered by Social Security",1953,0,0
132,Louisiana State Parochial Employees,2,Plan B,,,,0,,,Plan covers state and local employees,"Multiple employer, cost sharing plan",2,1,"Plan A members are not covered by Social Security, Plan B members are covered by Social Security",1953,0,0
133,Minnesota Police and Fire Retirement Fund,0,Local Police and Fire,,,,3,,2,,,,,,,,
134,Oklahoma Police Pension and Retirement System,0,All Employees,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1981,0,0
135,Utah Public Safety,1,Public Safety Contributory - Tier I,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1963,1,1989
135,Utah Public Safety,2,Public Safety Non-Contributory - Tier I,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1990,1,2011
135,Utah Public Safety,3,Firefighters - Tier I,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1963,1,2011
135,Utah Public Safety,4,Public Safety and Firefighter -Tier II,,,,3,,,Plan covers police and/or fire,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,2012,0,0
137,Alameda County Employee's Retirement Association,1,General,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1947,0,0
137,Alameda County Employee's Retirement Association,2,Safety,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1947,0,0
138,Kern County Employees Retirement Association,1,General,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
138,Kern County Employees Retirement Association,2,Safety,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
139,Los Angeles City Employees' Retirement System,0,All Employees,,,,1,,,Plan covers local employees,Single employer ,1,0,Plan members not covered by Social Security,1937,0,0
140,Los Angeles Fire and Police,0,All Employees,,,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members covered by Social Security,1901,0,0
141,Los Angeles Water and Power,0,All Employees,,,,0,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1938,0,0
142,Orange County ERS,1,Plan G,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,2,Plan H,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,3,Plan I,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,4,Plan J,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,5,Plan N,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,6,Plan P,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,7,Plan A,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,8,Plan B,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,9,Plan E,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,10,Plan F,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,11,Plan T,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,12,Plan U,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
142,Orange County ERS,13,Plan V,,,,0,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1945,0,0
143,Sacramento County ERS,1,General,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1941,0,0
143,Sacramento County ERS,2,Safety,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1941,0,0
144,San Diego City ERS,1,General,,,,3,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1927,0,0
144,San Diego City ERS,2,Police,,,,3,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1927,0,0
144,San Diego City ERS,3,Fire,,,,3,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1927,0,0
145,Chicago Municipal Employees,0,All Employees,,,,0,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1921,0,0
146,Chicago Police,0,All Employees,,,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members covered by Social Security,1921,0,0
147,Cook County Employees,1,General,,,,1,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1926,0,0
147,Cook County Employees,2,Police,,,,3,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1926,0,0
148,Boston Retirement Board,1,General,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members not covered by Social Security,1911,0,0
148,Boston Retirement Board,2,Other Hazardous,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members not covered by Social Security,1911,0,0
148,Boston Retirement Board,3,Police and Fire,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members not covered by Social Security,1911,0,0
149,New York City Fire,0,All Employees,,,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members covered by Social Security,1941,0,0
150,New York City Police,0,Employees,,,,0,,,Plan covers police and/or fire,Single employer ,1,0,Plan members covered by Social Security,1940,0,0
151,Milwaukee City ERS,1,General Employee,,,,1,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1938,0,0
151,Milwaukee City ERS,2,Fire ,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1938,0,
151,Milwaukee City ERS,3,Police,,,,3,,,Plan covers local employees,"Multiple employer, cost sharing plan",2,1,Plan members covered by Social Security,1938,0,
152,Philadelphia Municipal Retirement System,1,Municipal,,"plan '10 opt in is optional, and in 2014 only contains 9 members for the municipal group, therefore is neglegible for now (2014 AV pg 59)",,1,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1915,0,0
152,Philadelphia Municipal Retirement System,3,Fire (Uniformed),,,,3,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1915,0,0
153,Dallas Police and Fire,0,All Employees,,,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members covered by Social Security,1916,0,0
154,Detroit Police and Fire Retirement System,0,All Employees,,,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members not covered by Social Security,1941,1,2014
155,Baltimore Fire and Police Employees Retirement System,0,All Employees,,,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members covered by Social Security,1962,0,0
156,Seattle Employees Retirement System,0,All Employees,,,,0,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1929,0,0
158,Nashville-Davidson Metropolitan Employees Benefit Trust Fund,1,General ,,,,1,,,Plan covers local employees,Single employer ,1,0,Plan members not covered by Social Security,0,0,0
158,Nashville-Davidson Metropolitan Employees Benefit Trust Fund,2,Police/Fire,,,,3,,,Plan covers local employees,Single employer ,1,0,Plan members not covered by Social Security,0,0,0
159,Jacksonville General Employee Pension Plan,0,All Employees,,,,1,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,0,0,0
160,Cincinnati Employees Retirement System,0,All Employees,,,,1,,,Plan covers local employees,Single employer ,1,0,Plan members not covered by Social Security,1931,0,0
161,Atlanta General Employees Pension Fund,0,All Employees,,,,1,,,Plan covers local employees,Single employer ,1,0,Plan members not covered by Social Security,1927,0,0
162,Omaha School Employee Retirement System,1,Classified,,,,5,,,Plan covers teachers,Single employer ,1,0,Plan members covered by Social Security,1951,0,0
162,Omaha School Employee Retirement System,2,Certified,,,,2,,,Plan covers teachers,Single employer ,1,0,Plan members covered by Social Security,1951,0,0
164,Fairfax County Employees' Retirement System,0,All Employees,,,,0,,,Plan covers local employees,Single employer ,1,0,Plan members covered by Social Security,1955,0,0
168,City of Miami Firefighters and Police Officers Retirement Trust,1,Police Officers,,,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members not covered by Social Security,1931,0,0
168,City of Miami Firefighters and Police Officers Retirement Trust,2,Firefighters,,,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members not covered by Social Security,1931,0,0
172,Omaha Police and Fire,1,Police,,,,3,,,,,,,,,,
172,Omaha Police and Fire,2,Fire,,,,3,,,,,,,,,,
173,Atlanta Police Fund,0,All Employees,,,,3,,,Plan covers police and/or fire,Single employer ,1,0,Plan members not covered by Social Security,1924,0,0
