ppd_id,PlanName_check,EEGroupID,EEGroupName_check,TierID,TierName,TierDesc,TierHireDate,TierClosedDate,TierFutureAge,TierFutureTenure,TierFuturePoints,TierFutureDateStart,TierFutureDateEnd,notes_TierBasics,SubTierID,NumberofEEGroups,NumberofTiers,MultipleEEGroupsCoded,EEGroupID_Error,MultipleTiersCoded,TierID_Error
27,Georgia ERS,0,State and Local Employees,2,New Plan,Members hired on or after July 1st 1982 through December 31 2008,  7/1/1982,12/31/2008,,,,,,,,1,3,0,0,1,0
27,Georgia ERS,0,State and Local Employees,3,GSEPS,Members hired on or after January 1st 2009,  1/1/2009,  1/1/8000,,,,,,,,1,3,0,0,1,0
28,Georgia Teachers,0,Teachers,0,,,,,,,,,,,,1,1,0,0,0,0
29,Hawaii ERS,1,Police & Fire,1,Tier I (pre 1971) Contributory,,1/1/1800, 6/30/1970,,,,,,,,3,3,1,0,1,0
29,Hawaii ERS,1,Police & Fire,2,Tier II (1971-2012) Contributory,,  7/1/1970, 6/30/2012,,,,,,,,3,3,1,0,1,0
29,Hawaii ERS,1,Police & Fire,3,Tier III (2012+) Contributory,,  7/1/2012,  1/1/8000,,,,,,,,3,3,1,0,1,0
29,Hawaii ERS,2,Teachers,1,Tier I (pre 1971) NonContributory,,1/1/1800, 6/30/1970,,,,,,,,3,4,1,0,1,0
29,Hawaii ERS,2,Teachers,2,Tier II (1971-2006) NonContributory,,  7/1/1970, 6/30/2006,,,,,,,,3,4,1,0,1,0
29,Hawaii ERS,2,Teachers,3,Tier III (2006-2012) Hybrd,,  7/1/2006, 6/30/2012,,,,,,,,3,4,1,0,1,0
29,Hawaii ERS,2,Teachers,4,Tier IV (2012+) Hybrid,,  7/1/2012,  1/1/8000,,,,,,,,3,4,1,0,1,0
29,Hawaii ERS,3,General Employees,1,Tier I (pre 1971) NonContributory,,1/1/1800, 6/30/1970,,,,,,,,3,4,1,0,1,0
29,Hawaii ERS,3,General Employees,2,Tier II (1971-2006) NonContributory,,  7/1/1970, 6/30/2006,,,,,,,,3,4,1,0,1,0
29,Hawaii ERS,3,General Employees,3,Tier III (2006-2012) Hybrd,,  7/1/2006, 6/30/2012,,,,,,,,3,4,1,0,1,0
29,Hawaii ERS,3,General Employees,4,Tier IV (2012+) Hybrid,,  7/1/2012,  1/1/8000,,,,,,,,3,4,1,0,1,0
30,Houston Firefighters,0,All Employees,1,Tier 1 (pre 1987),,1/1/1800, 8/31/1987,,,,,,,,1,2,0,0,1,0
30,Houston Firefighters,0,All Employees,2,Tier 2 (1987+),,  9/1/1987,  1/1/8000,,,,,,,,1,2,0,0,1,0
31,Idaho PERS,1,General State and Local Employees,0,,,,,,,,,,,,3,1,1,0,0,0
31,Idaho PERS,2,Teachers,0,,,,,,,,,,,,3,1,1,0,0,0
31,Idaho PERS,3,Police and Fire,0,,,,,,,,,,,,3,1,1,0,0,0
33,Illinois SERS,1,General State Government Employees - SocSec,1,,Members hired before January 1st 2011,1/1/1800,12/31/2010,,,,,,,,4,2,0,0,1,0
33,Illinois SERS,1,General State Government Employees - SocSec,2,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,,4,2,0,0,1,0
33,Illinois SERS,2,General State Government Employees - Non-SocSec ,1,,Members hired before January 1st 2011,1/1/1800,12/31/2010,,,,,,,,4,2,0,0,1,0
33,Illinois SERS,2,General State Government Employees - Non-SocSec ,2,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,,4,2,0,0,1,0
33,Illinois SERS,3,State Police and Firefighters - SocSec ,1,,Members hired before January 1st 2011,1/1/1800,12/31/2010,,,,,,,,4,2,0,0,1,0
33,Illinois SERS,3,State Police and Firefighters - SocSec ,2,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,,4,2,0,0,1,0
33,Illinois SERS,4,State Police and Firefighters - Non-SocSec ,1,,Members hired before January 1st 2011,1/1/1800,12/31/2010,,,,,,,,4,2,0,0,1,0
33,Illinois SERS,4,State Police and Firefighters - Non-SocSec ,2,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,,4,2,0,0,1,0
34,Illinois Teachers,0,Teachers,1,,Members hired prior to January 1st 2011,1/1/1800,12/31/2010,,,,,,,,1,2,0,0,1,0
34,Illinois Teachers,0,Teachers,2,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,,1,2,0,0,1,0
35,Illinois Universities,1,General Employees - Traditional Plan,1,,Members hired prior to July 1st 2005,1/1/1800,6/31/2005,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,1,General Employees - Traditional Plan,2,,Members hired on or after July 1st 2005 and before January 1st 2011.,  7/1/2005,12/31/2010,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,1,General Employees - Traditional Plan,3,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,2,Police and Fire - Traditional Plan,1,,Members hired prior to July 1st 2005,1/1/1800,6/31/2005,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,2,Police and Fire - Traditional Plan,2,,Members hired on or after July 1st 2005 and before January 1st 2011.,  7/1/2005,12/31/2010,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,2,Police and Fire - Traditional Plan,3,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,3,General Employees - Portable Plan,1,,Members hired prior to July 1st 2005,1/1/1800,6/31/2005,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,3,General Employees - Portable Plan,2,,Members hired on or after July 1st 2005 and before January 1st 2011.,  7/1/2005,12/31/2010,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,3,General Employees - Portable Plan,3,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,4,Police and Fire - Portable Plan,1,,Members hired prior to July 1st 2005,1/1/1800,6/31/2005,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,4,Police and Fire - Portable Plan,2,,Members hired on or after July 1st 2005 and before January 1st 2011.,  7/1/2005,12/31/2010,,,,,,,,4,3,0,0,1,0
35,Illinois Universities,4,Police and Fire - Portable Plan,3,,Members hired on or after January 1st 2011,  1/1/2011,  1/1/8000,,,,,,,,4,3,0,0,1,0
36,Indiana PERF,1,State General Employees,0,,,,,,,,,,,,2,1,0,0,0,0
36,Indiana PERF,2,Local General Employees,0,,,,,,,,,,,,2,1,0,0,0,0
37,Indiana Teachers,0,Teachers,0,,,,,,,,,,,,1,1,0,0,0,0
38,Iowa PERS,1,Regular Employees - State,0,,,,,,,,,,,,5,1,0,0,0,0
38,Iowa PERS,2,Regular Employees - School,0,,,,,,,,,,,,5,1,0,0,0,0
38,Iowa PERS,3,Regular Employees - Other,0,,,,,,,,,,,,5,1,0,0,0,0
38,Iowa PERS,4,Sheriffs and Deputies,0,,,,,,,,,,,,5,1,0,0,0,0
38,Iowa PERS,5,Protection Occupations,0,,,,,,,,,,,,5,1,0,0,0,0
39,Kansas PERS,1,State General Employees,1,Tier 1,,1/1/1800, 6/30/1993,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,1,State General Employees,2,Tier 2,,  7/1/1993, 6/30/2009,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,1,State General Employees,3,Tier 3,,  7/1/2009,12/31/2014,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,1,State General Employees,4,Cash Balance Plan,,  1/1/2015,  1/1/8000,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,2,Local General Employees,1,Tier 1,,1/1/1800, 6/30/1993,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,2,Local General Employees,2,Tier 2,,  7/1/1993, 6/30/2009,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,2,Local General Employees,3,Tier 3,,  7/1/2009,12/31/2014,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,2,Local General Employees,4,Cash Balance Plan,,  1/1/2015,  1/1/8000,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,3,Teachers,1,Tier 1,,1/1/1800, 6/30/1993,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,3,Teachers,2,Tier 2,,  7/1/1993, 6/30/2009,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,3,Teachers,3,Tier 3,,  7/1/2009,12/31/2014,,,,,,,,3,4,1,0,1,0
39,Kansas PERS,3,Teachers,4,Cash Balance Plan,,  1/1/2015,  1/1/8000,,,,,,,,3,4,1,0,1,0
40,Kentucky County,1,Non-Hazardous,2,2004-2008,,  8/1/2004, 8/30/2008,,,,,,,,2,3,1,0,1,0
40,Kentucky County,1,Non-Hazardous,3,2008-2014,,  9/1/2008,12/31/2013,,,,,,,,2,3,1,0,1,0
40,Kentucky County,1,Non-Hazardous,4,2014+,,  1/1/2014,  1/1/8000,,,,,,,,2,3,1,0,1,0
40,Kentucky County,2,Hazardous,1,Hired pre 2008,,1/1/1800, 8/30/2008,,,,,,,,2,2,1,0,1,0
40,Kentucky County,2,Hazardous,3,2014+,,  1/1/2014,  1/1/8000,,,,,,,,2,2,1,0,1,0
41,Kentucky ERS,1,Non-Hazardous,1,Hired pre 2004,,1/1/1800, 7/31/2004,,,,,,,,2,4,1,0,1,0
41,Kentucky ERS,1,Non-Hazardous,2,2004-2008,,  8/1/2004, 8/30/2008,,,,,,,,2,4,1,0,1,0
41,Kentucky ERS,1,Non-Hazardous,3,2008-2014,,  9/1/2008,12/31/2013,,,,,,,,2,4,1,0,1,0
41,Kentucky ERS,1,Non-Hazardous,4,2014+,,  1/1/2014,  1/1/8000,,,,,,,,2,4,1,0,1,0
41,Kentucky ERS,2,Hazardous,1,Hired pre 2008,,1/1/1800, 8/30/2008,,,,,,,,2,3,1,0,1,0
41,Kentucky ERS,2,Hazardous,2,2008-2014,,  9/1/2008,12/31/2013,,,,,,,,2,3,1,0,1,0
41,Kentucky ERS,2,Hazardous,3,2014+,,  1/1/2014,  1/1/8000,,,,,,,,2,3,1,0,1,0
42,Kentucky Teachers,1,Non-University,1,Pre 2002,,1/1/1800, 6/30/2002,,,,,,,,2,4,1,0,1,0
42,Kentucky Teachers,1,Non-University,2,2002-2004,,  7/1/2002, 6/30/2004,,,,,,,,2,4,1,0,1,0
42,Kentucky Teachers,1,Non-University,3,2004-2008,,  7/1/2004, 6/30/2008,,,,,,,,2,4,1,0,1,0
42,Kentucky Teachers,1,Non-University,4,2008+,,  7/1/2008,  1/1/8000,,,,,,,,2,4,1,0,1,0
42,Kentucky Teachers,2,University,1,Pre 2008,,1/1/1800, 6/30/2008,,,,,,,,2,2,1,0,1,0
42,Kentucky Teachers,2,University,4,2008+,,  7/1/2008,  1/1/8000,,,,,,,,2,2,1,0,1,0
43,LA County ERS,1,General,1,Tier I (pre 1977),,1/1/1800, 8/31/1977,,,,,,,,2,6,1,0,1,0
43,LA County ERS,1,General,2,Tier II (1977-1978),,  9/1/1977, 9/30/1978,,,,,,,,2,6,1,0,1,0
43,LA County ERS,1,General,3,Tier III (1978- 1979),, 10/1/1978, 5/31/1979,,,,,,,,2,6,1,0,1,0
43,LA County ERS,1,General,4,Tier IV (1979-1982),,  6/1/1979,  1/3/1982,,,,,,,,2,6,1,0,1,0
43,LA County ERS,1,General,5,Tier V (1982-2012),,  1/4/1982,12/31/2012,,,,,,,,2,6,1,0,1,0
43,LA County ERS,1,General,6,Tier VI (2013+),,  1/1/2013,  1/1/8000,,,,,,,,2,6,1,0,1,0
43,LA County ERS,2,Safety,1,Tier I (pre 1977),,1/1/1800, 8/31/1977,,,,,,,,2,3,1,0,1,0
43,LA County ERS,2,Safety,2,Tier II (1977-2012),,  9/1/1977,12/31/2012,,,,,,,,2,3,1,0,1,0
43,LA County ERS,2,Safety,3,Tier III (2013+),,  1/1/2013,  1/1/8000,,,,,,,,2,3,1,0,1,0
44,Louisiana SERS,1,Rank & File - Traditional DB ,1,,,1/1/1800, 6/30/2006,,,,,,,,11,3,1,0,1,0
44,Louisiana SERS,1,Rank & File - Traditional DB ,2,,,  7/1/2006,12/31/2010,,,,,,,,11,3,1,0,1,0
44,Louisiana SERS,1,Rank & File - Traditional DB ,3,,,  1/1/2011,  1/1/8000,,,,,,,,11,3,1,0,1,0
44,Louisiana SERS,2,Judges and Court Officers ,1,,,1/1/1800,12/31/2010,,,,,,,,11,1,1,0,1,0
44,Louisiana SERS,3,Legislators,1,,,1/1/1800,12/31/2010,,,,,,,,11,1,1,0,1,0
44,Louisiana SERS,4,Corrections - Primary ,1,,,1/1/1800, 8/14/1986,,,,,,,,11,2,1,0,1,0
44,Louisiana SERS,4,Corrections - Primary ,2,,, 8/15/1986,  1/1/2001,,,,,,,,11,2,1,0,1,0
44,Louisiana SERS,5,Corrections - Secondary ,1,,,1/1/1800, 6/30/2003,,,,,,,,11,2,1,0,1,0
44,Louisiana SERS,5,Corrections - Secondary ,2,,,  7/1/2003,12/31/2010,,,,,,,,11,2,1,0,1,0
44,Louisiana SERS,6,Wildlife,1,,,1/1/1800, 6/30/2003,,,,,,,,11,2,1,0,1,0
44,Louisiana SERS,6,Wildlife,2,,,  7/1/2003,12/31/2010,,,,,,,,11,2,1,0,1,0
44,Louisiana SERS,7,Peace Officers,1,,,1/1/1800,12/31/2010,,,,,,,,11,1,1,0,1,0
44,Louisiana SERS,8,Alcohol Tobacco Control,1,,,1/1/1800,12/31/2010,,,,,,,,11,1,1,0,1,0
44,Louisiana SERS,9,Bridge Police,1,,,1/1/1800, 6/30/2006,,,,,,,,11,2,1,0,1,0
44,Louisiana SERS,9,Bridge Police,2,,,  7/1/2006,12/31/2010,,,,,,,,11,2,1,0,1,0
44,Louisiana SERS,10,Judges (Act 992) ,1,,,,,,,,,,,,11,1,1,0,1,0
44,Louisiana SERS,11,Hazardous Duty (Act 992),1,,,,,,,,,,,,11,1,1,0,1,0
45,Louisiana Teachers,1,Regular Teachers,1,,,1/1/1800, 6/30/1999,,,,,,,,4,3,1,0,1,0
45,Louisiana Teachers,1,Regular Teachers,2,,,  7/1/1999,12/31/2010,,,,,,,,4,3,1,0,1,0
45,Louisiana Teachers,1,Regular Teachers,3,,,  1/1/2011,  1/1/8000,,,,,,,,4,3,1,0,1,0
45,Louisiana Teachers,2,Higher Education,1,,,1/1/1800,12/31/1971,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,2,,,  1/1/1972,12/31/1972,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,3,,,  1/1/1973,12/31/1973,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,4,,,  1/1/1974,12/31/1974,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,5,,,  1/1/1975,12/31/1975,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,6,,,  1/1/1976,12/31/1976,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,7,,,  1/1/1977,12/31/1977,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,8,,,  1/1/1978,12/31/1978,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,9,,,  1/1/1979, 6/30/1999,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,10,,,  7/1/1999,12/31/2010,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,2,Higher Education,11,,,  1/1/2011,  1/1/8000,,,,,,,,4,11,1,0,1,0
45,Louisiana Teachers,3,Lunch Plan A,1,,,1/1/1800, 6/30/1983,,,,,,,,4,4,1,0,1,0
45,Louisiana Teachers,3,Lunch Plan A,2,,,  7/1/1983, 6/30/1999,,,,,,,,4,4,1,0,1,0
45,Louisiana Teachers,3,Lunch Plan A,3,,,  7/1/1999,12/31/2010,,,,,,,,4,4,1,0,1,0
45,Louisiana Teachers,3,Lunch Plan A,4,,,  1/1/2011,  1/1/8000,,,,,,,,4,4,1,0,1,0
45,Louisiana Teachers,4,Lunch Plan B,1,,,1/1/1800, 6/30/1983,,,,,,,,4,4,1,0,1,0
45,Louisiana Teachers,4,Lunch Plan B,2,,,  7/1/1983, 6/30/1999,,,,,,,,4,4,1,0,1,0
45,Louisiana Teachers,4,Lunch Plan B,3,,,  7/1/1999,12/31/2010,,,,,,,,4,4,1,0,1,0
45,Louisiana Teachers,4,Lunch Plan B,4,,,  1/1/2011,  1/1/8000,,,,,,,,4,4,1,0,1,0
47,Maine State and Teacher,1,Teachers,1,Tier 1,,1/1/1800,  7/1/1983,,,,,,,,3,3,1,0,1,0
47,Maine State and Teacher,1,Teachers,2,Tier 2,,  7/2/1983,  7/1/2006,,,,,,,,3,3,1,0,1,0
47,Maine State and Teacher,1,Teachers,3,Tier 3,,  7/2/2006,  1/1/8000,,,,,,,,3,3,1,0,1,0
47,Maine State and Teacher,2,State Employees regular Plan,1,Tier 1,,1/1/1800,  7/1/1983,,,,,,,,3,3,1,0,1,0
47,Maine State and Teacher,2,State Employees regular Plan,2,Tier 2,,  7/2/1983,  7/1/2006,,,,,,,,3,3,1,0,1,0
47,Maine State and Teacher,2,State Employees regular Plan,3,Tier 3,,  7/2/2006,  1/1/8000,,,,,,,,3,3,1,0,1,0
47,Maine State and Teacher,3,State Employees 1998 Special Plan,1,Tier 1,,1/1/1800,  7/1/1983,,,,,,,,3,3,1,0,1,0
47,Maine State and Teacher,3,State Employees 1998 Special Plan,2,Tier 2,,  7/2/1983,  7/1/2006,,,,,,,,3,3,1,0,1,0
47,Maine State and Teacher,3,State Employees 1998 Special Plan,3,Tier 3,,  7/2/2006,  1/1/8000,,,,,,,,3,3,1,0,1,0
48,Maryland PERS,0,All Employees,1,Tier I (pre 1980) -- Employees Retirement System; Plan A,,1/1/1800,12/31/1979,,,,,,,,1,5,0,0,1,0
48,Maryland PERS,0,All Employees,2,Tier II (1980-1998) (NCPS),,  1/1/1980, 6/30/1998,,,,,,,,1,5,0,0,1,0
48,Maryland PERS,0,All Employees,3,Tier III (1998-2006) (ECPS),,  7/1/1998, 6/30/2006,,,,,,,,1,5,0,0,1,0
48,Maryland PERS,0,All Employees,4,Tier IV (2006-2011) (ACPS),,  7/1/2006, 6/30/2011,,,,,,,,1,5,0,0,1,0
48,Maryland PERS,0,All Employees,5,Tier V (2011+) (RCPB),,  7/1/2011,  1/1/8000,,,,,,,,1,5,0,0,1,0
49,Maryland Teachers,2,Teachers Retirement System,1,Alternate Contributory Pension Selection (ACPS),,  1/1/1980, 6/30/2011,,,,,,,,2,2,1,0,1,0
49,Maryland Teachers,2,Teachers Retirement System,2,Reformed Contributory Pension Benefit (RCPB),,  7/1/2011,  1/1/8000,,,,,,,,2,2,1,0,1,0
50,Massachusetts SRS,1,General Employees,2,Tier II (1975-1977),,  1/1/1975,12/31/1977,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,1,General Employees,3,Tier III (1978),,  1/1/1978,12/31/1978,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,1,General Employees,4,Tier IV (1979-1983),,  1/1/1979,12/31/1983,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,1,General Employees,5,Tier V (1984- 1996),,  1/1/1983, 6/30/1996,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,1,General Employees,6,Tier VI (1996-2012),,  7/1/1996,12/31/2012,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,1,General Employees,7,Tier VII (2012+),,  4/2/2012,  1/1/8000,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,2,Hazardous Duty,1,Tier I (pre 1975),,1/1/1800,12/31/1974,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,2,Hazardous Duty,3,Tier III (1978),,  1/1/1978,12/31/1978,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,2,Hazardous Duty,4,Tier IV (1979-1983),,  1/1/1979,12/31/1983,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,2,Hazardous Duty,5,Tier V (1984- 1996),,  1/1/1983, 6/30/1996,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,2,Hazardous Duty,6,Tier VI (1996-2012),,  7/1/1996,12/31/2012,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,2,Hazardous Duty,7,Tier VII (2012+),,  4/2/2012,  1/1/8000,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,3,State Police,1,Tier I (pre 1975),,1/1/1800,12/31/1974,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,3,State Police,2,Tier II (1975-1977),,  1/1/1975,12/31/1977,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,3,State Police,4,Tier IV (1979-1983),,  1/1/1979,12/31/1983,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,3,State Police,5,Tier V (1984- 1996),,  1/1/1983, 6/30/1996,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,3,State Police,6,Tier VI (1996-2012),,  7/1/1996,12/31/2012,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,3,State Police,7,Tier VII (2012+),,  4/2/2012,  1/1/8000,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,4,Corrections,1,Tier I (pre 1975),,1/1/1800,12/31/1974,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,4,Corrections,2,Tier II (1975-1977),,  1/1/1975,12/31/1977,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,4,Corrections,3,Tier III (1978),,  1/1/1978,12/31/1978,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,4,Corrections,5,Tier V (1984- 1996),,  1/1/1983, 6/30/1996,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,4,Corrections,6,Tier VI (1996-2012),,  7/1/1996,12/31/2012,,,,,,,,4,6,1,0,1,0
50,Massachusetts SRS,4,Corrections,7,Tier VII (2012+),,  4/2/2012,  1/1/8000,,,,,,,,4,6,1,0,1,0
51,Massachusetts Teachers,0,All Employees,1,Pre 1975,,1/1/1800,12/31/1974,,,,,,,,1,8,0,0,1,0
51,Massachusetts Teachers,0,All Employees,2,1975-1978,,  1/1/1975,12/31/1977,,,,,,,,1,8,0,0,1,0
51,Massachusetts Teachers,0,All Employees,3,1978-1979,,  1/1/1988,12/31/1978,,,,,,,,1,8,0,0,1,0
51,Massachusetts Teachers,0,All Employees,4,1979-1984,,  1/1/1979,12/31/1983,,,,,,,,1,8,0,0,1,0
51,Massachusetts Teachers,0,All Employees,5,1984-6/1996,,  1/1/1984, 6/30/1996,,,,,,,,1,8,0,0,1,0
51,Massachusetts Teachers,0,All Employees,6,7/1996-6/2001,,  7/1/1996, 6/30/2001,,,,,,,,1,8,0,0,1,0
51,Massachusetts Teachers,0,All Employees,7,7/2001-4/2012,,  7/1/2001,  4/1/2012,,,,,,,,1,8,0,0,1,0
51,Massachusetts Teachers,0,All Employees,8,4/2012+,,  4/2/2012,  1/1/8000,,,,,,,,1,8,0,0,1,0
52,Michigan Municipal,1,General,0,,,,,,,,,,,,2,1,1,0,0,0
52,Michigan Municipal,2,Hybrid,0,,,,,,,,,,,,2,1,1,0,0,0
53,Michigan Public Schools,1,Basic Members-Option 1,0,,,,,,,,,,,,5,1,1,0,0,0
53,Michigan Public Schools,2,Basic Members-Option 3,0,,,,,,,,,,,,5,1,1,0,0,0
53,Michigan Public Schools,3,MIP Members-Option 1,1,,,1/1/1800,12/31/1989,,,,,,,,5,3,1,0,1,0
53,Michigan Public Schools,3,MIP Members-Option 1,2,,,  1/1/1990, 6/30/2008,,,,,,,,5,3,1,0,1,0
53,Michigan Public Schools,3,MIP Members-Option 1,3,MIP Plus,,  7/1/2008, 6/30/2010,,,,,,,,5,3,1,0,1,0
53,Michigan Public Schools,4,MIP Members-Option 3,1,,,1/1/1800,12/31/1989,,,,,,,,5,3,1,0,1,0
53,Michigan Public Schools,4,MIP Members-Option 3,2,,,  1/1/1990, 6/30/2008,,,,,,,,5,3,1,0,1,0
53,Michigan Public Schools,4,MIP Members-Option 3,3,MIP Plus,,  7/1/2008, 6/30/2010,,,,,,,,5,3,1,0,1,0
53,Michigan Public Schools,5,Pension Plus Plan Members,0,,,,,,,,,,,,5,1,1,0,0,0
54,Michigan SERS,1,General state government employees-DB Classified,0,,,,,,,,,,,,3,1,1,0,0,0
54,Michigan SERS,2,Correction Officers-DB Classified,0,,,,,,,,,,,,3,1,1,0,0,0
54,Michigan SERS,3,Conservation Officers-DB Classified,0,,,,,,,,,,,,3,1,1,0,0,0
56,Minnesota GERF,1,Basic Plan,1,,,1/1/1800, 6/30/1968,,,,,,,,2,1,1,0,1,0
56,Minnesota GERF,2,Coordinated Plan,1,,,1/1/1800, 6/30/1989,,,,,,,,2,4,1,0,1,0
56,Minnesota GERF,2,Coordinated Plan,2,,,  7/1/1989, 6/30/2006,,,,,,,,2,4,1,0,1,0
56,Minnesota GERF,2,Coordinated Plan,3,,,  7/1/2006, 6/30/2010,,,,,,,,2,4,1,0,1,0
56,Minnesota GERF,2,Coordinated Plan,4,,,  7/1/2010,  1/1/8000,,,,,,,,2,4,1,0,1,0
57,Minnesota State Employees,0,State General Employees,1,,,1/1/1800, 6/30/1989,,,,,,,,1,4,0,0,1,0
57,Minnesota State Employees,0,State General Employees,2,,,  7/1/1989, 6/30/2006,,,,,,,,1,4,0,0,1,0
57,Minnesota State Employees,0,State General Employees,3,,,  7/1/2006, 6/30/2010,,,,,,,,1,4,0,0,1,0
57,Minnesota State Employees,0,State General Employees,4,,,  7/1/2010,  1/1/8000,,,,,,,,1,4,0,0,1,0
58,Minnesota Teachers,1,Basic Plan,1,,,1/1/1800, 6/30/1978,,,,,,,,2,1,1,0,1,0
58,Minnesota Teachers,2,Coordinated Plan,1,,,1/1/1800, 6/30/1989,,,,,,,,2,3,1,0,1,0
58,Minnesota Teachers,2,Coordinated Plan,2,,,  7/1/1989, 6/30/2006,,,,,,,,2,3,1,0,1,0
58,Minnesota Teachers,2,Coordinated Plan,3,,,  7/1/2006,  1/1/8000,,,,,,,,2,3,1,0,1,0
59,Mississippi PERS,1,State General Employees,1,Tier 1,,1/1/1800, 6/30/2007,,,,,,,,3,3,0,0,1,0
59,Mississippi PERS,1,State General Employees,2,Tier 2,,  7/1/2007, 6/30/2011,,,,,,,,3,3,0,0,1,0
59,Mississippi PERS,1,State General Employees,3,Tier 3,,  7/1/2011,  1/1/8000,,,,,,,,3,3,0,0,1,0
59,Mississippi PERS,2,Local General Employees and Police and Fire,1,Tier 1,,1/1/1800, 6/30/2007,,,,,,,,3,3,0,0,1,0
59,Mississippi PERS,2,Local General Employees and Police and Fire,2,Tier 2,,  7/1/2007, 6/30/2011,,,,,,,,3,3,0,0,1,0
59,Mississippi PERS,2,Local General Employees and Police and Fire,3,Tier 3,,  7/1/2011,  1/1/8000,,,,,,,,3,3,0,0,1,0
59,Mississippi PERS,3,Teachers,1,Tier 1,,1/1/1800, 6/30/2007,,,,,,,,3,3,0,0,1,0
59,Mississippi PERS,3,Teachers,2,Tier 2,,  7/1/2007, 6/30/2011,,,,,,,,3,3,0,0,1,0
59,Mississippi PERS,3,Teachers,3,Tier 3,,  7/1/2011,  1/1/8000,,,,,,,,3,3,0,0,1,0
60,Missouri DOT and Highway Patrol,1,Non-Uniformed,1,Closed Plan (pre 1997),,1/1/1800, 8/27/1997,,,,,,,,2,4,0,0,1,0
60,Missouri DOT and Highway Patrol,1,Non-Uniformed,2,Closed Plan (1997-2000),, 8/28/1997, 6/30/2000,,,,,,,,2,4,0,0,1,0
60,Missouri DOT and Highway Patrol,1,Non-Uniformed,3,Year 2000 Plan (2000-2010),,  7/1/2000,12/31/2010,,,,,,,,2,4,0,0,1,0
