ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_BC,fy_start,fy_end,Notes,BenCap_RetAge,BenCap_RetTenure,BenCap_RetPoints,BenCap_RetDate,BenCap_StartDate,BenCap_EndDate,BenCap_ReplacementRate,BenCap_Salary,BenCap_SalaryIndexed,BenCap_benefit,BenCap_BenefitIndexed,NumberofEEGroups,MultipleEEGroupsCoded,EEGroupID_Error,NumberofTiers,MultipleTiersCoded,TierID_Error,NumberofFiscalYears,fy
24,Duluth Teachers,0,All Employees ,3,All Tiers,1,2014,9999,,,,,,,,,,,,,1,0,0,4,0,0,2,2015
24,Duluth Teachers,0,All Employees ,4,All Tiers,1,2014,9999,,,,,,,,,,,,,1,0,0,4,0,0,2,2014
24,Duluth Teachers,0,All Employees ,4,All Tiers,1,2014,9999,,,,,,,,,,,,,1,0,0,4,0,0,2,2015
25,Fairfax County Schools,0,All Employees,1,All Tiers,1,2014,9999,,,,,,,,,,,,,1,0,0,2,0,0,2,2014
25,Fairfax County Schools,0,All Employees,1,All Tiers,1,2014,9999,,,,,,,,,,,,,1,0,0,2,0,0,2,2015
25,Fairfax County Schools,0,All Employees,2,All Tiers,1,2014,9999,,,,,,,,,,,,,1,0,0,2,0,0,2,2014
25,Fairfax County Schools,0,All Employees,2,All Tiers,1,2014,9999,,,,,,,,,,,,,1,0,0,2,0,0,2,2015
26,Florida RS,1,Regular,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,1,Regular,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,1,Regular,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,1,Regular,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
26,Florida RS,1,Regular,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,1,Regular,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,1,Regular,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,1,Regular,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
26,Florida RS,2,Senior Mgmt.,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,2,Senior Mgmt.,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,2,Senior Mgmt.,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,2,Senior Mgmt.,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
26,Florida RS,2,Senior Mgmt.,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,2,Senior Mgmt.,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,2,Senior Mgmt.,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,2,Senior Mgmt.,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
26,Florida RS,3,Special Risk,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,3,Special Risk,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,3,Special Risk,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,3,Special Risk,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
26,Florida RS,3,Special Risk,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,3,Special Risk,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,3,Special Risk,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,3,Special Risk,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
26,Florida RS,4,Special Risk Admin,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,4,Special Risk Admin,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,4,Special Risk Admin,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,4,Special Risk Admin,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
26,Florida RS,4,Special Risk Admin,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,4,Special Risk Admin,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,4,Special Risk Admin,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,4,Special Risk Admin,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
26,Florida RS,5,Elected Officials,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,5,Elected Officials,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,5,Elected Officials,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,5,Elected Officials,1,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
26,Florida RS,5,Elected Officials,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2012
26,Florida RS,5,Elected Officials,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2013
26,Florida RS,5,Elected Officials,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2014
26,Florida RS,5,Elected Officials,2,,1,2012,9999,,,,,,,,1,,,,,5,1,0,2,0,0,4,2015
27,Georgia ERS,0,All,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2012
27,Georgia ERS,0,All,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2013
27,Georgia ERS,0,All,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2014
27,Georgia ERS,0,All,1,,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2015
27,Georgia ERS,0,All,2,  7/1/1982,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2012
27,Georgia ERS,0,All,2,  7/1/1982,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2013
27,Georgia ERS,0,All,2,  7/1/1982,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2014
27,Georgia ERS,0,All,2,  7/1/1982,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2015
27,Georgia ERS,0,All,3,  1/1/2009,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2012
27,Georgia ERS,0,All,3,  1/1/2009,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2013
27,Georgia ERS,0,All,3,  1/1/2009,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2014
27,Georgia ERS,0,All,3,  1/1/2009,1,2012,9999,,,,,,,,,,,,,1,0,0,3,1,0,4,2015
28,Georgia Teachers,0,ALL,0,,1,2012,9999,,,,,,,,.08,,,,,1,0,0,1,0,0,4,2012
28,Georgia Teachers,0,ALL,0,,1,2012,9999,,,,,,,,.08,,,,,1,0,0,1,0,0,4,2013
28,Georgia Teachers,0,ALL,0,,1,2012,9999,,,,,,,,.08,,,,,1,0,0,1,0,0,4,2014
28,Georgia Teachers,0,ALL,0,,1,2012,9999,,,,,,,,.08,,,,,1,0,0,1,0,0,4,2015
29,Hawaii ERS,1,Police & Fire,1,Tier I (pre 1971) Contributory,1,2014,9999,,,,,,,,,,,,,3,1,0,3,1,0,2,2014
29,Hawaii ERS,1,Police & Fire,1,Tier I (pre 1971) Contributory,1,2014,9999,,,,,,,,,,,,,3,1,0,3,1,0,2,2015
29,Hawaii ERS,1,Police & Fire,2,Tier II (1971-2012) Contributory,1,2014,9999,,,,,,,,,,,,,3,1,0,3,1,0,2,2014
29,Hawaii ERS,1,Police & Fire,2,Tier II (1971-2012) Contributory,1,2014,9999,,,,,,,,,,,,,3,1,0,3,1,0,2,2015
29,Hawaii ERS,1,Police & Fire,3,Tier III (2012+) Contributory,1,2014,9999,,,,,,,,.8,,,,,3,1,0,3,1,0,2,2014
29,Hawaii ERS,1,Police & Fire,3,Tier III (2012+) Contributory,1,2014,9999,,,,,,,,.8,,,,,3,1,0,3,1,0,2,2015
29,Hawaii ERS,2,Teachers,1,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2014
29,Hawaii ERS,2,Teachers,1,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2015
29,Hawaii ERS,2,Teachers,2,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2014
29,Hawaii ERS,2,Teachers,2,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2015
29,Hawaii ERS,2,Teachers,3,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2014
29,Hawaii ERS,2,Teachers,3,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2015
29,Hawaii ERS,2,Teachers,4,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2014
29,Hawaii ERS,2,Teachers,4,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2015
29,Hawaii ERS,3,General Employees,1,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2014
29,Hawaii ERS,3,General Employees,1,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2015
29,Hawaii ERS,3,General Employees,2,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2014
29,Hawaii ERS,3,General Employees,2,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2015
29,Hawaii ERS,3,General Employees,3,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2014
29,Hawaii ERS,3,General Employees,3,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2015
29,Hawaii ERS,3,General Employees,4,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2014
29,Hawaii ERS,3,General Employees,4,All Tiers,1,2014,9999,,,,,,,,,,,,,3,1,0,4,0,0,2,2015
30,Houston Firefighters,0,All Employees,1,All Tiers,1,2014,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,2,2014
30,Houston Firefighters,0,All Employees,1,All Tiers,1,2014,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,2,2015
30,Houston Firefighters,0,All Employees,2,All Tiers,1,2014,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,2,2014
30,Houston Firefighters,0,All Employees,2,All Tiers,1,2014,9999,,,,,,,,.8,,,,,1,0,0,2,0,0,2,2015
31,Idaho PERS,1,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2012
31,Idaho PERS,1,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2013
31,Idaho PERS,1,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2014
31,Idaho PERS,1,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2015
31,Idaho PERS,2,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2012
31,Idaho PERS,2,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2013
31,Idaho PERS,2,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2014
31,Idaho PERS,2,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2015
31,Idaho PERS,3,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2012
31,Idaho PERS,3,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2013
31,Idaho PERS,3,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2014
31,Idaho PERS,3,ALL,0,,1,2012,9999,,,,,,,,1,,,,,3,0,0,1,0,0,4,2015
33,Illinois SERS,1,General State Government Employees - SS covered,1,,1,2012,9999,,,,,,,,.75,,,,,4,1,0,2,1,0,4,2012
33,Illinois SERS,1,General State Government Employees - SS covered,1,,1,2012,9999,,,,,,,,.75,,,,,4,1,0,2,1,0,4,2013
33,Illinois SERS,1,General State Government Employees - SS covered,1,,1,2012,9999,,,,,,,,.75,,,,,4,1,0,2,1,0,4,2014
33,Illinois SERS,1,General State Government Employees - SS covered,1,,1,2012,9999,,,,,,,,.75,,,,,4,1,0,2,1,0,4,2015
33,Illinois SERS,1,General State Government Employees - SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,4,1,0,2,1,0,4,2012
33,Illinois SERS,1,General State Government Employees - SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,4,1,0,2,1,0,4,2013
33,Illinois SERS,1,General State Government Employees - SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,4,1,0,2,1,0,4,2014
33,Illinois SERS,1,General State Government Employees - SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,4,1,0,2,1,0,4,2015
33,Illinois SERS,2,General State Government Employees - Non-SS covered,1,,1,2012,9999,,,,,,,,.75,,,,,4,1,0,2,1,0,4,2012
33,Illinois SERS,2,General State Government Employees - Non-SS covered,1,,1,2012,9999,,,,,,,,.75,,,,,4,1,0,2,1,0,4,2013
33,Illinois SERS,2,General State Government Employees - Non-SS covered,1,,1,2012,9999,,,,,,,,.75,,,,,4,1,0,2,1,0,4,2014
33,Illinois SERS,2,General State Government Employees - Non-SS covered,1,,1,2012,9999,,,,,,,,.75,,,,,4,1,0,2,1,0,4,2015
33,Illinois SERS,2,General State Government Employees - Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,4,1,0,2,1,0,4,2012
33,Illinois SERS,2,General State Government Employees - Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,4,1,0,2,1,0,4,2013
33,Illinois SERS,2,General State Government Employees - Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,4,1,0,2,1,0,4,2014
33,Illinois SERS,2,General State Government Employees - Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,4,1,0,2,1,0,4,2015
33,Illinois SERS,3,State Police and Firefighters- SS covered,1,,1,2012,9999,,,,,,,,.8,,,,,4,1,0,2,1,0,4,2012
33,Illinois SERS,3,State Police and Firefighters- SS covered,1,,1,2012,9999,,,,,,,,.8,,,,,4,1,0,2,1,0,4,2013
33,Illinois SERS,3,State Police and Firefighters- SS covered,1,,1,2012,9999,,,,,,,,.8,,,,,4,1,0,2,1,0,4,2014
33,Illinois SERS,3,State Police and Firefighters- SS covered,1,,1,2012,9999,,,,,,,,.8,,,,,4,1,0,2,1,0,4,2015
33,Illinois SERS,3,State Police and Firefighters- SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,1,0,2,1,0,4,2012
33,Illinois SERS,3,State Police and Firefighters- SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,1,0,2,1,0,4,2013
33,Illinois SERS,3,State Police and Firefighters- SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,1,0,2,1,0,4,2014
33,Illinois SERS,3,State Police and Firefighters- SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,1,0,2,1,0,4,2015
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,1,,1,2012,9999,,,,,,,,.8,,,,,4,1,0,2,1,0,4,2012
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,1,,1,2012,9999,,,,,,,,.8,,,,,4,1,0,2,1,0,4,2013
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,1,,1,2012,9999,,,,,,,,.8,,,,,4,1,0,2,1,0,4,2014
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,1,,1,2012,9999,,,,,,,,.8,,,,,4,1,0,2,1,0,4,2015
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,1,0,2,1,0,4,2012
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,1,0,2,1,0,4,2013
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,1,0,2,1,0,4,2014
33,Illinois SERS,4,State Police and Firefighters-  Non-SS covered,2,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,1,0,2,1,0,4,2015
34,Illinois TRS,0,All,1,,1,2012,9999,,,,,,,,.75,,,,,1,0,0,2,1,0,4,2012
34,Illinois TRS,0,All,1,,1,2012,9999,,,,,,,,.75,,,,,1,0,0,2,1,0,4,2013
34,Illinois TRS,0,All,1,,1,2012,9999,,,,,,,,.75,,,,,1,0,0,2,1,0,4,2014
34,Illinois TRS,0,All,1,,1,2012,9999,,,,,,,,.75,,,,,1,0,0,2,1,0,4,2015
34,Illinois TRS,0,All,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,1,0,0,2,1,0,4,2012
34,Illinois TRS,0,All,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,1,0,0,2,1,0,4,2013
34,Illinois TRS,0,All,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,1,0,0,2,1,0,4,2014
34,Illinois TRS,0,All,2,  1/1/2011,1,2012,9999,,,,,,,,.75,109.971,2,,,1,0,0,2,1,0,4,2015
35,Illinois University Retirement System,1,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,1,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,1,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,1,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,1,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,1,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,1,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,1,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,1,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,1,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,1,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,1,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,2,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,2,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,2,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,2,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,2,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,2,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,2,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,2,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,2,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,2,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,2,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,2,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,3,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,3,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,3,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,3,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,3,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,3,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,3,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,3,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,3,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,3,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,3,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,3,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,4,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,4,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,4,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,4,All,1,,1,2012,9999,,,,,,,,.8,,,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,4,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,4,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,4,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,4,All,2,  7/1/2005,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2015
35,Illinois University Retirement System,4,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2012
35,Illinois University Retirement System,4,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2013
35,Illinois University Retirement System,4,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2014
35,Illinois University Retirement System,4,All,3,  1/1/2011,1,2012,9999,,,,,,,,.8,109.971,2,,,4,0,0,3,1,0,4,2015
36,Indiana PERF,1,ALL,0,,1,2012,9999,,,,,,,,,,,,,2,0,0,1,0,0,4,2012
36,Indiana PERF,1,ALL,0,,1,2012,9999,,,,,,,,,,,,,2,0,0,1,0,0,4,2013
36,Indiana PERF,1,ALL,0,,1,2012,9999,,,,,,,,,,,,,2,0,0,1,0,0,4,2014
36,Indiana PERF,1,ALL,0,,1,2012,9999,,,,,,,,,,,,,2,0,0,1,0,0,4,2015
36,Indiana PERF,2,ALL,0,,1,2012,9999,,,,,,,,,,,,,2,0,0,1,0,0,4,2012
36,Indiana PERF,2,ALL,0,,1,2012,9999,,,,,,,,,,,,,2,0,0,1,0,0,4,2013
36,Indiana PERF,2,ALL,0,,1,2012,9999,,,,,,,,,,,,,2,0,0,1,0,0,4,2014
36,Indiana PERF,2,ALL,0,,1,2012,9999,,,,,,,,,,,,,2,0,0,1,0,0,4,2015
37,Indiana Teachers,0,ALL,0,,1,2012,9999,,,,,,,,,,,,,1,0,0,1,0,0,4,2012
37,Indiana Teachers,0,ALL,0,,1,2012,9999,,,,,,,,,,,,,1,0,0,1,0,0,4,2013
37,Indiana Teachers,0,ALL,0,,1,2012,9999,,,,,,,,,,,,,1,0,0,1,0,0,4,2014
37,Indiana Teachers,0,ALL,0,,1,2012,9999,,,,,,,,,,,,,1,0,0,1,0,0,4,2015
38,Iowa PERS,1,Regular EE State,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2012
38,Iowa PERS,1,Regular EE State,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2013
38,Iowa PERS,1,Regular EE State,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2014
38,Iowa PERS,1,Regular EE State,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2015
38,Iowa PERS,2,Regular EE School,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2012
38,Iowa PERS,2,Regular EE School,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2013
38,Iowa PERS,2,Regular EE School,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2014
38,Iowa PERS,2,Regular EE School,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2015
38,Iowa PERS,3,Regular EE Other,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2012
38,Iowa PERS,3,Regular EE Other,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2013
38,Iowa PERS,3,Regular EE Other,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2014
38,Iowa PERS,3,Regular EE Other,0,,1,2012,9999,,,,,,,,.65,,,,,5,1,0,1,0,0,4,2015
38,Iowa PERS,4,Sheriff and Deputies,0,,1,2012,9999,,,,,,,,.72,,,,,5,1,0,1,0,0,4,2012
